Id,DATE_DERNIERE_MAJ,TYPE,CATEGORIE,SPECIALITES,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,CHAINES,LOGIS_CLASSEMENT,NBRE_MAX_COUVERTS,OUVERTURE,TARIFS,EQUIPEMENTS,SERVICES
"RESAQU033FS000TB","30/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","O Secret des Chou'x","1 lieu dit Roque de Thau
","","","","33710","VILLENEUVE","33551","+33 5 57 68 19 11","","www.secretdeschoux.com"," -0.6374751","45.0782245","Oui","","","","","45","01/01/2015|31/12/2015|||||","Menu adulte|9,50|14,00|le midi  # Menu adulte|21,00|26,00|le soir, week-end, jours fériés","Parking privé # Terrasse",""
"RESAQU024V500IYJ","02/01/2015","Restaurant","Pizzeria","Cuisine européenne","O SOLE MIO","90 AVENUE DU MARECHAL JUIN
","","","","24000","PERIGUEUX","24322","","","","0.7099242","45.1849696","","","","","","","","","",""
"RESAQU047FS000CK","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Ô XIII Clochers","","","Place de l'église","","47120","MONTETON","47187","+33 5 53 94 32 75","","www.treizeclochers.fr ","0.25526046","44.6234646","Oui","","","","","35","01/10/2015|01/11/2015|||||Lundi # 04/03/2015|15/05/2015|||||Lundi # 15/05/2015|30/09/2015|||||Lundi","Menu adulte|25,00|32,00| # A la carte|12,00|20,00|Hors boissons # Menu enfant|10,00|10,00| # Menu adulte|14,50|14,50|Entrée, plat, dessert : servi uniquement le midi en semaine","Bar # Terrasse",""
"RESAQU033FS001K7","22/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","O'7 Café","7 rue du Parlement Sainte-Catherine
","","","","33000","BORDEAUX","33063","+33 5 56 44 11 66","","www.o7cafe.com "," -0.5727927","44.8406624","Oui","","","","","","01/01/2015|31/12/2015|||17:00|02:00|Lundi","A la carte|15,00|30,00|","Bar # Climatisation # Terrasse # Wifi","Point wifi"
"RESAQU033V503MF1","13/05/2015","Restaurant","Restaurant à thème","Tapas # Viandes","Obaïona Café","Boulevard de la Plage
","","","","33680","LACANAU","33214","+33 5 56 60 44 24","","www.labrasseriebasque.fr"," -1.2013712","45.003486","Oui","","","","","","01/04/2015|31/10/2015|||||","A la carte|10,00|16,00|Grande assiette de tapas # A la carte|16,00||Big burger basque ""L'Authentique"" # A la carte|12,00|20,50|Chipirons et grillade à la Plancha # A la carte|12,00|20,50|Spécialités du sud-Ouest magret","Bar # Terrasse","Point wifi"
"RESAQU040V500VB1","27/05/2015","Restaurant","Restaurant à thème","Poisson / fruits de mer","Ô-Bimini","","","654 allée des chênes","","40600","BISCARROSSE VILLE","40046","+33 5 58 04 58 03","",""," -1.1623704","44.4096254","Oui","","","","","52","01/01/2015|31/12/2015|||||Lundi - Mardi","Menu adulte|9,80|32,00|","Terrasse # Wifi",""
"RESAQU040FS000R4","09/03/2015","Restaurant","Brasserie","Cuisine traditionnelle # Tapas","O'Byron","","","10 rue de l'Evêché","","40100","DAX","40088","05 58 56 98 79","","http://byronbaydax.free.fr/"," -1.0527976","43.707472","Oui","","","","","30","16/01/2015|12/08/2015|12:00|14:00|19:00|22:00|Dimanche # 11/09/2015|31/12/2015|12:00|14:00|19:00|22:00|Dimanche","","Bar # Climatisation # Terrasse # Wifi","Plats à emporter"
"RESAQU033FS000SK","27/03/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Odé Lys","56 route du Cap Ferret
","Grand Piquey","","","33950","LEGE-CAP FERRET","33236","+33 5 57 70 14 73","",""," -1.2141609","44.7143548","Oui","","","","","48","05/01/2015|31/12/2015|||||","|13,50|13,50|Formule midi # Menu adulte|19,50|28,00| # Menu enfant|12,00|12,00|","","Point wifi"
"RESAQU024V502WK7","26/03/2015","Restaurant","Grill # Pizzeria # Restaurant traditionnel","Régionale française","O'Four à Bois","","","","20, rue Carnot","24300","NONTRON","24311","+33 5 53 60 40 40","","","","","","","","","","","01/01/2015|31/12/2015|||||","","Bar # Wifi","Point wifi"
"RESAQU064FS000OK","18/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Ogibarnia","","","Au bourg","","64240","MACAYE","64364","+33 5 59 93 30 35","+33 6 75 78 35 11","www.restaurant-ogibarnia.com"," -1.3175330","43.3341290","","","","","","50","01/01/2015|31/12/2015|||||","Menu adulte|17,00|28,00|","Terrasse",""
"RESAQU064FS000TE","02/01/2015","Restaurant","Restaurant à thème","Viandes","Ok Corral","","","64 rue Gambetta","","64200","BIARRITZ","64122","+33 5 59 22 27 94","",""," -1.5642973","43.4793506","","","","","","","","","",""
"RESAQU024V502HKA","25/02/2015","Restaurant","Restaurant à thème","Cuisine asiatique","OKI","ALLÉE JACQUES DUCLOS
","","","","24750","BOULAZAC","24053","+33 5 53 06 93 15","","","0.77686990","45.1849015","Oui","","","","","50","","Menu adulte|12,50|16,50| # Menu enfant|6,90|8,90|","Climatisation",""
"RESAQU064V509F17","19/05/2015","Restaurant","Bistrot / bar à vin # Restaurant traditionnel","Cuisine traditionnelle # Tapas","O'Kosta","","","38 Boulevard des Plages","","64600","ANGLET","64024","+33 5 59 42 66 97","",""," -1.5361674","43.5034565","","","","","","","","","Terrasse",""
"RESAQU064FS0002U","02/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Olatua","","","30, boulevard Thiers","","64500","SAINT-JEAN-DE-LUZ","64483","+33 5 59 51 05 22","","www.olatua.fr"," -1.6592359","43.3918263","Oui","","","","","","01/01/2015|31/12/2015|12:00|14:00|19:00|22:00|Lundi - Mardi","","Bar # Terrasse",""
"RESAQU064FS001SU","22/05/2015","Restaurant","Bistrot / bar à vin # Brasserie","Cuisine européenne","Olatuan","","","2 boulevard de la Mer","","64700","HENDAYE","64260","+33 5 59 03 64 68","","www.olatuan-brasserie.com"," -1.7737152","43.3733889","Oui","","","","","90","","","Bar # Terrasse",""
"RESAQU064FS000DW","26/05/2015","Restaurant","Restaurant traditionnel","Cuisine gastronomique","Olhabidea Jatetxea","","près du centre Equestre","Route de Saint-Pée-sur-Nivelle","Quartier Ste Catherine","64310","SARE","64504","+33 5 59 54 21 85","","www.olhabidea.fr"," -1.5556168","43.3156627","Oui","","","","","","13/02/2015|31/12/2015|||||Dimanche soir - Lundi - Mardi - Mercredi midi","","Jardin # Parking privé # Terrasse",""
"RESAQU033FS0011N","06/02/2015","Hôtel restaurant","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","Olicia","Hôtel Alton
","107 rue de la Pelouse de Douet ","","","33000","BORDEAUX","33063","+33 5 56 99 55 55","","www.alton.fr"," -0.6073336","44.829893","Oui","","","","","","01/01/2015|31/12/2015|12:00|14:00|19:30|22:00|Dimanche - Samedi","","Climatisation # Parking privé # Terrasse # Wifi","Point wifi"
"RESAQU064FS0010Q","06/05/2015","Restauration ambulante / Vente à emporter ","Pizzeria","Cuisine européenne","Olive Pizza","","","Rue Traversière","","64490","BEDOUS","64104","+33 5 59 34 50 99 # +33 6 07 05 30 33","",""," -0.6008010","42.9994630","","","","","","","01/01/2015|31/12/2015|||18:00|22:00|Dimanche - Lundi - Mercredi - Samedi - Vendredi","","",""
"RESAQU064FS000EV","22/05/2015","Restaurant","Restaurant traditionnel","Régionale française","Olivier","","","115 boulevard de la Mer","","64700","HENDAYE","64260","+33 5 59 20 03 29","","www.restaurant-olivier-hendaye.com"," -1.7835219","43.3717218","Oui","","","","","72","","","Terrasse",""
"RESAQU064FS0012L","24/04/2015","Restaurant","Bistrot / bar à vin # Restaurant traditionnel","Régionale française # Tapas","On a marché sur Pampelune - Iruñan Oinez","","","Avenue des Vagues","Chambre d'Amour","64600","ANGLET","64024","+33 7 61 16 64 64","",""," -1.5424633","43.4989624","Oui","","","","","70","","","Bar # Climatisation # Matériel enfants # Terrasse","Point wifi"
"RESAQU064V507KZZ","29/01/2015","Restaurant","Restaurant traditionnel","Régionale française","On Egin","","","Le bourg","","64240","AYHERRE","64086","+33 5 59 20 66 24 # +33 6 29 13 69 40","","","4.04","44.84","","","","","","","01/01/2015|31/12/2015|||||","Menu adulte|11,00|11,00|","Bar # Terrasse",""
"RESAQU033V503LRU","03/03/2015","Restaurant","Restaurant à thème","Cuisine asiatique","On Nem","3 rue du Baou
","","","","33260","LA TESTE-DE-BUCH","33529","+33 9 54 43 36 52","",""," -1.1542720","44.6299036","","","","","","20","01/01/2015|31/12/2015|||||","Menu adulte|11,90||","Terrasse","Plats à emporter"
"RESAQU040FS000HF","02/01/2015","Restaurant","Restaurant à thème","Cuisine traditionnelle","Oncle Scott's","","","331 Allée de Lagace","","40090","SAINT-AVIT","40250","+33 5 58 46 55 16","",""," -0.4469993","43.9412141","Oui","","","","","150","","","Climatisation # Parking privé # Terrasse","Plats à emporter"
"RESAQU033FS001HK","02/01/2015","Restaurant","Bistrot / bar à vin # Restauration rapide","Régionale française # Tapas","Ongi Etorri Tapas","4 boulevard de Curepipe 
","","","","33260","LA TESTE-DE-BUCH","33529","","+33 6 26 25 25 70","www.loeildubassin.com/591/bodega-bar-tapas-restaurant-ongi-etorri"," -1.1427254","44.6378223","Oui","","","","","16","01/01/2015|31/12/2015|||||","Menu adulte|13,00||Plat du jour # Menu enfant|7,00||","Bar # Terrasse","Banquet # Plats à emporter"
"RESAQU064FS0002V","02/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Ongui Etorri","","","15, rue de la republique","","64500","SAINT-JEAN-DE-LUZ","64483","+33 5 59 26 85 07","",""," -1.6641712","43.3879747","Oui","","","","","","01/01/2015|31/12/2015|||||","","Terrasse",""
"RESAQU064FS000UO","02/01/2015","Hôtel restaurant","Restaurant traditionnel","Cuisine traditionnelle","Onyx Restaurant","","","1 carrefour Hélianthe","","64200","BIARRITZ","64122","+33 5 59 01 13 13","","www.radissonblu.fr"," -1.5648049","43.4786052","","","","","","","","","Jeux pour enfants # Parking privé # Terrasse",""
"RESAQU064FS0012E","02/04/2015","Restaurant","Crêperie","Cuisine traditionnelle # Régionale française","Orange et Chocolat","","","31 avenue du Rayon Vert","Chambre d'Amour","64600","ANGLET","64024","+33 5 59 03 10 83","","www.creperie-anglet.com"," -1.5394565","43.5011999","","","","","","50","","","Climatisation # Parking privé # Terrasse","Plats à emporter"
"RESAQU064FS001CK","02/05/2015","Hôtel restaurant","Restaurant traditionnel # Salon de thé","Cuisine bio # Cuisine diététique # Salades # Sandwichs # Tartes","Oreka","","Hotel héliantal","Rue Dargaignaratz","","64500","SAINT-JEAN-DE-LUZ","64483","+33 5 59 51 51 22","","www.helianthal.fr"," -1.6603718","43.3915254","Oui","","","","","","","","Terrasse","Point wifi"
"RESAQU064V505VFA","05/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","O'Resto","","","7 rue du Moulin","","64000","PAU","64445","+33 5 59 98 62 32","",""," -0.3738458","43.2947223","Oui","","","","","40","02/01/2015|31/12/2015|12:00|14:00|19:30|22:30|Mardi","","Terrasse",""
"RESAQU047FS0001F","02/01/2015","Restaurant","Restaurant à thème","Cuisine asiatique","Osaka","","","38 boulevard Sylvain Dumont","","47000","AGEN","47001","+33 5 53 66 31 76","","http://osaka-agen.fr","0.6203052","44.2079206","","","","","","150","01/01/2015|31/12/2015|||||","","Climatisation # Terrasse","Banquet # Plats à emporter # Séminaire"
"RESAQU064V507Y49","01/04/2015","Restaurant","Bistrot / bar à vin # Brasserie # Crêperie # Restauration rapide # Salon de thé","Glaces # Salades # Sandwichs # Tapas # Tartes","O'SPOT","","8 Bd Pierre Benoit","Socoa Plage","","64500","CIBOURE","64189","+33 5 59 47 96 24","+33 6 24 71 18 77","www.location-belarra.com"," -1.6844871","43.3900007","Oui","","","","","50","01/04/2015|15/11/2015|||||","A la carte|7,00|15,00|","Terrasse",""
"RESAQU064FS000WS","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Ostalamer","","","160 route des Plages","","64500","SAINT-JEAN-DE-LUZ","64483","+33 5 59 85 84 71","",""," -1.6242170","43.4175332","Oui","","","","","","","","",""
"RESAQU064FS0015H","02/01/2015","Restaurant","Restaurant à thème","Cuisine méditerranéenne","Ouarzazate","","","47 avenue de l’Adour","Adour","64600","ANGLET","64024","+33 5 59 52 28 52","",""," -1.4969641","43.5065370","","","","","","60","","","Bar # Parking privé # Terrasse",""
"RESAQU064FS00215","17/01/2015","Restaurant","Restauration rapide","Cuisine bio","Paco et Bégonia","","","13, rue Pelletier","","64100","BAYONNE","64102","+33 5 47 64 65 31","+33 6 77 64 71 60","www.paco-begonia.fr"," -1.4735311","43.4888994","Oui","","","","","","","","",""
"RESAQU064FS000S6","02/01/2015","Restaurant","Restaurant à thème","Cuisine asiatique","Palais d’Asie (le)","","","11 avenue de la Marne","","64200","BIARRITZ","64122","+33 5 59 41 04 52","",""," -1.5557860","43.4842993","","","","","","","","","Terrasse",""
"RESAQU047FS000K7","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine asiatique","Palais de Bias","","","420 avenue de Bordeaux","","47300","BIAS","47027","+33 5 53 36 58 85","","","0.68524","44.4038662","Oui","","","","","150","01/01/2015|31/12/2015|12:00|14:30|19:00|22:00|","Menu adulte|11,50|16,50|boisson non comprise # Menu enfant|8,00||boisson non comprise","Climatisation # Parking privé",""
"RESAQU064FS000S7","02/01/2015","Restaurant","Restaurant à thème","Cuisine asiatique","Palais de Jade (le)","","","2 avenue Reine Victoria","","64200","BIARRITZ","64122","+33 5 59 24 64 33","",""," -1.5565337","43.4851609","","","","","","","01/01/2015|31/12/2015|12:00|14:00|19:00|22:00|Lundi","","",""
"RESAQU064FS000S8","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Palmarium (le)","","","6 rue Port Vieux","","64200","BIARRITZ","64122","+33 5 59 24 25 83","","www.le-palmarium-biarritz.fr"," -1.5656070","43.4820743","","","","","","","","","Terrasse",""
"RESAQU064FS001LN","05/05/2015","Restaurant","Restaurant traditionnel","Nouvelle cuisine française","Panam","","","86 boulevard de la Paix","","64000","PAU","64445","+33 5 59 90 06 54","",""," -0.3359392","43.3152422","Oui","","","","","60","02/01/2015|31/12/2015|12:00|14:30|||","Menu adulte|9,50|13,50|","Terrasse",""
"RESAQU064FS0012T","13/05/2015","Restaurant","Restauration rapide","Salades # Sandwichs","Panini Show","","","1 esplanade des Gascons","Chambre d'Amour","64600","ANGLET","64024","+33 5 59 03 02 06","",""," -1.5409528","43.5008244","","","","","","20","01/01/2015|31/12/2015|||||","","Terrasse",""
"RESAQU033FS001K8","25/03/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Papy fait de la résistance","56 rue du Hamel 
","","","","33800","BORDEAUX","33063","+33 9 83 85 29 90","","www.papyfaitdelaresistance-bx.fr"," -0.5668815","44.831366","Oui","","","","","","01/01/2015|31/12/2015|12:00|13:30|||Dimanche - Lundi","A la carte|15,00|30,00|","",""
"RESAQU024FS000B6","02/01/2015","Restaurant","Brasserie","Régionale française","PARADISE PUB","","","","Rue du Priolat","24220","SAINT-CYPRIEN","24396","+33 5 53 59 37 43","","www.chai-malo.fr","1.0426780","44.8697670","","","","","","","","","",""
"RESAQU024V500IYK","02/01/2015","Restaurant","Restauration rapide","Sandwichs","PARFUM DE PAIN","21 COURS MICHEL DE MONTAIGNE
","","","","24000","PERIGUEUX","24322","","","","0.7215639","45.1863892","","","","","","","","","",""
"RESAQU064V50950I","04/05/2015","Restauration ambulante / Vente à emporter ","Restauration rapide # Salon de thé","Glaces # Salades # Sandwichs # Tartes","Pariés Gourmand","19 rue Tourasse
","","","","64500","SAINT-JEAN-DE-LUZ","64483","+33 5 59 54 10 40","","www.paries.fr"," -1.6635764","43.3882135","Oui","","","","","","01/01/2015|31/12/2015|10:00|||19:00|","","",""
"RESAQU033FS001K9","27/03/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Parlement by Alex","3 place du Parlement
","","","","33000","BORDEAUX","33063","+33 5 56 52 92 86","",""," -0.5717517","44.8406764","Oui","","","","","","01/01/2015|31/12/2015|09:00|||20:00|","","Terrasse # Wifi","Point wifi"
"RESAQU040FS000P4","08/01/2015","Restaurant","Pizzeria # Restaurant à thème","Cuisine européenne","Pascaline Pizza ","","","17 Allée Raymond Farbos","","40000","MONT-DE-MARSAN","40192","+33 5 58 51 84 66","",""," -0.4984087","43.8912054","Oui","","","","","20","01/01/2015|31/12/2015|11:30|14:00|17:30|21:30|Dimanche - Jeudi - Lundi - Mardi - Mercredi - Samedi - Vendredi","Menu adulte|6,90|| # A la carte|9,50||","","Plats à emporter"
"RESAQU064FS001ME","02/01/2015","Restaurant","Salon de thé","","Pâtisserie - Salon de thé Briais","","","11 rue du Port","","","HENDAYE","64260","+33 5 59 20 70 62","","www.patisserie-briais.com "," -1.7752072","43.3578929","Oui","","","","","","","","",""
"RESAQU040V503GDD","24/04/2015","Restaurant","Restaurant à thème # Salon de thé","Glaces","Patisserie du Golf","","","495 avenue du Touring Club","","40150","HOSSEGOR","40304","+33 5 58 43 52 15","",""," -1.4286578","43.6587853","","","","","","","","","Terrasse","Plats à emporter"
"RESAQU064FS0006V","15/05/2015","Restaurant","Brasserie # Restauration rapide # Salon de thé","Salades # Sandwichs # Tartes","Paul","Centre commercial Carrefour
","","avenue de l'Europe","","64230","LESCAR","64335","+33 5 59 92 13 71","",""," -0.4284238","43.3163262","Oui","","","","","40","02/01/2015|31/12/2015|09:00|||20:00|Dimanche","A la carte|8,50|12,00| # Menu adulte|14,10|15,50| # Menu enfant|6,30|6,30|","Climatisation # Parking privé # Terrasse","Plats à emporter # Point wifi # Traiteur"
"RESAQU047V5001YB","02/01/2015","Traiteur (sans restaurant)","Restaurant à thème","Cuisine traditionnelle","Paul Traiteur","","","","Bouynet","47150","GAVAUDUN","47109","+33 5 53 75 10 48","+33 6 10 63 69 32","","0.87297899","44.576836","Oui","","","","","","","","","Banquet # Séminaire # Traiteur"
"RESAQU033V504C4H","28/03/2015","Restaurant","Bistrot / bar à vin # Brasserie","Cuisine traditionnelle # Sandwichs # Tartes","Pause Café","4 avenue Jules Ferry
","","","","33350","CASTILLON-LA-BATAILLE","33108","+33 5 57 40 13 82","",""," -0.0453748","44.8531972","","","","","","20","01/01/2015|31/12/2015|||||Dimanche - Jeudi soir - Lundi soir - Mardi soir - Mercredi soir - Samedi soir - Vendredi soir","Menu adulte|10,00|15,00|","Terrasse",""
"RESAQU024V500WII","02/01/2015","Restaurant","Restaurant traditionnel # Restauration rapide","Cuisine traditionnelle # Sandwichs","Pause Express","","","47 rue Gambetta","","24310","BRANTOME","24064","+33 7 81 06 10 79","","","0.6495094","45.3646197","","","","","","","","","",""
"RESAQU033FS000J3","27/03/2015","Restaurant","Restaurant gastronomique # Restaurant traditionnel","Régionale française","Pavillon des Boulevards ","120 rue Croix de Seguey
","","","","33000","BORDEAUX","33063","+33 5 56 81 51 02","","www.lepavillondesboulevards.fr"," -0.5929816","44.8534910","Oui","","","","","40","01/01/2015|31/12/2015|12:00|13:30|19:45|21:30|Dimanche","A la carte|30,00||","Climatisation # Terrasse",""
"RESAQU04001PAEAA","02/01/2015","Restaurant","Restaurant traditionnel","Poisson / fruits de mer","Pêcheries Ducamp","","","Rue du Port d'Albret","","40130","CAPBRETON","40065","+33 5 58 72 11 33","",""," -1.4422667","43.6541179","Oui","","","","","","","","",""
"RESAQU033FS001JC","18/05/2015","Restaurant","Pizzeria # Restaurant traditionnel","Cuisine méditerranéenne # Cuisine traditionnelle","Peppino pizza","1 place de la Liberté
","Maubuisson","","","33121","CARCANS","33097","+33 5 57 17 97 03","",""," -1.1427140","45.068594","Oui","","","","","","04/04/2015|30/09/2015|||||","","",""
"RESAQU024V500KVD","02/01/2015","Restaurant","Pizzeria","Cuisine méditerranéenne","PERIGUEUX PIZZA","46 RUE PIERRE SEMARD
","","","","24000","PERIGUEUX","24322","","","","0.7056309","45.1938875","","","","","","","","","",""
"RESAQU064FS000J2","02/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Petit Grill Basque","","","2, rue Saint-Jacques","Près de l'église","64500","SAINT-JEAN-DE-LUZ","64483","+33 5 59 26 80 76","",""," -1.6632378","43.3882398","Oui","","","","","","25/01/2015|20/12/2015|||||Jeudi midi - Lundi - Mercredi","","Climatisation",""
"RESAQU033V5006BG","27/03/2015","Restaurant","Restaurant à thème # Restaurant traditionnel","Cuisine méditerranéenne # Cuisine traditionnelle # Régionale française","Petit Mignon","33, rue Saint Rémi
","","","","33000","BORDEAUX","33063","+33 5 56 81 06 83","","www.petitmignon.fr "," -0.5722634","44.8413177","Oui","","","","","","01/01/2015|31/12/2015|||||Lundi - Mardi","A la carte|30,00||","Climatisation","Point wifi"
"RESAQU024FS000CT","02/01/2015","Restaurant","Restauration rapide","Cuisine asiatique","Petit Saïgon","","","40 avenue Gambetta","","24200","SARLAT-LA-CANEDA","24520","+33 5 53 30 27 52","","http://lepetitsaigon.cil","1.215123","44.8920522","Oui","","","","","","","","Climatisation",""
"RESAQU064FS0011W","02/01/2015","Restaurant","Crêperie","Cuisine traditionnelle","Petite Crêperie (la)","","","22 Rue de Mazagran","","64200","BIARRITZ","64122","","+33 6 62 35 76 19",""," -1.5641850","43.4819684","","","","","","","01/01/2015|31/12/2015|10:30|||19:00|","","",""
"RESAQU047FS0008R","16/04/2015","Restaurant","Restaurant traditionnel","Cuisine gastronomique","Philippe Vannier","","","66 rue Camille-Desmoulins","","47000","AGEN","47001","+33 5 53 66 63 70","","www.philippe-vannier.fr","0.6240623","44.2039384","","","","","","20","01/01/2015|31/12/2015|12:00|13:15|||Lundi midi","Menu adulte|23,00|32,50| # Menu enfant|6,00|12,00| # A la carte|20,00|48,00|","","Plats à emporter"
"RESAQU064V508ISB","03/04/2015","Restaurant","Pizzeria # Restauration rapide","Salades # Sandwichs # Tartes","Piccola Pizza","","","Place Lamothe","Anglet Centre Saint Jean","64600","ANGLET","64024","+33 5 59 42 08 45","","www.piccola-pizza-anglet.com"," -1.5147236","43.4861627","","","","","","","01/01/2015|31/12/2015|||||","","","Plats à emporter # Point wifi"
"RESAQU024V502HVB","15/01/2015","Restaurant","Restauration rapide","Salades # Sandwichs # Tartes","Picnic en Ville","","","33 Grand Rue","","24100","BERGERAC","24037","+33 5 53 23 18 67","","","4.04","44.84","Oui","","","","","20","15/02/2015|31/12/2015|||||Dimanche - Lundi","","",""
"RESAQU047V502CSA","02/01/2015","Restaurant","","Cuisine traditionnelle","Pid'zza","Zac Grabissat avenue de l'Occitanie
","","","","47240","CASTELCULIER","47051","+33 5 53 87 80 74","","","0.69038299","44.174192","Oui","","","","","","01/01/2015|31/12/2015|11:00|14:00|18:00|22:00|","Menu adulte|15,00|30,00|","Climatisation",""
"RESAQU064FS000NF","02/01/2015","Hôtel restaurant","Restaurant traditionnel","Cuisine traditionnelle","Piellenia","","","","","64470","TARDETS-SORHOLUS","64533","+33 5 59 28 53 49","",""," -0.8634299","43.1163897","Oui","","","","","100","","Menu adulte|13,00|13,00|","Bar","Banquet"
"RESAQU024FS000A5","09/01/2015","Restaurant","Restaurant traditionnel # Restauration rapide","Cuisine traditionnelle","Pierrot Gourmet","","","6 rue de l'hôtel de ville","","24000","PERIGUEUX","24322","+33 5 53 53 35 32","+33 6 14 62 08 05","www.pierrotgourmet.com","0.7209673","45.1838301","","","","","","28","","Menu adulte|15,00|| # A la carte|9,00||","Climatisation # Terrasse","Banquet # Plats à emporter # Traiteur"
"RESAQU064FS000GI","08/04/2015","Hôtel restaurant","Restaurant traditionnel","Cuisine traditionnelle","Pikassaria","","","Quartier Lehenbiscay","","64310","SARE","64504","+33 5 59 54 21 51","","www.hotel-pikassaria.com"," -1.5870738","43.3030701","Oui","","","","","60","","","Bar # Jardin # Jeux pour enfants # Parking privé # Terrasse","Banquet # Point wifi"
"RESAQU064FS00035","02/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Pil Pil Enea","","","3, rue Sallagoity","","64500","SAINT-JEAN-DE-LUZ","64483","+33 5 59 51 20 80","",""," -1.6590213","43.3872886","Oui","","","","","","01/01/2015|30/06/2015|12:00|14:00|19:00|22:00|Dimanche soir - Lundi soir - Mardi soir - Mercredi # 01/07/2015|31/08/2015|12:00|14:00|19:00|22:00|Dimanche midi - Mercredi # 01/09/2015|31/12/2015|12:00|14:00|19:00|22:00|Dimanche soir - Lundi soir - Mardi soir - Mercredi","","Climatisation",""
"RESAQU033FS000E9","03/03/2015","Restauration ambulante / Vente à emporter ","Pizzeria # Restaurant à thème","Cuisine asiatique","Pili-Pili","14 place de l'Eglise
","","","","33760","TARGON","33523","","+33 6 61 06 84 76",""," -0.2629195","44.7344301","","","","","","","06/01/2015|31/12/2015|11:30|13:30|18:30|21:00|","","",""
"RESAQU064FS000SD","11/02/2015","Restaurant","Brasserie","Cuisine traditionnelle","Pim'Pi (le)","","","14 avenue de Verdun","","64200","BIARRITZ","64122","+33 5 59 24 12 62","",""," -1.5570983","43.4817893","","","Maître Restaurateur","","","","01/01/2015|31/12/2015|12:00|14:00|19:00|21:30|Dimanche - Lundi","","",""
"RESAQU033FS000BJ","15/04/2015","Restaurant","Restaurant gastronomique","Cuisine gastronomique # Poisson / fruits de mer","Pinasse Café","Allée Bélisaire
","Cap Ferret","","","33970","LEGE-CAP FERRET","33236","+33 5 56 03 77 87","",""," -1.2396311","44.6562601","Oui","","Maître Restaurateur","","","220","01/01/2015|31/12/2015|||||","Menu adulte|35,00|43,50| # Menu enfant|15,00|15,00|","Bar # Climatisation","Plats à emporter # Point wifi # Traiteur"
"RESAQU040FS00082","21/05/2015","Restaurant","Pizzeria # Restaurant traditionnel","Cuisine méditerranéenne","Pinocchio","","","29 avenue Eugène Milliès-Lacroix","","40100","DAX","40088","+33 5 58 74 90 90","","http://www.restaurant-pinocchio-dax.com "," -1.0598601","43.7109097","Oui","","","","","49","01/01/2015|15/02/2015|12:00|14:00|19:30|22:00|Dimanche midi - Mercredi # 02/03/2015|17/10/2015|12:00|14:00|19:30|22:00|Dimanche midi - Mercredi # 02/11/2015|31/12/2015|12:00|14:00|19:30|22:00|Dimanche midi - Mercredi","Menu adulte|9,50|14,50|Le midi # A la carte|15,00|25,00| # Menu enfant||6,90|","Bar # Climatisation # Matériel enfants # Terrasse # Wifi","Plats à emporter"
"RESAQU064V5000QZ","03/05/2015","Restaurant","Crêperie # Restaurant à thème # Restauration rapide","Cuisine traditionnelle # Régionale française # Salades","Piper Beltz","","","29 rue Garat","","64500","SAINT-JEAN-DE-LUZ","64483","+33 5 59 24 46 32","",""," -1.6628517","43.3894353","Oui","","","","","","01/01/2015|31/12/2015|12:00|14:00|19:00|21:30|","","Climatisation # Terrasse",""
"RESAQU064FS00134","02/04/2015","Restaurant","Pizzeria","Cuisine traditionnelle","Pizz’After Beach","","","1 place de la Chapelle","Chambre d'Amour","64600","ANGLET","64024","+33 5 59 45 68 90","","www.pizzafterbeach.fr"," -1.5383589","43.4962057","","","","","","14","","","Parking privé","Plats à emporter"
"RESAQU064FS001EP","16/01/2015","Restaurant","Pizzeria","Cuisine européenne","Pizza  Giorgio Pasta & Cucina Rapida","","ZA de la Guadeloupe","Rue Hiribehere","","64480","USTARITZ","64547","+33 5 59 93 14 32","",""," -1.45459","43.395936","Oui","","","","","","","","Climatisation # Parking privé # Terrasse",""
