"id","titre","theme","type","finalite","description","pilote","Partenaires","adresse","adresse2","codepostal","ville","mail","trophee","url","lon","lat","code","code_type","code_theme"
"128","Traversée de Bordeaux à la nage","Manifestations responsables","Consommation responsable","Consommation et production responsables","Charte éco-citoyenne, gobelets compostables,  promotion des TC et du covoiturage...Durée événement : 1 jour / Nombre de festivaliers : 374 nageurs + spectateurs","Girondins de Bordeaux natation","Mairie de Bordeaux, La CUB, Bordeaux Grands Événements, L’université Bordeaux 2, MT partenaires, La lyonnaise des eaux, Arena, Les côtes de Bordeaux, Sofibat, Promotion Michel Rousseau (PMR), Elyo, Crédit Agricole, ARS Steinweg, Seaguards, Conseil généra"," ","Site extérieur","33000","Bordeaux"," "," ",NULL,"-0.583521","44.841569","4","2","7"
"111","Un «cabaret solidaire»","Ateliers avec les organismes sociaux","Développement solidaire","Cohésion sociale et solidarité entre les territoire et entre les générations","Mise en place d'un cabaret mensuel mettant en scène différents groupes de musique, des artistes, des personnes en réinsertion, de nouveaux arrivant, des personnes de centre d’accueil…","Association Mine de Rien","Association, CROUS, IDDAC","10 rue Carpenteyre"," ","33000","Bordeaux","minederien33@yahoo.fr"," ",NULL,"-0.563936","44.834308","3","5","4"
"210","Un Agenda 21 de centre de loisirs","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Volonté via l’Education Au Développement Durable de changer les mentalités, les comportements (Informer des mécanismes d’exclusion, de l’importance de la solidarité, sensibiliser au tri, à l'écoconstruction...)","Leo Lagrange Sud-Ouest - Centre de loisirs Triboulet","Ville de Cenon","Avenue Pierre Loti"," ","33150","Cenon","clsh.llso.triboulet@wanadoo.fr"," ",NULL,"-0.506273","44.861208","5","3","3"
"338","Un biocarburant","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Construction d’un poste de fabrication de biocarburant à partir d’huile usagée.","Lycée Michel Dassault","Usine SAIPOL, élèves de BTS ROC de Bassens, élèves de BAC Pro de Mérignac","3 rue Chateaubriand"," ","33695","Mérignac","Ce0331668J@ac-bordeaux.fr","Lauréat 2009",NULL,"-0.650232","44.835160","5","2","9"
"42","Un boulodrome responsable","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Construction d’un boulodrome respectueux de l'environnement : pompe à chaleur, possibilité ultérieure d’accueillir des panneaux photovoltaïques, cuve de rétention des eaux de pluie en vue et réemploi pour l’alimentation des sanitaires...","Bassens"," "," 42 Avenue Jean-Jaurès","Hôtel de Ville","33530","Bassens"," "," ",NULL,"-0.523901","44.905341","1","1","5"
"353","Un comité externe d’évaluation","Évaluation","Gouvernance","Epanouissement de tous les êtres humains","Mise en place d'un comité externe d’évaluation (représentants de la Ville, de la société civile, institutions, associations...) dont l'objectif est de construire des indicateurs stratégiques afin d'évaluer l'impact du second plan d'actions agenda 21.","Mérignac"," ","60 avenue du Mal de Lattre de Tassigny","Hôtel de Ville","33705","Mérignac","contact@merignac.com"," ",NULL,"-0.654142","44.845410","5","4","14"
"337","Un développement durable pour le Bassin d'Arcachon","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Éducation au développement durable à travers le bassin d'Arcachon (étude de terrain, ateliers mettant en avant les dimensions sociales, environnementales et économiques…)","Lycée Fernand Daguin"," "," 15 rue G.Flaubert"," ","33700","Mérignac"," ","Coup de cœur 2010",NULL,"-0.681418","44.834748","5","3","3"
"109","Un écrivain public pour tous","Ateliers avec les organismes sociaux","Développement solidaire","Cohésion sociale et solidarité entre les territoire et entre les générations","L'association propose aux personnes à faibles revenus, des permanences gratuites d’un écrivain-juriste public afin d'effectuer des démarches administratives, juridiques et sociales...","Atelier Graphite","MDPH, APF, CCAS, Centres Sociaux et d’Animation du Nord, Pole Emploi Chartrons, Régie de Quartier Bacalan, Les Mairies Annexes du Nord, Village saint Michel, CG, Mairie de Bordeaux, la Mission Locale, les Compagnons Bâtisseurs…","108 rue Prunier"," ","33300","Bordeaux","atelier.graphite@free.fr"," ",NULL,"-0.573853","44.859578","3","5","4"
"487","Un espace Info Eau-Energie pour la campagne","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Pérennisation du dispositif Espace Info Eau Énergie sur le territoire via des réunions publiques sur les enjeux de l’eau et de l’énergie, renforcement du partenariat avec les centres sociaux…","Pays Coeur Entre Deux Mers"," ","20 bis Grand Rue"," ","33760","Targon"," "," ",NULL,"-0.269177","44.730986","5","3","3"
"181","Un habitant \"écologique et sain\"","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Chambres écologiques et saines chez l'habitat. Eco-Rénovation et sensibilisation au développement durable (tri, proposition d'une alimentation saine, issus de producteurs locaux ou de commerce équitable,prêts de vélo…)","Évelyne Guilhem","HSEN, Arboga à Camarsac"," "," ","33140","Cadaujac"," ","Coup de cœur 2008",NULL,"-0.531853","44.745755","1","1","5"
"162","Un jardin naturel","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Créer un éco système afin de respecter au mieux la terre (Aucun engrais même biologique ni désherbage, ni pesticide, culture sur butte, paillage…)","Cocozza Stéphanie"," "," "," ","33710","Bourg"," "," ",NULL,"-0.549290","45.045812","5","2","9"
"193","Un jardin pédagogique","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Sensibilisation au développement durable et création d'un jardin pédagogique","École Jacques Prévert"," Mairie, inspections Départementale et Académique, CUB, association Éclore, Jardins d'aujourd'hui, la ferme aux leurs, la ferme aux fraises, l'OCCE, la coopérative d'école, DDEN, l'entreprise Doigts verts…"," 41 rue de la lande"," ","33560","Carbon Blanc","E.Mat.JPrevert.CarbonBlanc@ac-bordeaux.fr","Coup de cœur 2009",NULL,"-0.501729","44.907365","5","3","3"
"36","Un nouveau jardin d'école","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Deux classes de CM1 se sont lancées dans la réalisation d’un jardin d’école.","Artigues Pres Bordeaux","Association Eclore, services techniques","10 avenue Desclaux","Hôtel de Ville","33370","Artigues Pres Bordeaux","agenda21.artigues@fr.oleane.com"," ",NULL,"-0.491010","44.860657","5","3","3"
"323","Un Plan d'embellissement de la ville","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Plan d'embellissement de la ville prenant en compte des objectifs de développement durable : Maintenance et amélioration de la qualité environnementale urbaine","Lormont"," ","1 rue André Dupin","Hôtel de Ville","33305","Lormont"," "," ",NULL,"-0.516387","44.876090","5","2","9"
"189","Un processus participatif","Participation","Gouvernance","Épanouissement de tous les êtres humains","De nombreuses actions de sensibilisation et de mobilisation ont été conduites en interne, et en externe.","Canéjan"," ","Allée de Poggio Mirteto","Hôtel de Ville","33610","Canéjan"," "," ",NULL,"-0.657603","44.744059","5","4","6"
"423","Un réseau enfance-jeunesse éco-citoyen","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Élaboration d'un programme de formation-action en concertation avec les membres du réseau jeunesse : connaissance des acteurs du territoire en matière d'éducation à l'environnement et d'intervention sociale, éducation au multimédia…","Pays Landes et Gascogne","Union Régionale des Francas","Place de la Mairie"," ","40630","Sabres","contact@pays-landesdegascogne.org"," ",NULL,"-0.321000","44.264400","5","3","3"
"64","Un rucher dans l'enceinte du collège","Biodiversité","Territoire et ville durables","Préservation de la biodiversité, protection des milieux et des ressources","Implantation d'un rucher pédagogique dans l'enceinte du collège, sensibilisation à l'environnement (étude de la faune, de la flore, du climat…) et création d'un site internet afin de partager cette expérience","Collège Saint Joseph"," ","12 Avenue du 8Mai"," ","33290","Blanquefort"," "," ",NULL,"-0.646640","44.906887","2","1","1"
"406","Un salon permanent sur internet","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Création d'un site internet permettant de démocratiser et développer la consommation des produits et services respectueux de l'environnement","Hauziaux Sylvain","ADEME Aquitaine, cabinets de consulting (Ersnt and Young, O2 France), plusieurs ONG…"," "," ","33170","Prignac et Marcamps"," ","Coup de cœur 2008",NULL,"-0.499179","45.023805","5","3","3"
"348","Un service civil durable à Mérignac","Participation","Gouvernance","Épanouissement de tous les êtres humains","15 familles mérignacaises se sont portées volontaires pour participer au projet pilote «Médiaterre» : Aider les citoyens, notamment les plus défavorisées, à passer à l’acte et s’assurer, par un accompagnement rapproché, des changements de comportement.","Mérignac","Uni-cité","60 avenue du Mal de Lattre de Tassigny","Hôtel de Ville","33705","Mérignac","contact@merignac.com"," ",NULL,"-0.654142","44.845410","5","4","6"
"399","Un système de chauffage solaire alternatif","Énergie","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Mise en place d’un système de chauffage solaire intégré dans le chauffage domestique","Jean Dormal"," "," "," ","33820","Pleine Selve"," "," ",NULL,"-0.582054","45.329212","1","1","11"
"405","Une agriculture nouvelle","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Projet collectif visant à associer un large public autour de recherches utiles en permaculture et agroforesterie. L’association cherche à démontrer le modèle viable et bénéfique de l’agriculture en sous-bois.","Domaine de la Chapelle","Pays des Rives de Garonne, ONG Objectif Sciences International","La Garengue"," Domaine de la Chapelle","33210","Preignac","info@domaine-de-la-chapelle.org"," ",NULL,"-0.305498","44.591438","5","2","9"
"282","Une Brigade Verte à La Teste de Buch","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Mise en place d'une brigade verte : déplacement des agents de la police municipale à pied, à vélo et à cheval.","La Teste de Buch"," ","Place Gambetta","Hotel de ville","33164","La Teste de Buch","mairie@latestedebuch.fr"," ",NULL,"-1.147511","44.630595","1","1","10"
"35","Une campagne de communication sur le développement durable","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Réalisation par les jeunes d’affiches disposées dans les rues d'Artigues sur le thème du développement durable et de la solidarité afin de sensibiliser l'ensemble de la population sur la protection de l’environnement, l’accès à un logement pour tous…","Artigues Pres Bordeaux"," ","10 avenue Desclaux","Hôtel de Ville","33370","Artigues Pres Bordeaux","agenda21.artigues@fr.oleane.com"," ",NULL,"-0.491010","44.860657","5","3","3"
"358","Une cantine municipale engagée","Restauration collective","Consommation responsable","Consommation et production responsables","Introduction de produits alimentaires issus de l'agriculture biologique et/ou de producteurs locaux."," Paillet","Producteurs locaux, boulangerie biologique, AMAP de l'AMAP de l'Artolie, Association des Jardins de l'Artolie","Hôtel de ville 7 place Gambetta","Hôtel de Ville","33550","Paillet"," "," ",NULL,"-0.360872","44.685521","4","2","15"
"32","Une crèche municipale respectueuse de l'environnement","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Création d’une crèche municipale respectant des critères environnementaux (chaudière à bois, ossature bois, isolation en laine de roche, mobilier respectueux...)","Artigues Pres Bordeaux"," ","10 avenue Desclaux","Hôtel de Ville","33370","Artigues Pres Bordeaux","agenda21.artigues@fr.oleane.com"," ",NULL,"-0.491010","44.860657","1","1","5"
"247","Une étude sur la démocratie participative et l’extinction de l’éclairage public","Participation","Gouvernance","Épanouissement de tous les êtres humains","Une enquête sera menée auprès des habitants avant même que des modalités techniques aient été définies pour le projet","Floirac","Université de Bordeaux","6 Avenue Pasteur","Hôtel de Ville","33270","Floirac","environnement@ville-floirac33.fr"," ",NULL,"-0.527353","44.830476","5","4","6"
"300","Une politique d’achats responsables","Achats publics/responsables","Consommation responsable","Consommation et production responsables","Prise en compte de critères de développement durable dans les marchés (rationaliser les dépenses, intégration de critères environnementaux et sociaux…)","Le Haillan","cabinet BMJ Ratings","137 Ave Pasteur","Hôtel de Ville","33186","Le Haillan"," "," ",NULL,"-0.677922","44.873054","4","2","13"
"30","Une signalétique sur la gestion différenciée des espaces verts","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Réalisation d’un inventaire des techniques à l’oeuvre sur la commune (paillage, arrosage raisonné, pelouse au repos. ..) matérialisé sous forme de panneaux d’information disposés sur les espaces concernés à destination des artiguais.","Artigues Pres Bordeaux"," ","10 avenue Desclaux","Hôtel de Ville","33370","Artigues Pres Bordeaux","agenda21.artigues@fr.oleane.com"," ",NULL,"-0.491010","44.860657","5","3","3"
"307","Union de compétences pour la mise en place de démarche développement durable","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Méthodologie pour la mise en place de démarches durables dans les collectivités et les entreprises.","Habitat Santé Environnement","Tous les acteurs des collectivités, des entreprises, CG, Cat de Bègles, PN des Landes, CDC de l'Artolie, CDC de l'Estuaire","4 bis Chemin de Barthes"," ","33550","Le Tourne","info@hsen.org","Coup de cœur 2010",NULL,"-0.389001","44.721422","5","3","3"
"386","Université Montesquieu","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Université Montesquieu"," ","19 Esplanade des Antilles"," ","33607","Pessac","Veronique.Capseta-Palleja@u-bordeaux3.fr"," "," ","-0.617595","44.794885","5","3","12"
"23","Utilisation revisitée des produits chimiques","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Etude et inventaire des produits chimiques utilisés par les services municipaux et mise en oeuvre d'un catalogue d'achat. Organisation d'ateliers à destination des agents d’entretien et des services techniques afin de réduire l’usage de produits phytosanitaires.","Artigues Près Bordeaux","HSEN","10 avenue Desclaux","Hôtel de Ville","33370","Artigues Pres Bordeaux","agenda21.artigues@fr.oleane.com"," ",NULL,"-0.491010","44.860657","5","2","9"
"471","Valorisation d'un \"éco-materiau local\"","santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Valorisation et promotion du bois local (le robinier)","Alternabois sarl","ANVAR, CTBA de Bordeaux","1886 Avenue de Pierroton"," ","33127","Saint Jean Illac"," ","Lauréat 2008",NULL,"-0.777164","44.796525","5","2","9"
"373","Vers un Agenda 21 scolaire","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Éducation au développement durable (tri des déchets, éco mobilité, acceptation des handicapés physiques…)","École Georges Leygues","Mairie, centre social, CLSH, CUB, handisport, UNDEV","Avenue de la châtaignerie"," ","33600","Pessac","E.Gleygues.Pessac@bordeaux.fr","Coup de cœur 2008 et 2009",NULL,"-0.681415","44.794718","5","3","3"
"178","Vers un nettoyage écologique","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Diagnostic et sensibilisation des élus et des agents sur les question de santé et de qualité de l'air/Mise en place d'un marché responsable pour un nettoyage écologique des bâtiments public","CDC de l'Estuaire","HSEN","38 avenue de la République"," ","33820","Braud et Saint-Louis","celine.carbon@cc-estuaires.fr"," ",NULL,"-0.624870","45.250535","5","2","9"
"52","Vers une suppression des produits phytosanitaires","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Gestion différenciée des espaces verts, suppression des produits phytosanitaires.","ADAPEI"," ","98 rue Alexis Labro"," ","33130","Bègles","esat.begles@adapei33.com"," ",NULL,"-0.561083","44.792407","5","2","9"
"381","Vibrations urbaines","Manifestations responsables","Consommation responsable","Consommation et production responsables","Initiation d'une démarche éco-responsable afin de protéger l'environnement, renforcer les solidarités.... Diminuer l'utilisation de groupes électrogènes, stand de sensibilisation, prise en compte des PMR... Durée événement: 10 jours Nombre de festivaliers: 15000","Pessac","Le Conseil Général, Ademe, le réseau Tram et Bus de la CUB.(TBC), DRAC, Meduli Nature..."," ","site de Bellegrave","33600","Pessac"," "," ",NULL,"-0.681415","44.794718","4","2","7"
"37","Vignobles Rousseau","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Réduction de l’impact environnemental et social de la production d’un vin d’AOC (collecte et traitement des effluents vitivinicoles par prairie de bambous, respect des normes hygiène et de sécurité, réduction des herbicides...)","SCE Vignobles Rousseau","Crédit Agricole, Agence de l’eau Adour Garonne, CG, CR, Phytorem SA, Chambre d’Agriculture de la Gironde, Arbres et paysages en Gironde, MSA Gironde, service Prévention, MEDEF Gironde et FDSEA 3,3CIC Groupe Agridis, ASPAS","1 Petit Sorillon"," ","33230","Arsac","laurent@vignoblesrousseau.com"," ",NULL,"-1.087171","44.791101","5","2","9"
"38","Ville en plaine santé","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Suppression des pesticides et des fongicides dans l'entretien des espaces publics et verts : Développement de l'entretien manuel. Sensibilisation et actions de communication (ex : Opération larve de coccinelles\" )","Barsac","HSEN, Bioservice","23 Place Paul Doumer","Hôtel de Ville","33720","Barsac","mairie@barsac.fr"," ",NULL,"-0.316693","44.608192","5","2","9"
"403","Ville en pleine santé","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Utilisation de produits plus respectueux de l'environnement et de la santé pour l'entretien de bâtiments public, suppression des désherbants, intégration de plantes couvre-sols.","Portets","Docteurs Farbos et Weismann","11 Grand'Rue","Hôtel de Ville","33640","Portets","contact@mairie-portets.fr"," ",NULL,"-0.425988","44.681850","5","2","9"
"504","Villenave d'Ornon","A21 Territorial","Démarche Globale","Tous","A21","Villenave d'Ornon"," ","Rue du professeur Calmette","Hôtel de Ville","33883","Villenave d'Ornon","mission.agenda21@mairie-villenavedornon.fr"," ",NULL,"-0.570096","44.781922","6","0","16"
"212","Vivons autrement pour notre planète","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Programme éducatif et de sensibilisation au développement durable mis en place par l'équipe pédagogique de collège J.Jaurès.","Cenon","CRAQ, CG","32 avenue des quatre pavillons","Collège Jean Jaurès","33150","Cenon","ce.0331885v@ac-bordeaux.fr"," ",NULL,"-0.516586","44.863425","5","3","3"
"378","Vivre le développement durable en famille","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Agenda familial au quotidien, partage expériences dans le cadre d'association de quartiers, de consommateurs…","Marie-Pierre Hofer","CREAQ, cafés citoyens, Terre d’Adèles, Agenda 21 de Pessac"," "," ","33600","Pessac"," "," ",NULL,"-0.681415","44.794718","5","3","3"
"95","Yakafaucon","Participation","Gouvernance","Épanouissement de tous les êtres humains","Initiative \"Yakafaucon\", une démarche de mobilisation citoyenne autour de l'éco-citoyenneté","Toussaint Deil"," "," "," ","33800","Bordeaux"," ","Coup de cœur 2009",NULL,"-0.583521","44.841569","5","4","6"
"529","Espace Info Energie - Artigues Près de Bordeaux et Pays Médoc","Energie","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Conseil sur la maîtrise de l'énergie et les énergies renouvelables","CG","ADEME","24 Avenue de Virecourt","Maison de la Promotion Sociale","33370","Artigues Près de Bordeaux","eie@mps-aquitaine.org",NULL,NULL,"-0.500880","44.854140","1","1","11"
"528","Espace Info Energie - Bordeaux et Pays Haute Gironde","Energie","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Conseil sur la maîtrise de l'énergie et les énergies renouvelables","CG","ADEME","211 Cours de la Somme","PACT Habitat et Développement de la Gironde","33000","Bordeaux","ejulien@patchdgironde.com",NULL,NULL,"-0.575740","44.822460","1","1","11"
"527","Espace Info Energie - Pays Coeur Entre deux Mers et Rives de Garonne","Energie","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Conseil sur la maîtrise de l'énergie ou les énergies renouvelables","CG","ADEME","3 Rue Tauzia","CREAQ","33000","Bordeaux","asso@creaq.org",NULL,NULL,"-0.560917","44.830564","1","1","11"
"524","Espace Info Energie - Bordeaux et Pyas du Libournais","Energie","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Conseil sur la maîtrise de l'énergie et les énergies renouvelables","CG","ADEME","Résidence Le Ponant 2 Terrasse du 8 mai 45","CLCV Gironde – Union départementale","33000","Bordeaux","eie.bordeaux@clcv.org",NULL,NULL,"-0.584950","44.835990","1","1","11"
"525","Espace Info Energie - Mérignac et Pays Médoc","Energie","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Conseil sur la maîtrise de l'énergie et les énergies renouvelables","CG","ADEME","1 Rue Joliot Curie","CLCV Gironde - Union départementale","33700","Mérignac","eie.merignac@clcv.org",NULL,NULL,"-0.651260","44.842070","1","1","11"
"526","Espace Info Energie - Pays Bassin d'Arcachon et Val de l'Eyre","Energie","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Conseil sur la maîtrise de l'énergie et les énergies renouvelables","CG","ADEME","9 Avenue du Général Leclerc","CLCV - Union Locale Sud Bassin","33260","La Teste de Buch","eie.lateste@clcv.org",NULL,NULL,"-1.150140","44.650320","1","1","11"
"530","Auto-éco-construction","Eco-construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Auto- éco-construction d'une maison de particulier avec mutualisation d'un référentiel technique","GUICHENEY Hubert",,,,"33430","Gans","hubert-guicheney@orange.fr",,,"-0.131448","44.453705","1","1","5"
"531","Pose d'enduit à base de terre et de paille","Eco-construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Transmission de savoirs sur la fabrication et la pose d’enduits à base de terre et de paille. Respect de l’environnement avec utilisation de produits naturels locaux.Pas de transports. Transmission de techniques ancestrales oubliées","Mireille FERNANDEZ",,,,"33490","Saint Martial","fernandez.mireille@yahoo.fr",,,"-0.178595","44.634140","1","1","5"
"532","Carte de collecte du verre","Déchets","Consommation responsable","Préservation de la biodiversité, protection des milieux et des ressources","Il s’agit de faciliter l’accès aux informations de base concernant le tri du verre lorsque l’on emménage dans une nouvelle ville, département région...J’ai créé une carte communautaire sur le site googlemaps afi n d’identifi er les différents lieux de collecte du verre.","PALACIN FREDERIC",,,,"33000","Bordeaux","frederic.palacin@gmail.com",,,"-0.583521","44.841569","2","2","8"
"533","Guides Négawatt de Blanquefort","Energie",,"Lutte contre le changement climatique et protection de l'atmosphère","La ville de Blanquefort a développé de nouvelles actions en faveur de la maîtrise des fluides . ","VIille de Blanquefort",,"BP 20117",,"33294","Blanquefort","virginie.lannes@ville-blanquefort.fr",,,"-0.607482","44.902177","1",NULL,"11"
"534","La biodiversité à l'école","Déchets","Consommation responsable","Préservation de la biodiversité, protection des milieux et des ressources","Valorisation par compostage des bio déchets du restaurant scolaire (environ 270 couverts/jour) et de la kitchenette du secrétariat de la mairie. Trois composteurs sont en service dans l’espace vert attenant au restaurant scolaire, face à la cour des maternelles.Utilisation du compost dans le jardin biologique de l’accueil périscolaire créé dans l’espace vert de la cour de l’école maternelle.","Commune de Salleboeuf",,"3 avenue de la Tour",,"33370","Salleboeuf","mairiedesalleboeuf@wanadoo.fr",,,"-0.396793","44.843091","2","2","8"
"535","Maitrise de l’énergie et équipement informatique écoconçu basse consommation","Energie","Consommation responsable","Lutte contre le changement climatique et protection de l'atmosphère","La Cyber-base de Cenon, espace public numérique (EPN), propose un accès Internet et un accompagnement aux usages numériques avec 25 postes informatiques répartis dans trois zones,une partie du parc informatique doit être renouvellé.  A titre expérimental pour la collectivité, et dans une logique de développement durable et de maîtrise de l’énergie, la commune a souhaité trouver une solution éco-conçue permettant de remplir ce double objectif.","Cenon",,"1 Avenue Carnot",,"33150","Cenon",,,,"-0.531168","44.857796","1","2","11"
"536","Retour aux sources : mon canton au début du 20ème siècle","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","La CdC a conscience de la nécessité de préserver et de valoriser la valeur de ces biens communs. La transmission de ces valeurs aux générations futures est fondamentale. C’est pourquoi elle a mis en place un programme d’actions au cours de l’année 2011, autour d’une manifestation phare, conviviale et ludique qui s’inscrit dans le cadre de la SNDD et à destination de l’ensemble de la population.","CDC de Villandraut",,"Hôtel de ville",,"33730","Villandraut","accueil@cc-villandraut.fr",,,"-0.381506","44.452526","5","3","3"
"537","Les Juniors philosophent","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","La Cub anime et développe un dispositif d’éducation au développement durable « les Juniors du développement durable » depuis 2001 dont 12000 écoliers sont, chaque année, bénéficiaires. Cette année, La Cub lance « les juniors philosophent ». Il s’agit de susciter dans les classes des débats, des échanges philosophiques autour de thématiques liées au développement durable.","Communauté Urbaine de Bordeaux",,"Esplanade Charles de Gaulle",,"33076","Bordeaux",,,,"-0.602596","44.849733","5","3","3"
"538","La maternité s’engage pour ses bébés !!","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Parce que le monde de demain se construit aujourd’hui, la maternité Bordeaux Rive Droite s’engage dans la promotion de la Santé et devient site pilote en santé environnementale, en plus d’être Acteur Santé au quotidien. L’objectif : pouvoir répondre aux besoins d’aujourd’hui sans compromettre l’avenir de bébé. De nombreux travaux scientifi ques ont montré un lien causal entre certaines substances chimiques et l’augmentation d'atteintes de la santé. Le principe de précaution s’impose, en particulier pour des produits dont l’utilisation ne répond pas à un besoin vital.","Polyclinique Bordeaux Rive droite – Lormont - Groupe Bordeaux Nord Aquitaine",,"24 rue des Cavailles",,"33310","Lormont","e.meynard@bordeauxnord.com",,,"-0.521707","44.865010","5","2","9"
"539","Concevoir des produits innovants pour la prévention de la pollution environnementale, la sécurité des biens et des personnes.","Energie",,"Lutte contre le changement climatique et protection de l'atmosphère","LAFON développe du matériel pour la distribution et le stockage des hydrocarbures , matériels qui doivent répondre à des exigences réglementaires et normatives très strictes. L’idée est de se démarquer sur le marché par des produits innovants mais surtout tournés vers la prévention de la pollution environnementale et la sécurité.","LAFON SAS",,"44, av. Lucien-Victor Meunier",,"33530","Bassens","contact@lafon.fr",,,"-0.521740","44.900740","1",NULL,"11"
"540","Oser la métamorphose tel le magicien d’Oz !  Ensemble, changeons les choses !","Achats publics/responsables","Consommation responsable","Consommation et production responsables","Collecter des ressources non renouvelables telles que la chambre à air, le pneu, la bâche publicitaire et leur donner une seconde vie en tant qu’accessoires de mode et de décoration. Partenariat avec une O.N.G en Inde pour la fabrication, partenariat avec des créateurs Français locaux et Commerce équitable avec un village de femmes dans le Rajasthan pour la fabrication de décorations de sacs. Membre du Club « 1% pour la Planète ». ","Metamorf-oz",,"2 QUARTIER DU TERTRE",,"33410","Donzac","contact@metamorf-oz.com",,,"-0.270238","44.652185","4","2","13"
"541","Création d’une ferme hélicicole","Amap/circuits-courts","Consommation responsable","Consommation et production responsables","Elevage d’escargots à partir de naissains de quelques jours, nourris d’avril à octobre au maïs, soja, son de blé (sans OGM), sur un espace de 1000 m2, et transformés à taille adulte dans mon atelier pour la vente aux particuliers sous diverses recettes.","HACALA Fabrice",,"14 rue des naudes",,"33870","Vayres",,,,"-0.326280","44.905773","4","2","2"
"542","Mise en place, gestion et animation d’un jardin collectif sur le Campus Universitaire de Bordeaux.","Amap/circuits-courts","Consommation responsable","Consommation et production responsables","Mise en place, gestion et animation d’un jardin collectif sur le Campus universitaire de Bordeaux pour répondre à plusieurs enjeux du développement durable, aussi bien environnementaux (agriculture selon les principes naturels de l’agriculture biologique sans pesticide, respect de la nature) que sociaux (rencontre entre divers usagers et riverains du campus, liens sociaux, mixité favorisée) qu’économiques (économie solidaire : échanges, dons de graines, plantes, arbres, gratuité des fruits et légumes produits de façon biologique pour les jardiniers qui se sont investis…)","Appellation Origine Campus",,"9 B av. des chasseurs",,"33600","Pessac","aocbordeaux@gmail.com",,,"-0.620954","44.801260","4","2","2"
"543","Echanges de compétences et promotion de la permaculture pour un développement durable en Gironde.","Biodiversité","Territoire et ville durables","Préservation de la biodiversité, protection des milieux et des ressources","Le comité de Bordeaux – Gironde de l’association France Amérique Latine développe depuis deux ans des actions avec son partenaire cubain, la Fondation Antonio Nuñez Jiménez la Nature et l’Homme (FANJ), pour faire découvrir et développer la permaculture en Gironde.","Comité Bordeaux Gironde de l’association France Amérique Latine",,"16 rue Son Tay",,"33800","Bordeaux","solidarite@fal33.org",,,"-0.551754","44.825030","2","1","1"
