"code CNIS";"sigle type formation";"libellé type formation";"libellé formation principal";"libellé formation complémentaire";"sigle formation";durée;"code RNCP";"niveau RNCP";"libellé niveau RNCP";tutelle;"lien site onisep.fr";domaine/sous-domaine
342;;master;"master mention industries culturelles";;;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4708;"arts, culture, artisanat/activités culturelles"
342;;master;"master mention patrimoine et musées";;;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4702;"arts, culture, artisanat/activités culturelles"
342;;"formation d'école spécialisée";"MBA in Artistic and Cultural Activities Management";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4191;"arts, culture, artisanat/activités culturelles"
342;FCIL;"formation complémentaire d'initiative locale";"FCIL Restauration de meubles anciens";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2023;"arts, culture, artisanat/artisanat d'art ; arts, culture, artisanat/restauration d'art"
342;;"formation d'école spécialisée";"Bachelor de préservation du patrimoine";;;"3 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3699;"arts, culture, artisanat/activités culturelles ; banque - assurances - immobilier/banque"
342;;"formation d'école spécialisée";"Master of Science en management des activités culturelles et créatives";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1196;"arts, culture, artisanat/activités culturelles ; gestion des entreprises, comptabilité/administration de l'entreprise"
342;;"formation d'école spécialisée";"Diplôme de troisième cycle de l'Ecole du Louvre";;;"3 ans";;0;"non inscrit au RNCP";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.1916;"histoire/géographie, psychologie, sociologie/histoire ; arts, culture, artisanat/histoire de l'art"
342;;"formation d'école spécialisée";"Médiateur culturel";;;"3 ans";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1001;"arts, culture, artisanat/activités culturelles"
342;;"formation d'école spécialisée";"Restaurateur du patrimoine option peinture de chevalet, arts graphiques et céramique & verre";;;"2 ans";;2;"niveau 6 (bac + 3)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.5845;"arts, culture, artisanat/restauration d'art"
343;;master;"master mention économie appliquée";;;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4685;"agriculture, animaux/élevage - aquaculture ; environnement - énergies - propreté/environnement (généralités) ; économie - droit - politique/sciences économiques"
343;;"formation d'école spécialisée";"Bachelor en environnement";;;"3 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4091;"environnement - énergies - propreté/environnement (généralités)"
343;;"formation d'école spécialisée";"Cycle Environnement, Sciences et Technologies";;EST;"3 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4137;"environnement - énergies - propreté/environnement (généralités)"
343;;"formation d'école spécialisée";"Chef de projet en écoconception";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4578;"environnement - énergies - propreté/environnement (généralités) ; matières premières, fabrication, industries/études et développement"
343;"mastère spé.";"mastère spécialisé";"mastère spé. Gestion des eaux usées et pluviales (EIVP - ENGEES)";;URBEAUSEP;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4342;"environnement - énergies - propreté/gestion de l'eau"
343;;"formation d'école spécialisée";"Technicien en restauration et entretien des cours d'eau et milieux associés";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2033;"environnement - énergies - propreté/environnement (généralités) ; environnement - énergies - propreté/gestion de l'eau ; environnement - énergies - propreté/protection des espaces naturels"
343;"mastère spé.";"mastère spécialisé";"mastère spé. Expert en environnement et développement durable (Mines Paris)";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3334;"gestion des entreprises, comptabilité/administration de l'entreprise ; environnement - énergies - propreté/environnement (généralités) ; matières premières, fabrication, industries/génie industriel"
343;"mastère spé.";"mastère spécialisé";"mastère spé. Eau potable et assainissement (ENGEES)";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2167;"environnement - énergies - propreté/environnement (généralités) ; environnement - énergies - propreté/gestion de l'eau ; sciences/physique ; environnement - énergies - propreté/propreté"
343;"mastère spé.";"mastère spécialisé";"mastère spé. Maîtrise et gestion des risques naturels, urbains et industriels";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1692;"environnement - énergies - propreté/déchets, pollutions et risques ; environnement - énergies - propreté/environnement (généralités)"
343;CAP;"Certificat d'aptitude professionnelle";"CAP Agent de la qualité de l'eau";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.874;"sciences/chimie ; environnement - énergies - propreté/environnement (généralités) ; environnement - énergies - propreté/gestion de l'eau"
343;"mastère spé.";"mastère spécialisé";"mastère spé. Hydraulique (ENSEEIHT - Toulouse INP)";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1691;"environnement - énergies - propreté/énergies ; environnement - énergies - propreté/environnement (généralités) ; environnement - énergies - propreté/gestion de l'eau"
343;"mastère spé.";"mastère spécialisé";"mastère spé. Politiques publiques et stratégies pour l'environnement (AgroParisTech - Campus de Paris - Maine)";;PPSE;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.774;"environnement - énergies - propreté/aménagement du territoire ; environnement - énergies - propreté/environnement (généralités) ; économie - droit - politique/sciences politiques"
343;CAP;"Certificat d'aptitude professionnelle";"CAP Agent de propreté et d'hygiène";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.320;"environnement - énergies - propreté/propreté"
343;;"licence professionnelle";"licence pro mention génie des procédés pour l'environnement";;;"1 an";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5178;"environnement - énergies - propreté/déchets, pollutions et risques ; environnement - énergies - propreté/environnement (généralités)"
343;;"formation d'école spécialisée";"Master of Science and Engineering Smart Cities";;MSE;"2 ans";;1;"niveau 7 (bac + 5)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.5773;"environnement - énergies - propreté/déchets, pollutions et risques ; environnement - énergies - propreté/énergies ; environnement - énergies - propreté/environnement (généralités) ; environnement - énergies - propreté/urbanisme"
343;;"licence professionnelle";"licence pro mention métiers de la radioprotection et de la sécurité nucléaire";;;"1 an";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5214;"environnement - énergies - propreté/énergies ; armée, sécurité/sécurité prévention"
343;;"baccalauréat professionnel";"bac pro Gestion des pollutions et protection de l'environnement";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.3725;"environnement - énergies - propreté/déchets, pollutions et risques ; environnement - énergies - propreté/environnement (généralités) ; environnement - énergies - propreté/propreté"
344;;"préparation aux concours de la fonction publique";"Préparation au concours d'officier de la gendarmerie nationale";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3111;"armée, sécurité/sécurité prévention"
344;;"formation d'école spécialisée";"Préparation au concours d'inspecteur des douanes et droits indirects";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4196;"armée, sécurité/sécurité prévention ; logistique - transport/transport"
344;;master;"master mention qualité, hygiène, sécurité";;;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4724;"matières premières, fabrication, industries/maintenance - qualité ; environnement - énergies - propreté/propreté ; armée, sécurité/sécurité prévention"
344;;"formation de fonctionnaires (après concours)";"Formation des officiers mariniers";;;"1 an";;0;"non inscrit au RNCP";"Ministère des Armées";http://www.onisep.fr/http/redirection/formation/slug/FOR.1072;"mécanique/construction navale ; armée, sécurité/défense publique"
344;;"formation d'école spécialisée";"Formation d'officier de police";;;"2 ans";;2;"niveau 6 (bac + 3)";"Ministère de l'Intérieur";http://www.onisep.fr/http/redirection/formation/slug/FOR.2354;"armée, sécurité/sécurité prévention"
344;BP;"brevet professionnel";"BP Agent technique de sécurité dans les transports";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.2420;"armée, sécurité/sécurité prévention"
344;FCIL;"formation complémentaire d'initiative locale";"FCIL Technicien en système sécurité incendie";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2001;"armée, sécurité/sécurité prévention"
344;;"formation d'école spécialisée";"Formation de commissaire de police";;;"2 ans";;0;"non inscrit au RNCP";"Ministère de l'Intérieur";http://www.onisep.fr/http/redirection/formation/slug/FOR.2355;"armée, sécurité/sécurité prévention"
344;;"formation d'école spécialisée";"Formation d'inspecteur de la concurrence, de la consommation et de la répression des fraudes";;;"1 an";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Économie et des Finances";http://www.onisep.fr/http/redirection/formation/slug/FOR.2228;"armée, sécurité/sécurité prévention"
344;;"diplôme professionnel de l'animation et du sport";"Brevet de surveillant de baignade";;BSB;"1 an";;5;"niveau 3 (niveau CAP)";"Ministère chargé des sports";http://www.onisep.fr/http/redirection/formation/slug/FOR.1361;"santé - social - sport/paramédical ; armée, sécurité/sécurité prévention ; santé - social - sport/sport"
344;"mastère spé.";"mastère spécialisé";"mastère spé. Gestion des risques et des menaces NRBCe nucléaire radioactif biologique chimique explosif (ENSC Mulhouse)";;NRBCe;"1 an";;1;"niveau 7 (bac + 5)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1063;"sciences/biologie ; sciences/chimie ; environnement - énergies - propreté/déchets, pollutions et risques ; environnement - énergies - propreté/énergies ; armée, sécurité/sécurité prévention"
344;FCIL;"formation complémentaire d'initiative locale";"FCIL Aide déclarant des douanes";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1740;"logistique - transport/transport"
344;;"préparation aux concours de la fonction publique";"Préparation au concours externe de commissaire de police";;;"1 an";;0;"non inscrit au RNCP";"Ministère de l'Intérieur";http://www.onisep.fr/http/redirection/formation/slug/FOR.738;"armée, sécurité/sécurité prévention"
344;;"formation de fonctionnaires (après concours)";"Formation d'inspecteur des douanes spécialité programmeur système d'exploitation";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6178;"informatique, internet/développement - programmation -  logiciel ; informatique, internet/systèmes et réseaux ; logistique - transport/transport"
344;;"baccalauréat professionnel";"bac pro Métiers de la sécurité";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.3651;"armée, sécurité/sécurité prévention"
345;;"formation d'école spécialisée";"Certificat d'aptitude à la profession d'avocat";;CAPA;"2 ans";;0;"non inscrit au RNCP";"Ministère de la Justice";http://www.onisep.fr/http/redirection/formation/slug/FOR.797;"économie - droit - politique/activité judiciaire ; économie - droit - politique/droit (généralités) ; économie - droit - politique/droit privé ; économie - droit - politique/droit public ; économie - droit - politique/droit social"
345;;"préparation aux concours de la fonction publique";"Préparation au concours d'entrée à l'école nationale de la magistrature";;ENM;"1 an";;0;"non inscrit au RNCP";"Ministère de la Justice";http://www.onisep.fr/http/redirection/formation/slug/FOR.1992;"économie - droit - politique/activité judiciaire ; économie - droit - politique/droit (généralités)"
346;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École de l'air";;EA;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère des Armées";http://www.onisep.fr/http/redirection/formation/slug/FOR.1546;"mécanique/aéronautique ; armée, sécurité/défense publique ; mécanique/mécanique (généralités) ; logistique - transport/transport"
410;CAP;"Certificat d'aptitude professionnelle";"CAP Agent de développement des activités locales option tourisme (Guyane)";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.3834;"hôtellerie - restauration - tourisme/tourisme"
413;DU;"diplôme d'université";"DU Formation psychanalytique de psychothérapeute";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1488;"histoire/géographie, psychologie, sociologie/psychologie"
415;DU;"diplôme d'université";"DU Formation supérieure de spécialisation";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6634;"lettres, langues - enseignement/formations généralistes"
;FCIL;"formation complémentaire d'initiative locale";"FCIL Comptabilité et gestion de copropriétés";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4080;"gestion des entreprises, comptabilité/administration de l'entreprise ; gestion des entreprises, comptabilité/comptabilité"
;FCIL;"formation complémentaire d'initiative locale";"FCIL Gestionnaire de paie";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.563;"gestion des entreprises, comptabilité/ressources humaines"
;;"formation d'école spécialisée";"bachelor sciences et ingénierie transport (ELISA Aerospace)";;;"3 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6608;"mécanique/aéronautique ; mécanique/automatismes ; mécanique/automobile ; mécanique/construction navale ; électricité - électronique - robotique/électronique ; matières premières, fabrication, industries/études et développement ; matières premières, fabrication, industries/méthodes industrialisation ; logistique - transport/transport"
;;"formation d'école spécialisée";"Chargé de marketing et promotion (FORMATIVES)";;;"1 an";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6643;"commerce, marketing, vente/marketing - vente"
;;"formation d'école spécialisée";"film production";;;"2 ans";;3;"niveau 5 (bac + 2)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6629;"information-communication, audiovisuel/audiovisuel"
;;"formation d'école spécialisée";"Energy Environment : Science Technology and Management";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6685;"environnement - énergies - propreté/énergies ; environnement - énergies - propreté/environnement (généralités)"
;;"diplôme d'Etat en santé";"Diplôme d'Etat infirmier en pratique avancée mention pathologies chroniques stabilisées, prévention et polypathologies courantes en soins primaires";;;"2 ans";;1;"niveau 7 (bac + 5)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6594;"santé - social - sport/paramédical"
;;"formation d'école spécialisée";"Game designer - Concepteur de jeux";;;"3 ans";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6712;"arts, culture, artisanat/arts graphiques ; information-communication, audiovisuel/multimédia"
;BUT;"bachelor universitaire de technologie";"BUT réseaux et télécommunications";;"R et T";"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6697;"information-communication, audiovisuel/multimédia ; informatique, internet/systèmes et réseaux ; électricité - électronique - robotique/télécommunications"
;;"formation d'école spécialisée";"Bachelor Arts graphiques illustration";;;;;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6714;"arts, culture, artisanat/arts graphiques ; information-communication, audiovisuel/audiovisuel ; information-communication, audiovisuel/multimédia"
;;"formation d'école spécialisée";"Prépa art et design et manga";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6615;"arts, culture, artisanat/arts graphiques ; information-communication, audiovisuel/audiovisuel"
;BUT;"bachelor universitaire de technologie";"BUT génie civil - construction durable";;GC-CD;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6689;"construction - architecture - travaux publics/génie civil ; construction - architecture - travaux publics/génie civil, construction (généralités) ; construction - architecture - travaux publics/travaux publics"
;;licence;"licence double diplôme mention économie mathématiques";;;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6727;"sciences/mathématiques ; économie - droit - politique/sciences économiques"
;FCIL;"formation complémentaire d'initiative locale";"FCIL Titre assistant d'administration commerciale et de communication";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6612;"information-communication, audiovisuel/communication ; gestion des entreprises, comptabilité/secrétariat"
;BUT;"bachelor universitaire de technologie";"BUT packaging, emballage et conditionnement";;;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6690;"matières premières, fabrication, industries/fonction production (généralités) ; logistique - transport/logistique ; matières premières, fabrication, industries/maintenance - qualité ; matières premières, fabrication, industries/méthodes industrialisation ; matières premières, fabrication, industries/papier carton ; matières premières, fabrication, industries/plasturgie ; matières premières, fabrication, industries/verre"
;BUT;"bachelor universitaire de technologie";"BUT information-communication";;;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6719;"information-communication, audiovisuel/communication"
;BUT;"bachelor universitaire de technologie";"BUT carrières juridiques";;CJ;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6708;"économie - droit - politique/droit (généralités)"
;;licence;"licence double diplôme mention droit-économie";;;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6722;"économie - droit - politique/droit (généralités) ; économie - droit - politique/sciences économiques"
;;"formation d'école spécialisée";"Production design";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6761;"arts, culture, artisanat/arts du spectacle ; arts, culture, artisanat/arts graphiques ; information-communication, audiovisuel/audiovisuel"
;;licence;"licence double diplôme mention mathématiques, physique, sciences pour l'ingénieur";;;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6732;"matières premières, fabrication, industries/génie industriel ; sciences/mathématiques ; sciences/physique"
;;"formation d'école spécialisée";"chef de projets en communication";;;"3 ans";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6745;"information-communication, audiovisuel/communication"
;;"formation d'école spécialisée";"bachelor en management du sport";;;"3 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6630;"santé - social - sport/sport"
;;"formation d'école spécialisée";"Production Audiovisuelle";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6760;"information-communication, audiovisuel/audiovisuel"
;BUT;"bachelor universitaire de technologie";"BUT gestion des entreprises et des administrations";;;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6691;"gestion des entreprises, comptabilité/administration de l'entreprise ; gestion des entreprises, comptabilité/comptabilité ; banque - assurances - immobilier/finances ; gestion des entreprises, comptabilité/ressources humaines"
;;"formation d'école spécialisée";"Character designer & environnement artist 3D";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6744;"arts, culture, artisanat/arts graphiques ; information-communication, audiovisuel/audiovisuel ; information-communication, audiovisuel/multimédia"
;;"formation d'école spécialisée";"Bachelor web marketing";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6680;"information-communication, audiovisuel/communication ; commerce, marketing, vente/marketing - vente"
;;master;"master mention études du développement et de l'environnement";;;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6754;"environnement - énergies - propreté/environnement (généralités)"
;FCIL;"formation complémentaire d'initiative locale";"FCIL activité physique, diététique et santé des personnes âgées";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6777;"matières premières, fabrication, industries/agroalimentaire ; santé - social - sport/sport"
;;"formation d'école spécialisée";"Infographiste multimédia";;;"2 ans";;3;"niveau 5 (bac + 2)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6716;"arts, culture, artisanat/arts graphiques ; information-communication, audiovisuel/multimédia"
;BUT;"bachelor universitaire de technologie";"BUT gestion administrative et commerciale des organisations";;;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6688;"gestion des entreprises, comptabilité/administration de l'entreprise ; commerce, marketing, vente/marketing - vente ; gestion des entreprises, comptabilité/ressources humaines"
;TP;"titre professionnel";"TP Technicien services de l'électroménager connecté";;;"1 an";;4;"niveau 4 (bac ou équivalent)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.6786;"électricité - électronique - robotique/électronique ; électricité - électronique - robotique/électrotechnique ; commerce, marketing, vente/marketing - vente"
;MSc;"master of science";"MSc Big Data and Artificial Intelligence";;BIHAR;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6797;"informatique, internet/bases de données ; matières premières, fabrication, industries/génie industriel ; informatique, internet/informatique (généralités)"
;FCIL;"formation complémentaire d'initiative locale";"FCIL webmarketing";;;"1 an";;;;;http://www.onisep.fr/http/redirection/formation/slug/FOR.6789;"commerce, marketing, vente/marketing - vente ; information-communication, audiovisuel/multimédia"
335;DESJEPS;"diplôme d'Etat supérieur de la jeunesse, de l'éducation populaire et du sport";"DESJEPS spécialité performance sportive mention tir à l'arc";;;"2 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé des sports";http://www.onisep.fr/http/redirection/formation/slug/FOR.6351;"santé - social - sport/sport"
335;"BP JEPS";"brevet professionnel de la jeunesse, de l'éducation populaire et du sport";"BP JEPS spécialité éducateur sportif mention activités équestres mention approfondissement technique";;;"1 an";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé des sports";http://www.onisep.fr/http/redirection/formation/slug/FOR.6520;"santé - social - sport/sport"
335;;licence;"licence mention sciences et techniques des activités physiques et sportives-entrainement sportif";;;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4831;"sciences/biologie ; santé - social - sport/sport"
335;DEJEPS;"diplôme d'Etat de la jeunesse, de l'éducation populaire et du sport";"DEJEPS perfectionnement sportif mention water-polo";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé des sports";http://www.onisep.fr/http/redirection/formation/slug/FOR.6480;"santé - social - sport/sport"
335;;"diplôme professionnel de l'animation et du sport";"Brevet national de pisteur secouriste 2e degré option ski alpin";;BNPS;"1 an";;0;"non inscrit au RNCP";"Ministère de l'Intérieur";http://www.onisep.fr/http/redirection/formation/slug/FOR.5552;"santé - social - sport/paramédical ; armée, sécurité/sécurité prévention ; santé - social - sport/sport"
335;"BP JEPS";"brevet professionnel de la jeunesse, de l'éducation populaire et du sport";"BP JEPS spécialité éducateur sportif mention activités de la forme mention haltérophilie, musculation";;;"1 an";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé des sports";http://www.onisep.fr/http/redirection/formation/slug/FOR.6278;"santé - social - sport/sport"
336;;"formation d'école spécialisée";"Formation Spa Technicien";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4026;"santé - social - sport/esthétique"
336;MC;"mention complémentaire";"MC Coiffure coupe couleur";;;"1 an";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.4375;"santé - social - sport/esthétique"
336;FCIL;"formation complémentaire d'initiative locale";"FCIL Technicien international en spa";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3044;"santé - social - sport/esthétique ; santé - social - sport/paramédical"
336;;"baccalauréat professionnel";"bac pro Esthétique cosmétique parfumerie";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.2283;"santé - social - sport/esthétique ; commerce, marketing, vente/grande distribution et petits commerces"
336;;"formation d'école spécialisée";"Formation qualifiante en maquillage professionnel - Pro expert";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2984;"santé - social - sport/esthétique ; commerce, marketing, vente/marketing - vente"
336;;"formation d'école spécialisée";"Bachelor well being and spa manager";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2983;"santé - social - sport/esthétique ; commerce, marketing, vente/marketing - vente ; gestion des entreprises, comptabilité/ressources humaines ; gestion des entreprises, comptabilité/secrétariat"
336;BM;"brevet de maîtrise";"BM Coiffeur";;;"2 ans";;3;"niveau 5 (bac + 2)";"Chambres de métiers et de l'artisanat";http://www.onisep.fr/http/redirection/formation/slug/FOR.499;"santé - social - sport/esthétique"
336;;"formation d'école spécialisée";"Prothésiste ongulaire (Beauty Nails)";;;;;5;"niveau 3 (niveau CAP)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6623;"santé - social - sport/esthétique"
336;BP;"brevet professionnel";"BP Coiffure";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1563;"santé - social - sport/esthétique"
336;;"formation d'école spécialisée";"Maquillage artistique professionnel - Make-up Artist";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1653;"arts, culture, artisanat/arts du spectacle"
336;;"formation d'école spécialisée";"Maquilleur(se) conseil animateur(trice) (FIEPPEC)";;;"1 an";;;;;http://www.onisep.fr/http/redirection/formation/slug/FOR.4014;"santé - social - sport/esthétique"
340;;"formation de fonctionnaires (après concours)";"Formation de conservateur territorial du patrimoine";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4420;"arts, culture, artisanat/activités culturelles"
