Politique publique,Code du site,Nom du site,Adresse,code commune,commune,Statut juridique,NB_BATIMENT,NB_PARCELLE,Loyer au m²,Ratio_Eau,Ratio_Gaz,Ratio_Elec,Ratio_Fioul,Ratio_GazProp,Ratio_Total,Gaz_Prop,Gaz,Fioul,Elec,Eau,Total,Montant_TF,Mtassneuf,Mtassvet,Mtht_Annuel_Dep,Mtht_Annuel_Rec,Nombre de personne au m²,Surface de plancher (m²),ValImo,ValVNC,latitude,longitude,result_label,code insee
02 Cohésion vie sociale et épanouissement,S0360,BORDEAUX MDSPORTS DAVID-JOHNSTON,153 Rue David Johnston,33000,BORDEAUX,Propriétaire,1,1,"5,2078669101","0,3074460097","98,7376433713","35,0840422967",0,0,"133,821685668",0,"143332,5",0,"50929,75","446,304","194262,25",0,4279072,3637211,0,7560,"161,29445","1451,65","470837,94","374348,09",44.852524,-0.589672,153 Rue David Johnston 33000 Bordeaux,33063
08 Solidarité autonomie et santé,S0363,LEOGNAN MDSI,15 Cours Gambetta,33850,LEOGNAN,Propriétaire,1,2,0,"0,1373785022","100,3891957226","37,2198626803",0,0,"137,6090584029",0,"59800,84",0,"22171,5","81,835","81972,34",0,"847663,75","788327,3",0,0,"37,230625","595,69","3088,67","1994,67",44.72865,-0.600966,15 Cours Gambetta 33850 Léognan,33238
06 Performance de collectivité,S0364,FLOIRAC CIF,Avenue Gaston Cabannes,33270,FLOIRAC,Propriétaire,2,0,0,"0,2979587722","61,28024035","38,6599073819",0,0,"99,9401477319",0,"182349,16",0,"115038,74","886,624","297387,9",0,5570362,"4901918,4",0,0,"2975,66","2975,66","1539531,37","1340525,31",44.827952,-0.524577,Avenue Gaston Cabannes 33270 Floirac,33167
03 Collège et éducation,S0369,LE-TEICH CLG,Avenue François MitTrand,33470,LE TEICH,Propriétaire,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"649,4533","5845,08","3076968,36","2502997,36",44.623857,-1.02669,Avenue François Mitterrand 33470 Le Teich,33527
05 Mobilité,S0371,BELLEBAT CRD-CE,,33760,BELLEBAT,Propriétaire,1,1,0,"0,4576243981",0,"52,1533412182",0,0,"52,1533412182",0,0,0,"6173,391","54,169","6173,391",0,"61129,598","59289,887",0,0,0,"118,37","11122,8","9921,8",44.740139,-0.223744,Jagoux 33760 Bellebat,33043
08 Solidarité autonomie et santé,S0372,CREON MDSI,1 Chemin de la Douve,33670,CREON,Propriétaire,1,2,0,"0,2056375862","63,84641045","24,4201766245",0,0,"88,2665870745",0,36365,0,13909,"117,125",50274,0,"1089853,4","1078954,9",0,0,"25,889545","569,57","8577,03","8475,03",44.775521,-0.35404,1 Chemin de la Douve 33670 Créon,33140
06 Performance de collectivité,S0452,BORDEAUX GIRONDE-et-MAL.-JUIN,83 Cours du Mal Juin,33000,BORDEAUX,Propriétaire,1,4,,0,0,0,0,0,0,0,"343614,3",0,1949982,"3719,63","2645097,5",0,0,0,0,0,0,0,"63498802,85","54446830,49",44.835371,-0.585678,83 Cours Maréchal Juin 33000 Bordeaux,33063
06 Performance de collectivité,S0453,PESSAC LABO-VETERINAIRE,33 Avenue du Dr Schweitzer,33600,PESSAC,Gestionnaire,1,0,0,"0,1893239486","130,7364420201","166,814077072",0,0,"297,550519092",0,"185743,8",0,"237001,1","268,982","422744,9",0,"2750831,8","2448234,5",0,0,"83,57353","1420,75","2229860,65","2183635,21",44.805754,-0.608422,33 Avenue du Docteur Albert Schweitzer 33600 Pessac,33318
06 Performance de collectivité,S0459,LORMONT DIVERS ANCIENNE-GIE,5 Rue de la République,33310,LORMONT,Propriétaire,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,"3321,36","2823,36",44.877287,-0.525017,5 Rue de la République 33310 Lormont,33249
05 Mobilité,S0463,BLAYE BACS BUREAUX,12 Rue St Simon,33390,BLAYE,Propriétaire,1,1,0,"0,2659168067","49,785312575","24,9298035047",0,0,"74,7151160797",0,"29035,79",0,"14539,56","155,088","43575,35",0,"1392590,5","1225479,6",0,0,"583,22","583,22","332635,89","199591,89",45.124405,-0.663726,12 Rue Saint-Simon 33390 Blaye,33058
08 Solidarité autonomie et santé,S0464,BORDEAUX UDAF,25 Rue Francis Martin,33000,BORDEAUX,Copropriétaire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3390655,"2983776,5",0,0,0,"1655,71",0,0,44.849677,-0.58229,25 Rue Francis Martin 33000 Bordeaux,33063
08 Solidarité autonomie et santé,S0470,PAUILLAC MECS,1 Place de la République,33250,PAUILLAC,Propriétaire,2,2,0,"1,1752487533","148,544073233","64,3479268607",0,0,"212,8920000936",0,"63447,63",0,"27484,93","501,984","90932,56",0,"990038,1","840251,6",0,0,"106,7825","427,13","135861,71","69658,76",45.214544,-0.763818,Place de la République 33250 Pauillac,33314
03 Collège et éducation,S0471,LE-BOUSCAT CLG JEAN-MOULIN,1 Rue du Pdt Alli Chekkal,33110,LE BOUSCAT,Propriétaire,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1191,095","4764,38","824741,52","760014,52",44.863496,-0.60489,1 Rue Président Ali Chekkal 33110 Le Bouscat,33069
06 Performance de collectivité,S0472,LE-BOUSCAT MDSI,17 Rue Georges Lafont,33110,LE BOUSCAT,Locataire,1,1,0,0,0,"9,5731035839",0,0,"9,5731035839",0,0,0,"11683,59",0,"11683,59",0,"484379,28","411722,4","16864,3",0,"93,88154","1220,46","2365376,21","2255000,21",44.866446,-0.597423,17 Rue Georges Lafont 33110 Le Bouscat,33069
06 Performance de collectivité,S0472,LE-BOUSCAT MDSI,17 Rue Georges Lafont,33110,LE BOUSCAT,Propriétaire,1,1,0,0,0,"9,5731035839",0,0,"9,5731035839",0,0,0,"11683,59",0,"11683,59",0,0,0,"16864,3",0,"93,88154","1220,46","2365376,21","2255000,21",44.866446,-0.597423,17 Rue Georges Lafont 33110 Le Bouscat,33069
08 Solidarité autonomie et santé,S0473,BORDEAUX MDSI LAC,47 Rue Charles Tournemire,33300,BORDEAUX,Locataire,1,0,0,0,0,"36,1244058581",0,0,"36,1244058581",0,0,0,"20596,33",0,"20596,33",0,"726568,94","617583,56","51022,73",0,"28,5075","570,15",0,0,44.873219,-0.571414,47 Rue Charles Tournemire 33300 Bordeaux,33063
08 Solidarité autonomie et santé,S0474,BORDEAUX MDSI ST-AUGUSTIN,72 B Rue Guillaume Leblanc,33000,BORDEAUX,Locataire,1,0,0,"0,5165561572","159,9022787156","51,9006862206",0,0,"211,8029649362",0,"55225,45",0,"17924,94","178,403","73150,39",0,"726568,94","566723,75","47099,8",0,"24,669285","345,37","103,48","103,48",44.832842,-0.59136,72 BIS Rue Guillaume Leblanc 33000 Bordeaux,33063
08 Solidarité autonomie et santé,S0476,COUTRAS MDSI,1 Rue Denis Cordonnier,33230,COUTRAS,N.R.,1,2,0,"0,408415671",0,"58,2986557904",0,0,"58,2986557904",0,0,0,"20297,26","142,194","20297,26",0,0,0,"22989,48",0,"12,005517","348,16","94324,64","90517,64",45.04077,-0.123177,1 Rue Denis Cordonnier 33230 Coutras,33138
08 Solidarité autonomie et santé,S0476,COUTRAS MDSI,1 Rue Denis Cordonnier,33230,COUTRAS,Propriétaire,1,2,0,"0,408415671",0,"58,2986557904",0,0,"58,2986557904",0,0,0,"20297,26","142,194","20297,26",0,"666021,5","586098,94","22989,48",0,"12,005517","348,16","94324,64","90517,64",45.04077,-0.123177,1 Rue Denis Cordonnier 33230 Coutras,33138
08 Solidarité autonomie et santé,S0481,PAUILLAC AS,Cité Canteranne,33250,PAUILLAC,Locataire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3707,16",0,0,"112,39",0,0,45.202235,-0.75502,CITE CANTERANNE 33250 Pauillac,33314
08 Solidarité autonomie et santé,S0482,CARBON-BLANC AS,1 Passage De l'école,33560,CARBON BLANC,Copropriétaire,1,1,0,"0,1321981177",0,"66,4226830435",0,0,"66,4226830435",0,0,0,"8328,076","16,575","8328,076",0,0,0,0,0,0,"125,38","29034,81","27525,81",44.89526,-0.501644,1 Passage de l'École 33560 Carbon-Blanc,33096
08 Solidarité autonomie et santé,S0490,BORDEAUX BASTIDE-EN-VILLE,1 Rue Etobon Chenebier,33100,BORDEAUX,Titulaire de droits immobiliers,1,0,,0,0,0,0,0,0,0,"25245,27",0,"9259,066","75,287","34504,336",0,0,0,0,0,0,0,0,0,44.841729,-0.552651,1 Rue Étobon Chenebier 33100 Bordeaux,33063
08 Solidarité autonomie et santé,S0492,LORMONT AS GRAVIERES,171 Rue des Gravières,33310,LORMONT,Locataire,1,0,0,0,0,"1,1091680261",0,0,"1,1091680261",0,0,0,"33,996",0,"33,996",0,0,0,0,0,0,"30,65",0,0,44.871968,-0.518438,171 Rue des Gravières 33310 Lormont,33249
08 Solidarité autonomie et santé,S0498,BLANQUEFORT AS LE-CLOS,Rue Tastet Girard,33290,BLANQUEFORT,Locataire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3802,92",0,0,"89,66",0,0,44.91169,-0.635281,Rue Tastet Girard 33290 Blanquefort,33056
08 Solidarité autonomie et santé,S0499,LE-HAILLAN AS,Rue Edmond Rostand,33185,LE HAILLAN,Locataire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"62,82",0,0,44.862472,-0.669159,Rue Edmond Rostand 33185 Le Haillan,33200
08 Solidarité autonomie et santé,S0503,PESSAC AS MACEDO,4 Allée Monnet,33600,PESSAC,Locataire,1,0,0,0,0,"3,7405066251",0,0,"3,7405066251",0,0,0,"479,907",0,"479,907",0,0,0,"8998,11",0,0,"128,3",0,0,44.799998,-0.669041,4 Allée Claude Monet 33600 Pessac,33318
08 Solidarité autonomie et santé,S0504,MARCHEPRIME AS,14 Rue Jacques Blieck,33380,MARCHEPRIME,Locataire,1,0,0,"0,0355670103",0,"86,7022218272",0,0,"86,7022218272",0,0,0,"4877,867","2,001","4877,867",0,0,0,"2189,76",0,0,"56,26","4475,69","4475,69",44.693019,-0.851372,14 Rue Jacques Blieck 33380 Marcheprime,33555
08 Solidarité autonomie et santé,S0505,MONSEGUR AS,Place des tilleuls,33580,MONSEGUR,Locataire,1,0,0,0,0,"183,7453377538",0,0,"183,7453377538",0,0,0,"17735,1",0,"17735,1",0,0,0,0,0,0,"96,52","8121,72","7715,72",44.648822,0.077312,Place des Tilleuls 33580 Monségur,33289
08 Solidarité autonomie et santé,S0506,PODENSAC AS,14 Rue Salans,33720,PODENSAC,Locataire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9051,2",0,0,"93,87",0,0,44.65314,-0.35591,14 Rue Salans 33720 Podensac,33327
08 Solidarité autonomie et santé,S0512,BORDEAUX AS SON-TAY,47 Rue Son Tay,33800,BORDEAUX,Locataire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4541,64",0,0,"69,19",0,0,44.825055,-0.551832,47 Rue de Son Tay 33800 Bordeaux,33063
08 Solidarité autonomie et santé,S0515,ST-LAURENT-DU-MEDOC AS,4 Rue Pierre Castéra,33112,ST LAURENT MEDOC,Propriétaire,1,1,0,"0,0802620213",0,"136,4594442845",0,0,"136,4594442845",0,0,0,"9478,473","5,575","9478,473",0,0,0,0,0,0,"69,46","273,64","273,64",45.150339,-0.827941,4 Rue Pierre Castéra 33112 Saint-Laurent-Médoc,33424
08 Solidarité autonomie et santé,S0516,STE-EULALIE AS,7 Rue Laroque,33560,STE EULALIE,Locataire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"97,32",0,0,44.903084,-0.483164,7 Rue Laroque 33560 Sainte-Eulalie,33397
06 Performance de collectivité,S0529,BORDEAUX TOUR-2000,1 Trasse Front du Médoc,33000,BORDEAUX,Locataire,2,0,"112,7107473541",0,0,0,0,0,0,0,0,0,0,0,0,0,4601603,"3911362,8","194036,06","194036,06","63,760742","1721,54",0,0,44.838128,-0.588362,1 Terrasse Front du Médoc 33000 Bordeaux,33063
06 Performance de collectivité,S0530,BORDEAUX CROIX-DU-PALAIS,1 Rue Corps franc Pommiès,33000,BORDEAUX,Propriétaire,1,1,0,"0,2421078143",0,"66,0820174161",0,0,"66,0820174161",0,0,0,"587586,1","2152,767","587586,1",0,20586120,17498202,0,0,"104,60906","8891,77","18482898,08","16006981,08",44.837279,-0.586859,1 Rue Corps Franc Pommies 33000 Bordeaux,33063
06 Performance de collectivité,S0531,BORDEAUX ALLIANZ,6 Esplanade Charles de Gaulle,33000,BORDEAUX,Locataire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8113353,"7139750,5","541272,5",0,"27,690151","3655,1","3577,71","3221,71",44.837398,-0.585046,6 Esplanade Charles de Gaulle 33000 Bordeaux,33063
06 Performance de collectivité,S0532,BORDEAUX CRISTAL,7 Esplanade Charles de Gaulle,33000,BORDEAUX,Locataire,1,0,0,0,0,"63,6220577934",0,0,"63,6220577934",0,0,0,"332413,8",0,"332413,8",0,11746198,9984268,638270,0,"28,09043","5224,82","2069,55","1761,55",44.837398,-0.585046,Esplanade Charles de Gaulle 33000 Bordeaux,33063
07 Protection valorisation environnement,S0535,LOUCHATS ENS JAUMOT,Chemin de Jordis,33125,LOUCHATS,Propriétaire,1,1,0,"0,0882490438",0,"119,8172545686",0,0,"119,8172545686",0,0,0,"11277,2","8,306","11277,2",0,"193751,72","164688,95",0,0,"94,12","94,12","21777,36","18534,36",44.517572,-0.590291,"Avenue des Acacias, JORDIS 33125 Louchats",33251
06 Performance de collectivité,S0541,BORDEAUX LOGT 55-CROIX-DE-SEGUEY,55 Rue Croix de Seguey,33000,BORDEAUX,Propriétaire,1,1,0,"0,2449067395","82,2737788541","12,6479518755",0,0,"94,9217333059",0,"31935,39",0,"4909,429","95,063","36844,82",0,"1283721,5","1091157,5",0,0,0,"388,16","99373,04","84069,04",44.850955,-0.588058,55 Rue de la Croix de Seguey 33000 Bordeaux,33063
05 Mobilité,S0543,LE-VERDON-SUR-MER BACS VILLA-BRISE-LAMES,9 Rue de la Batterie,33123,LE VERDON SUR MER,Propriétaire,3,6,0,"0,8678916534",0,"28,4016853078","139,7076390474",0,"168,1093357681",0,0,"36723,55","7465,667","228,134","44189,22",0,"513138,3","422213,4",0,0,0,"262,86","60759,51","2665,67",45.550091,-1.060959,9 Rue de la Batterie 33123 Le Verdon-sur-Mer,33544
03 Collège et éducation,S0546,BORDEAUX CLG GRATIOLET,2 Rue des Augustins,33000,BORDEAUX,Propriétaire,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1499,58","197542,47","196008,47",44.832423,-0.571184,Rue des Augustins 33000 Bordeaux,33063
08 Solidarité autonomie et santé,S0552,LORMONT MDSI,Esplanade François Mitterrand,33310,LORMONT,Locataire,1,0,0,0,0,"56,5424946083",0,0,"56,5424946083",0,0,0,"27004,13",0,"27004,13",0,"811335,3","632836,9","79814,26",0,"36,737694","477,59","400579,16","400579,16",44.873147,-0.517704,"Espl. François Mitterrand, 33310 Lormont",
06 Performance de collectivité,S0553,MERIGNAC ATELIER-ARLAC,48 Avenue des Eyquems,33700,MERIGNAC,Locataire,2,0,0,"0,0437709815","67,1523446038","12,203299875",0,0,"79,3556388744",0,"119820,6",0,"21774,47","78,101","141595,06",0,"1308173,4","1052407,1","78670,73",0,"1784,31","1784,31","394,51","394,51",44.828131,-0.619079,48 Avenue des Eyquems 33700 Mérignac,33281
08 Solidarité autonomie et santé,S0558,ARES AS,2 Avenue de la Libération,33740,ARES,Locataire,1,0,0,0,0,"111,0100734771",0,0,"111,0100734771",0,0,0,"4683,515",0,"4683,515",0,0,0,"2345,49",0,0,"42,19",0,0,44.766538,-1.139813,2 Avenue de la Libération 33740 Arès,33011
08 Solidarité autonomie et santé,S0560,BORDEAUX AS BACALAN,211 Rue Achard,33000,BORDEAUX,Propriétaire,1,1,0,"0,0825037546","71,3818922978","33,4227848101",0,0,"104,8046717443",0,"13308,44",0,"6231,344","15,382","19539,783",0,0,0,0,0,0,"186,44","11422,36","10969,36",44.850168,-0.593581,211 Rue Naujac 33000 Bordeaux,33063
08 Solidarité autonomie et santé,S0561,TALENCE PERM,Avenue Frédéric Sévène,33400,TALENCE,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.806072,-0.580357,Rue Frédéric Sevene 33400 Talence,33522
07 Protection valorisation environnement,S0572,CADAUJAC ENS BOCAGE-DE-GARONNE,,33140,CADAUJAC,Propriétaire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"170,37","1148153,78","1128829,78",44.729556,-0.518048,POQUET 33140 Cadaujac,33080
07 Protection valorisation environnement,S0574,AUDENGE CDL DOMAINE-DE-CERTES,47 Avenue de Certes,33980,AUDENGE,Gestionnaire,7,0,0,"0,1014528755","13,7381027044","14,1806431869",0,0,"27,9187477804",0,"72724,57",0,"75067,22","537,055","147791,8",0,"5754798,5",4223182,0,0,"1764,5466","5293,64","9944316,9","9608682,11",44.692598,-1.021606,47 Avenue de Certes 33980 Audenge,33019
07 Protection valorisation environnement,S0576,HOURTIN ENS LAGUNE-DE-CONTAUT,Palu de Molua,33990,HOURTIN,Propriétaire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,72",0,0,45.185813,-1.051322,Rue du Médoc 33990 Hourtin,33203
07 Protection valorisation environnement,S0577,LACANAU ENS ETANG-DE-COUSSEAU,,33680,LACANAU,Propriétaire,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26780,586","24440,195",0,0,0,"20,22","76793,24","71809,24",45.000428,-1.183289,Les As 33680 Lacanau,33214
07 Protection valorisation environnement,S0578,LA-TESTE-DE-BUCH ENS L'EDEN,,33260,LA TESTE DE BUCH,Propriétaire,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"78711,63","61385,758",0,0,0,0,"179442,7","179442,7",44.632214,-1.146050,La Teste-de-Buch,33529
07 Protection valorisation environnement,S0581,AUDENGE CDL DOMAINE-DE-GRAVEYRON,,33980,AUDENGE,Gestionnaire,4,0,0,"0,0096065836",0,"11,4355832837",0,0,"11,4355832837",0,0,0,"16716,65","14,043","16716,65",0,"455211,72","362026,94",0,0,0,"1461,81","2590411,28","2396870,28",44.6815,-1.006267,Rue Arago 33980 Audenge,33019
05 Mobilité,S0592,STE-FOY-LA-GRANDE CRD-CE,3 Avenue Du Mal Leclerc,33220,STE-FOY-LA-GRANDE,Propriétaire,2,2,0,"0,1362540842","63,1678319221","6,0700312687",0,0,"69,2378667041",0,"35958,92",0,"3455,426","77,564","39414,348",0,"905125,56","707147,2",0,0,"569,26","569,26","62834,7","60228,7",44.840274,0.211407,3 Avenue du Maréchal Leclerc 33220 Pineuilh,33324
06 Performance de collectivité,S0594,BORDEAUX ETAT RUE-LIVRAN,7 Rue Livran,33000,BORDEAUX,Propriétaire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"211,9",0,0,44.830427,-0.590894,7 Rue du Livran 33000 Bordeaux,33063
06 Performance de collectivité,S0596,BORDEAUX TGI,74 Cours d'Albret,33000,BORDEAUX,Propriétaire MAD,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17269,7",0,0,44.835378,-0.58069,74 Cours d'Albret 33000 Bordeaux,33063
08 Solidarité autonomie et santé,S0597,MERIGNAC PERM,5 Allée de Concorde,33700,MERIGNAC,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.844052,-0.676632,5 Allée Concorde 33700 Mérignac,33281
02 Cohésion vie sociale et épanouissement,S0598,LE-BOUSCAT MDVAS,59 Avenue Eysines,33110,LE BOUSCAT,Propriétaire,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6820724,"5432360,5",0,0,0,"3234,78","249525,39","214970,39",44.853807,-0.596394,59 Avenue d'Eysines 33110 Le Bouscat,33069
03 Collège et éducation,S0602,BORDEAUX ESPE CAUDERAN,49 Rue Ecole normale,33200,BORDEAUX,Propriétaire MAD,4,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.847886,-0.602119,49 Rue de l'École Normale 33200 Bordeaux,33063
06 Performance de collectivité,S0603,BORDEAUX HOTEL-PREFECTORAL,17 B Rue Vital Carles,33000,BORDEAUX,Propriétaire MAD,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3351,88",0,0,44.84052,-0.578414,17 BIS Rue Vital Carles 33000 Bordeaux,33063
06 Performance de collectivité,S0605,BLAYE SOUS-PREFECTURE,18 Rue André Lafon,33390,BLAYE,Propriétaire MAD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1067,61",0,0,45.126183,-0.659506,18 Rue André Lafon 33390 Blaye,33058
05 Mobilité,S0606,LANGON CRD-SIEGE,110 Cours de Verdun,33210,LANGON,N.R.,3,8,0,"0,6996925954","10,650375657","29,755140428",0,0,"40,405516085",0,"19817,58",0,"55366,58","1301,946","75184,16",0,0,0,0,0,0,"1860,74","5090511,65","4809315,65",44.552973,-0.261131,110 Cours de Verdun 33210 Langon,33227
05 Mobilité,S0606,LANGON CRD-SIEGE,110 Cours de Verdun,33210,LANGON,Affectataire par la loi,2,16,0,"0,6996925954","10,650375657","29,755140428",0,0,"40,405516085",0,"19817,58",0,"55366,58","1301,946","75184,16",0,"169914,8",0,0,0,0,"1860,74","5090511,65","4809315,65",44.552973,-0.261131,110 Cours de Verdun 33210 Langon,33227
05 Mobilité,S0607,BELIN-BELIET CRD-AIRE,,33830,BELIN BELIET,Propriétaire,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,"43,19","10762,57","10225,57",44.571125,-0.771913,Marguit 33830 Belin-Béliet,33042
08 Solidarité autonomie et santé,S0610,PESSAC AS FORMANOIR,3 Allée des Hortensias,33600,PESSAC,Locataire,1,0,0,0,0,"2,6718715996",0,0,"2,6718715996",0,0,0,"196,436",0,"196,436",0,0,0,"7358,07",0,0,"73,52",0,0,44.792256,-0.632141,3 Rue des Hortensias 33600 Pessac,33318
08 Solidarité autonomie et santé,S0611,CAVIGNAC PERM,61 Avenue de Paris,33620,CAVIGNAC,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.100151,-0.389614,61 Avenue de Paris 33620 Cavignac,33114
08 Solidarité autonomie et santé,S0612,PELLEGRUE PERM,"19, route de Duras",33790,PELLEGRUE,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.742452,0.077923,19 Route de Duras 33790 Pellegrue,33316
08 Solidarité autonomie et santé,S0613,MERIGNAC PERM CAPEYRON,Rue Jean Giono,33700,MERIGNAC,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2738,16",0,0,0,0,0,44.852113,-0.64906,Rue Jean Giono 33700 Mérignac,33281
06 Performance de collectivité,S0615,LANGON SOUS-PREFECTURE,19 Cours des Fossés,33210,LANGON,Propriétaire MAD,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"826,41",0,0,44.555616,-0.248397,19 Cours des Fosses 33210 Langon,33227
06 Performance de collectivité,S0617,LIBOURNE TGI,20 Rue Thiers,33500,LIBOURNE,Propriétaire MAD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3090,51",0,0,44.913972,-0.244625,20 Rue Thiers 33500 Libourne,33243
06 Performance de collectivité,S0618,LIBOURNE SOUS-PREFECTURE,44 Avenue Thiers,33500,LIBOURNE,Propriétaire MAD,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1286,06",0,0,44.913127,-0.243827,44 Rue Thiers 33500 Libourne,33243
08 Solidarité autonomie et santé,S0621,BIGANOS AS,1 Rue Jean Zay,33380,BIGANOS,Locataire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,55",0,0,44.642335,-0.976279,1 Rue Jean Zay 33380 Biganos,33051
08 Solidarité autonomie et santé,S0623,BORDEAUX-ST-JEAN AGI MANAGER,23 Quai De Paludate,33800,BORDEAUX,Locataire,1,0,0,0,0,"83,529423189",0,0,"83,529423189",0,0,0,"77416,74",0,"77416,74",0,1332043,"1172197,9","141607,02",0,"61,788","926,82",0,0,44.828404,-0.553123,23 Quai de Paludate 33800 Bordeaux,33063
06 Performance de collectivité,S0625,LIBOURNE PRUDHOMMES,2200 Avenue du Las,33500,LIBOURNE,Propriétaire MAD,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.913577,-0.232799,Avenue du Parc 33500 Libourne,33243
05 Mobilité,S0626,LA-TESTE-DE-BUCH CRD-CE,82 Avenue du Général de Gaulle,33260,LA TESTE DE BUCH,N.R.,1,1,0,"0,1622909275",0,"42,4977445514",0,0,"42,4977445514",0,0,0,"16769,61","64,04","16769,61",0,0,0,0,0,0,"394,6","136968,06","131185,06",44.640581,-1.192885,Avenue du Général de Gaulle 33260 La Teste-de-Buch,33529
05 Mobilité,S0626,LA-TESTE-DE-BUCH CRD-CE,82 Avenue du Général de Gaulle,33260,LA TESTE DE BUCH,Affectataire par la loi,1,1,0,"0,1622909275",0,"42,4977445514",0,0,"42,4977445514",0,0,0,"16769,61","64,04","16769,61",0,0,0,0,0,0,"394,6","136968,06","131185,06",44.640581,-1.192885,Avenue du Général de Gaulle 33260 La Teste-de-Buch,33529
08 Solidarité autonomie et santé,S0628,BORDEAUX PERM,392 Rue Pasteur,33200,BORDEAUX,Gestionnaire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.846796,-0.629373,392 Rue Pasteur 33200 Bordeaux,33063
07 Protection valorisation environnement,S0629,LE-TEICH CDL FLEURY,,33470,LE TEICH,Autorisation d'occupation temporaire,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94139,58","79072,586",0,0,0,"46,49",0,0,44.522008,-1.049235,Le Taron 33470 Le Teich,33527
07 Protection valorisation environnement,S0630,BAZAS DFCI,Route de Bordeaux,33430,BAZAS,Propriétaire,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.422549,-0.206717,Route de Sauviac 33430 Bazas,33036
07 Protection valorisation environnement,S0635,LACANAU ENS RIVES-DE-L'ETANG,Batejin,33680,LACANAU,Propriétaire,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5862,79","5862,79",44.935141,-1.127044,Batejin 33680 Lacanau,33214
07 Protection valorisation environnement,S0638,LACANAU CDL MAISON-DU-PONT-DU-CANAL,,33680,LACANAU,Gestionnaire,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"702349,94","526762,5",0,0,0,"396,09",0,0,45.000428,-1.183289,Les As 33680 Lacanau,33214
07 Protection valorisation environnement,S0719,HOURTIN ENS ETANG-DE-HOURTIN-CARCANS,Palu de Molua,33990,HOURTIN,Propriétaire,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60547,41","47226,98",0,0,0,"338,9","115620,12","115620,12",45.185813,-1.051322,Rue du Médoc 33990 Hourtin,33203
07 Protection valorisation environnement,S0726,GUJAN-MESTRAS ENS COULEE-VERTE-CANTERANNE,,33470,GUJAN-MESTRAS,Propriétaire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"156771,86","156771,86",44.635116,-1.067986,Gujan-Mestras,33199
