RC-NO;RC-RETENU-;RC-NOM;MEDIA;X-WGS84;Y-WGS84;X-L93;Y-L93;MO-NOM;MO-ADRESSE;MO-CP;MO-COMMUNE;MO-TEL;MO-MAIL;GEST-NOM;GEST-ADRES;GEST-CP;GEST-COMMU;GEST-TEL;GEST-MAIL;RC-TYPE;RC-COMMUNE;RC-CO-INSE;RC-CO-DPT;RC-CO-CP;RC-CO-GN;RC-P-TOT-K;RC-P-ENRandR;Classes-ENRandR;RC-BIOMASS;RC-GEOTHER;RC-UVE;RC-CHALEUR;RC-GAZ;RC-FIOUL;RC-AUTRES-;RC-ENERGIE;RC-CO2-KG/;RC-COGENER;RC-INFOS-D;RC-CO-POP-;RC-LONGUEU;RC-VENTE-C;RC-PROD-MW;Classes-production;RC-TAUX-EN;balise_tai;balise_enr;balise_ext
123;;TOURS (37) | Bergeonnerie;fiches_individuelles/fiche_inexistante.pdf;0.6944641;47.3607139;526005;6698138;;;;;;;;;;;;;NC;TOURS;37261;37;37000;1;NC;NC;NC(Non connu);NC;NC;NC;NC;NC;NC;ENR non-précisée;;NC;NC;Localisation éloignée de la mairie;132820;538;Néant;NC;NC;NC;0;0;2
126;1;TOURS (37) | IUFM de Tours;fiches_individuelles/fiche_rc_126.pdf;0.6384785;47.3934975;521890;6701903;IUFM DE TOURS;;37000;TOURS (37);;;;;;;;;RT;TOURS;37261;37;37000;;1250;Non;Absence d'ENR&R;Non;Non;Non;Non;Oui;Non;Non;Gaz;0.234;Non;;132820;NC;Non;*1000;0,5 à 2 Gwh / an;0;2;1;1
125;;TOURS (37) | ING Les 2 Lions;fiches_individuelles/fiche_inexistante.pdf;0.680539;47.366145;524972;6698772;;;;;;;;;;;;;NC;TOURS;37261;37;37000;1;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;Localisation éloignée de la mairie;132820;NC;Néant;NC;NC;>0;0;2;2
128;1;TOURS (37) | Montjoyeux;fiches_individuelles/fiche_rc_128.pdf;0.7075776;47.3624594;527000;6698303;CU TOUR(S) PLUS;60 AVENUE MARCEL DASSAULT BP 651;37000;TOURS (37);;tours-plus@agglo-toursplus.fr;SCBC (SOCIETE DE CHAUFFAGE DES BORDS DU CHER);1 PROMENADE DE FLORENCE;37000;TOURS (37);247202168;;NC;TOURS;37261;37;37000;;82700;25000;ENR&R >= 70%;Oui;Non;Non;Non;Oui;Non;Oui;Biomasse Gaz Autres;0.11;Oui;13 809 équivalents logements (source : Via Sèva);132820;822;NC;147540;+ 2 Gwh / an;67;3;2;3
127;1;TOURS (37) | Les Ilôts;fiches_individuelles/fiche_rc_127.pdf;0.6862469;47.394503;525495;6701908;CU TOUR(S) PLUS;60 AVENUE MARCEL DASSAULT BP 651;37000;TOURS (37);;tours-plus@agglo-toursplus.fr;;;;;;;NC;TOURS;37261;37;37000;;NC;NC;NC(Non connu);NC;NC;Non;NC;Oui;NC;NC;Gaz;NC;NC;;132820;5238;NC;11201;+ 2 Gwh / an;NC;3;0;3
66;1;NEUVY-SAINT-SEPULCHRE (36) | Centre-ville;fiches_individuelles/fiche_rc_66.pdf;1.8072556;46.5958555;608693;6611335;COMMUNE DE NEUVY-SAINT-SEPULCHRE (36);1 PLACE CLEMENCEAU;36230;NEUVY-SAINT-SEPULCHRE (36);254308027;mairie.neuvysaintsepulchre@wanadoo.fr;;;;;;;SPDC;NEUVY-SAINT-SEPULCHRE;36141;36;36230;1;*500;500;ENR&R < 70%;Oui;Non;Non;Non;NC;NC;Non;Biomasse;NC;Non;;1654;NC;Oui;*1050;0,5 à 2 Gwh / an;>70;2;3;1
65;1;NEUILLAY-LES-BOIS (36) | Réseau communal;fiches_individuelles/fiche_rc_65.pdf;1.476167;46.7650936;583713;6630563;COMMUNE DE NEUILLAY-LES-BOIS (36);19 RUE PRINCIPALE;36500;NEUILLAY-LES-BOIS (36);254394012;mairie-neuillaylesbois@wanadoo.fr;;;;;;;SPDC;NEUILLAY-LES-BOIS;36139;36;36500;1;*300;200;ENR&R < 70%;Oui;Non;Non;Non;Oui;Non;Non;Biomasse Gaz;0.057;Non;;560;864;Oui;829;0,5 à 2 Gwh / an;80;2;3;1
68;;POULAINES (36) | Réseau communal n°2 (mairie, salle des fêtes, école);fiches_individuelles/fiche_inexistante.pdf;1.661874;47.15152;598611;6673220;;;;;;;;;;;;;NC;POULAINES;36162;36;36210;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;838;NC;Néant;NC;NC;>70;0;3;2
67;;POULAINES (36) | Bâtiments communaux;fiches_individuelles/fiche_inexistante.pdf;1.665062;47.151808;598853;6673248;;;;;;;;;;;;;NC;POULAINES;36162;36;36210;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;838;NC;Néant;NC;NC;>70;0;3;2
70;;ROSNAY (36) | Bâtiments du siège du PNR de la Brenne;fiches_individuelles/fiche_inexistante.pdf;1.216666997;46.70000002;563500;6623800;;;;;;;;;;;;;NC;ROSNAY;36173;36;36300;;NC;NC;NC(Non connu);Oui;Non;Non;Non;Oui;Non;Non;Biomasse Gaz;NC;Non;Localisation éloignée de la mairie;526;NC;Néant;150;0 à 0,5 Gwh / an;100;1;3;2
69;;RIVARENNES (36) | CC Brenne - Val de Creuse;fiches_individuelles/fiche_inexistante.pdf;0.9542003;46.7340344;543799;6628015;;;;;;;;;;;;;NC;RIVARENNES;36172;36;36800;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;544;NC;Néant;NC;NC;>70;0;3;2
72;;SAINT-AOUSTRILLE (36) | Pôle salle des fêtes;fiches_individuelles/fiche_inexistante.pdf;1.918519;46.938945;617732;6649313;;;;;;;;;;;;;NC;SAINT-AOUSTRILLE;36179;36;36100;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;Granulés;159;NC;Néant;NC;NC;>70;0;3;2
71;;SAINT-AOUSTRILLE (36) | Pôle mairie;fiches_individuelles/fiche_inexistante.pdf;1.906128;46.981507;616855;6654053;;;;;;;;;;;;;NC;SAINT-AOUSTRILLE;36179;36;36100;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;Granulés;159;NC;Néant;NC;NC;>70;0;3;2
74;1;SAINT-MAUR (36) | Maison centrale;fiches_individuelles/fiche_rc_74.pdf;1.4930776;46.7913609;585059;6633455;MAISON CENTRALE DE SAINT-MAUR;BEL AIR;36250;SAINT MAUR;254076247;;;;;;;;RT;SAINT-MAUR;36202;36;36250;;9000;Non;Absence d'ENR&R;Non;Non;Non;Non;Oui;Non;Non;Gaz;0.234;Non;;3340;NC;Non;5400;+ 2 Gwh / an;0;3;1;1
73;1;SAINT-MAUR (36) | Les Grands Chênes (gériatrie, psychiatrie);fiches_individuelles/fiche_rc_73.pdf;1.6687107;46.7731411;598420;6631191;CENTRE DEPARTEMENTAL DE GERIATRIE DE L’INDRE;216 AVENUE DE VERDUN;36006;CHATEAUROUX (36);254537635;dir.eco@cdgi36.fr;DALKIA (GROUPE EDF);37 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY;59350;SAINT-ANDRE-LEZ-LILLE (59);320634242;guillaume.coupeau@dalkia.fr;RT;SAINT-MAUR;36202;36;36250;;4600;1300;ENR&R >= 70%;Oui;Non;Non;Non;Oui;Non;Non;Biomasse Gaz;NC;Non;Localisation éloignée de la mairie;3340;2678;Non;4300;+ 2 Gwh / an;84;3;3;1
76;1;SEGRY (36) | Abbaye de La Prée;fiches_individuelles/fiche_rc_76.pdf;2.1317487;46.907505;633913;6645621;EHPAD LES PETITS FRERES DES PAUVRES (SEGRY);LA PREE;36100;SEGRY (36);;;EHPAD LES PETITS FRERES DES PAUVRES (SEGRY);LA PREE;36100;SEGRY (36);;;RT;SEGRY;36215;36;36100;;700;300;ENR&R < 70%;Oui;Non;Non;Non;Non;Oui;Non;Biomasse Fioul;0.045;Non;;465;143;Non;563;0,5 à 2 Gwh / an;85;2;3;1
75;1;SAINT-PLANTAIRE (36) | Réseau communal;fiches_individuelles/fiche_rc_75.pdf;1.6716749;46.4567018;598055;6596049;COMMUNE DE SAINT-PLANTAIRE (36);LE BOURG;36190;SAINT-PLANTAIRE (36);254472118;mairie.stplantaire@wanadoo.fr;COMMUNE DE SAINT-PLANTAIRE (36);MAIRIE DE ET A;36190;SAINT-PLANTAIRE (36);;;SPDC;SAINT-PLANTAIRE;36207;36;36190;;*200;200;ENR&R < 70%;Oui;Non;Non;Non;NC;NC;Non;Biomasse;NC;Non;;550;1210;Oui;420;0 à 0,5 Gwh / an;95;1;3;1
78;;VICQ-EXEMPLET (36) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;2.133333006;46.633333;634200;6614600;COMMUNE DE VICQ EXEMPLET;Mairie;36400;VICQ-EXEMPLET (36);254300211;mairie.vicq-exemplet@wanadoo.fr;COMMUNE DE VICQ EXEMPLET;Mairie;36400;VICQ-EXEMPLET (36);254300211;mairie.vicq-exemplet@wanadoo.fr;RT;VICQ-EXEMPLET;36236;36;36400;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;360;NC;Néant;NC;NC;>70;0;3;2
77;;TOURNON-SAINT-MARTIN (36) | Bâtiments communaux;fiches_individuelles/fiche_inexistante.pdf;0.950000006;46.73333298;543800;6628100;;;;;;;;;;;;;NC;TOURNON-SAINT-MARTIN;36224;36;36220;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;Granulés;1250;NC;Néant;NC;NC;>70;0;3;2
80;;AMBOISE (37) | Association Objectif;fiches_individuelles/fiche_inexistante.pdf;0.965514;47.417583;546619;6703891;;;;;;;;;;;;;NC;AMBOISE;37003;37;37400;1;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;Localisation éloignée de la mairie;11457;NC;Néant;NC;NC;NC;0;0;2
79;;AMBILLOU (37) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;0.450000021;47.45;507700;6708700;;;;;;;;;;;;;NC;AMBILLOU;37002;37;37340;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;1301;NC;Néant;NC;NC;>70;0;3;2
82;1;ATHEE-SUR-CHER (37) | Réseau autour de la mairie;fiches_individuelles/fiche_rc_82.pdf;0.9166941;47.3224149;542660;6693419;COMMUNE DE ATHEE-SUR-CHER (37);9 CHEMIN DES DAMES;37270;ATHEE-SUR-CHER (37);247506809;mairie-athee@wanadoo.fr;;;;;;;NC;ATHEE-SUR-CHER;37008;37;37270;1;NC;NC;NC(Non connu);Non;Oui;Non;Non;NC;NC;Non;Géothermie;NC;Non;;2019;NC;NC;NC;NC;>70;0;3;0
81;;AMBOISE (37) | Lycée Agricole;fiches_individuelles/fiche_inexistante.pdf;0.983332972;47.41666697;547800;6703100;;;;;;;;;;;;;NC;AMBOISE;37003;37;37400;1;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;Localisation éloignée de la mairie;11457;NC;Néant;NC;NC;>0;0;2;2
84;;BOSSAY-SUR-CLAISE (37) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;0.9618833;46.8322478;544667;6638904;;;;;;;;;;;;;NC;BOSSAY-SUR-CLAISE;37028;37;37290;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;787;NC;Néant;NC;NC;>70;0;3;2
83;1;AVOINE (37) | Boucle d'eau tempérée issue du CNPE;fiches_individuelles/fiche_rc_83.pdf;0.1668055;47.2216926;485645;6684001;CC CHINON, VIENNE ET LOIRE;32 RUE MARCEL VIGNAUD;37420;AVOINE;247937878;info@cc-cvl.fr;CC CHINON, VIENNE ET LOIRE;HOTEL DE VILLE - PLACE DU GENERAL DE GAULLE;37500;CHINON (37);;info@cc-cvl.fr;NC;AVOINE;37011;37;37420;1;NC;NC;NC(Non connu);Non;Non;Non;Oui;NC;NC;NC;Chaleur récup.;NC;Non;Chauffage de serres;1778;NC;NC;*200;0 à 0,5 Gwh / an;100;1;3;2
86;;CHARGE (37) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;1.033332993;47.433333;551500;6705300;;;;;;;;;;;;;NC;CHARGE;37060;37;37530;1;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;947;NC;Néant;NC;NC;>70;0;3;2
85;;CHAMBRAY-LES-TOURS (37) | Entr'aide Ouvrière;fiches_individuelles/fiche_inexistante.pdf;0.7255776;47.3415141;528291;6695938;;;;;;;;;;;;;NC;CHAMBRAY-LES-TOURS;37050;37;37170;1;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;Localisation éloignée de la mairie;10275;54;Néant;NC;NC;>70;0;3;2
88;;CHEILLE (37) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;0.416666998;47.26666702;508000;6686800;;;;;;;;;;;;;NC;CHEILLE;37067;37;37190;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;1283;NC;Néant;NC;NC;>70;0;3;2
87;;"CHEDIGNY (37) | Village Vacances ""La Saulaie""";fiches_individuelles/fiche_inexistante.pdf;1.01855;47.2356127;550109;6683582;;;;;;;;;;;;;NC;CHEDIGNY;37066;37;37310;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;Localisation éloignée de la mairie;435;NC;Néant;NC;NC;>70;0;3;2
90;1;CHINON (37) | Lycée polyvalent Rabelais;fiches_individuelles/fiche_rc_90.pdf;0.2353666;47.1627771;490601;6677277;REGION NOUVELLE CENTRE VAL DE LOIRE;9 RUE SAINT PIERRE LENTIN;45041;ORLEANS (45);238703030;danielle.lebon@regioncentre.fr;;;;;;;RT;CHINON;37072;37;37500;1;2265;Non;Absence d'ENR&R;Non;Non;Non;Non;Oui;Non;Non;Gaz;0.234;Non;;8716;NC;Non;1800;0,5 à 2 Gwh / an;0;2;1;2
89;1;CHINON (37) | Collège Jean Zay;fiches_individuelles/fiche_rc_89.pdf;0.2514702;47.1653046;491830;6677515;CONSEIL DEPARTEMENTAL 37;18 PLACE DE LA PREFECTURE;37000;TOURS (37);247314731;;;;;;;;RT;CHINON;37072;37;37500;1;*500;Non;Absence d'ENR&R;Non;Non;Non;Non;Oui;Non;Non;Gaz;0.234;Non;;8716;NC;Non;*500;+ 2 Gwh / an;0;2;1;3
92;;DESCARTES (37) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;0.676369;46.982334;523403;6656167;;;;;;;;;;;;;NC;DESCARTES;37115;37;37160;1;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;4019;NC;Néant;NC;NC;>70;0;3;2
91;;CHOUZE-SUR-LOIRE (37) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;0.1274472;47.2364164;482728;6685743;;;;;;;;;;;;;NC;CHOUZE-SUR-LOIRE;37074;37;37140;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;2093;NC;Néant;NC;NC;>70;0;3;2
94;1;FONDETTES (37) | Village Vacances;fiches_individuelles/fiche_rc_94.pdf;0.6269686;47.4222085;521118;6705117;COMMUNE DE SAINT-DENIS (93);2 PLACE DU CAQUET;93200;SAINT-DENIS (93);149336666;;;;;;;;RT;FONDETTES;37109;37;37230;1;950;300;ENR&R < 70%;Oui;Non;Non;Non;Oui;Non;Non;Biomasse Gaz;0.057;Non;;8921;416;Non;800;0,5 à 2 Gwh / an;80;2;3;1
93;;DRACHE (37) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;0.616667026;47.05;519600;6664300;;;;;;;;;;;;;NC;DRACHE;37098;37;37800;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;635;NC;Néant;NC;NC;>70;0;3;2
96;;HUISMES (37) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;0.249999993;47.23333303;492100;6684900;;;;;;;;;;;;;NC;HUISMES;37118;37;37420;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;1390;NC;Néant;NC;NC;>70;0;3;2
95;;GENILLE (37) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;1.0987263;47.1851659;556038;6677831;;;;;;;;;;;;;NC;GENILLE;37111;37;37460;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;1425;NC;Néant;NC;NC;>70;0;3;2
162;;VILLENY (41) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;1.7550618;47.6233022;606497;6725506;;;;;;;;;;;;;NC;VILLENY;41285;41;41220;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;334;NC;Néant;NC;NC;>70;0;3;2
161;;VENDOME (41) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;1.066517;47.793543;555254;6745455;;;;;;;;;;;;;NC;VENDOME;41269;41;41100;1;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;17707;NC;Néant;NC;NC;>0;0;2;2
164;1;AMILLY (45) | Collège Robert Schuman;fiches_individuelles/fiche_rc_164.pdf;2.759025;47.9934836;682026;6765927;CONSEIL DEPARTEMENTAL 45;15 RUE EUGENE VIGNAT;45000;ORLEANS (45);238254545;;;;;;;;RT;AMILLY;45004;45;45200;1;*200;Non;Absence d'ENR&R;Non;Non;Non;Non;Oui;Non;Non;Gaz;0.234;Non;;11497;NC;Non;*200;0 à 0,5 Gwh / an;0;1;1;3
163;1;VINEUIL (41) | ZAC des Paradis;fiches_individuelles/fiche_rc_163.pdf;1.3808961;47.5828278;578306;6721520;COMMUNE DE VINEUIL (41);ROUTE DE LA REPUBLIQUE;41350;VINEUIL (41);254505450;mairie.vineuil@vineuil41.fr;DALKIA (GROUPE EDF);37 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY;59350;SAINT-ANDRE-LEZ-LILLE (59);320634242;guillaume.coupeau@dalkia.fr;SPDC;VINEUIL;41295;41;41350;;6000;2000;ENR&R >= 70%;Oui;Non;Non;Non;Oui;Non;Non;Biomasse Gaz;0.057;Non;388 équivalents logements (source : Via Sèva);6651;3617;Oui;3690;+ 2 Gwh / an;80;3;3;1
166;1;AMILLY (45) | Réseau intercommunal Hôpital depuis l’UIOM;fiches_individuelles/fiche_rc_166.pdf;2.7728259;47.9985326;683057;6766485;CA MONTARGOISE ET RIVES DU LOING (A.M.E.);1 RUE DU FAUBOURG DE LA CHAUSSEE BP 317;45200;MONTARGIS (45);238950202;;DALKIA (GROUPE EDF);37 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY;59350;SAINT-ANDRE-LEZ-LILLE (59);320634242;guillaume.coupeau@dalkia.fr;SPDC;AMILLY;45004;45;45200;1;*7530;NC;NC(Non connu);Non;Non;Oui;Non;Oui;Non;Non;UVE Gaz;0.043;Oui;1 209 équivalents logements (source : Via Sèva);11497;2223;Oui;15713;+ 2 Gwh / an;84;3;3;1
165;1;AMILLY (45) | Lycée Le Chesnois;fiches_individuelles/fiche_rc_165.pdf;2.7294711;47.9655666;679811;6762832;REGION NOUVELLE CENTRE VAL DE LOIRE;9 RUE SAINT PIERRE LENTIN;45041;ORLEANS (45);238703030;danielle.lebon@regioncentre.fr;;;;;;;RT;AMILLY;45004;45;45200;1;NC;700;ENR&R >= 70%;Non;Non;Non;Non;Non;Oui;Non;Fioul;NC;Non;;11497;NC;Non;970;0,5 à 2 Gwh / an;>0;2;2;1
168;1;BEAUGENCY (45) | Collège Robert Goupil;fiches_individuelles/fiche_rc_168.pdf;1.6280052;47.7755346;597249;6742575;CONSEIL DEPARTEMENTAL 45;15 RUE EUGENE VIGNAT;45000;ORLEANS (45);238254545;;;;;;;;RT;BEAUGENCY;45028;45;45190;1;*200;Non;Absence d'ENR&R;Non;Non;Non;Non;NC;NC;Non;;NC;Non;;7106;NC;Non;*200;0 à 0,5 Gwh / an;0;1;1;3
167;;ASCHERES-LE-MARCHE (45) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;2.0084206;48.107238;626200;6779004;;;;;;;;;;;;;NC;ASCHERES-LE-MARCHE;45009;45;45170;1;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;1052;NC;Néant;NC;NC;>70;0;3;2
170;1;BEAUNE-LA-ROLANDE (45) | Collège Frederic Bazille;fiches_individuelles/fiche_rc_170.pdf;2.4366488;48.0708181;658042;6774643;CONSEIL DEPARTEMENTAL 45;15 RUE EUGENE VIGNAT;45000;ORLEANS (45);238254545;;;;;;;;RT;BEAUNE-LA-ROLANDE;45030;45;45340;1;*200;Non;Absence d'ENR&R;Non;Non;Non;Non;Oui;Non;Non;Gaz;0.234;Non;;2102;NC;Non;*200;0 à 0,5 Gwh / an;0;1;1;1
169;;BEAULIEU-SUR-LOIRE (45) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;2.8126969;47.544581;685911;6716040;;;;;;;;;;;;;NC;BEAULIEU-SUR-LOIRE;45029;45;45630;;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;1693;NC;Néant;NC;NC;>70;0;3;2
172;1;CHALETTE-SUR-LOING (45) | Collège Pablo Picasso;fiches_individuelles/fiche_rc_172.pdf;2.7352205;48.0324974;680265;6770268;CONSEIL DEPARTEMENTAL 45;15 RUE EUGENE VIGNAT;45000;ORLEANS (45);238254545;;;;;;;;RT;CHALETTE-SUR-LOING;45068;45;45120;1;*200;NC;NC(Non connu);Non;Oui;Non;Non;Oui;Non;Non;Géothermie Gaz;NC;Non;;13969;NC;Non;*200;0 à 0,5 Gwh / an;>70;1;3;1
171;;CEPOY (45) | Réseau communal;fiches_individuelles/fiche_inexistante.pdf;2.733332977;48.05000002;680400;6771800;;;;;;;;;;;;;NC;CEPOY;45061;45;45120;1;NC;NC;NC(Non connu);Oui;NC;NC;NC;NC;NC;NC;Biomasse;NC;NC;;2064;NC;Néant;NC;NC;>70;0;3;2
174;1;CHATILLON-SUR-LOIRE (45) | Collège  Dezarnaulds;fiches_individuelles/fiche_rc_174.pdf;2.7446363;47.5905928;680808;6721166;CONSEIL DEPARTEMENTAL 45;15 RUE EUGENE VIGNAT;45000;ORLEANS (45);238254545;;;;;;;;RT;CHATILLON-SUR-LOIRE;45087;45;45360;1;*200;Non;Absence d'ENR&R;Non;Non;Non;Non;NC;NC;Aérothermie;;NC;Non;;2947;NC;Non;*200;0 à 0,5 Gwh / an;0;1;1;2
173;1;CHATEAUNEUF-SUR-LOIRE (45) | Collège Jean Joudiou;fiches_individuelles/fiche_rc_173.pdf;2.2199912;47.8658831;641681;6752009;CONSEIL DEPARTEMENTAL 45;15 RUE EUGENE VIGNAT;45000;ORLEANS (45);238254545;;;;;;;;RT;CHATEAUNEUF-SUR-LOIRE;45082;45;45110;1;*200;Non;Absence d'ENR&R;Non;Non;Non;Non;Oui;Non;Non;Gaz;0.234;Non;;7032;NC;Non;200;0 à 0,5 Gwh / an;0;1;1;3
176;1;CORBEILLES (45) | Réseau communal;fiches_individuelles/fiche_rc_176.pdf;2.5533553;48.07382;666736;6774921;COMMUNE DE CORBEILLES (45);LE CHÂTEAU BP 18;45490;CORBEILLES (45);238922010;administratif@mairie-corbeilles.fr;;;;;;;RT;CORBEILLES;45103;45;45490;1;1100;400;ENR&R < 70%;Oui;Non;Non;Non;Non;Oui;Non;Biomasse Fioul;0.023;Non;;1467;771;Non;925;0,5 à 2 Gwh / an;90;2;3;2
175;1;CHILLEURS-AUX-BOIS (45) | Château de Chamerolles;fiches_individuelles/fiche_rc_175.pdf;2.1647772;48.0590532;637780;6773515;CONSEIL DEPARTEMENTAL 45;15 RUE EUGENE VIGNAT;45000;ORLEANS (45);238254545;;;;;;;;RT;CHILLEURS-AUX-BOIS;45095;45;45170;1;430;200;ENR&R < 70%;Oui;Non;Non;Non;Non;Oui;Non;Biomasse Fioul;0.07;Non;;1703;NC;Non;*500;+ 2 Gwh / an;70;2;3;1
178;1;DADONVILLE (45) | Salle polyvalente + mairie + SIRIS;fiches_individuelles/fiche_rc_178.pdf;2.2541511;48.1412643;644524;6782584;COMMUNE DE DADONVILLE (45);RUE DU PRESSOIR;45300;DADONVILLE (45);238330019;contact@dadonville.fr;;;;;;;RT;DADONVILLE;45119;45;45300;1;120;120;ENR&R < 70%;Non;Oui;Non;Non;Non;Non;Non;Géothermie;0.05;Non;;1873;110;Non;136;0 à 0,5 Gwh / an;100;1;3;3
177;1;COURTENAY (45) | Réseau communal;fiches_individuelles/fiche_rc_177.pdf;3.0538867;48.0375163;704016;6770794;COMMUNE DE COURTENAY (45);1 PLACE HONORE COMBE;45320;COURTENAY (45);238974046;contact@courtenay45.fr;;;;;;;RT;COURTENAY;45115;45;45320;1;*400;400;ENR&R < 70%;Oui;Non;Non;Non;Oui;Non;Non;Biomasse Gaz;0.035;Non;;3437;388;Non;*750;0,5 à 2 Gwh / an;85;2;3;3
180;1;FLEURY-LES-AUBRAIS (45) | 3F Les Andrillons;fiches_individuelles/fiche_rc_180.pdf;1.9110062;47.9361375;618688;6760088;GROUPE IMMOBILIER 3F - LES ANDRILLONS;8 RUE FERNAND LEGER;45400;FLEURY-LES-AUBRAIS (45);;;ENGIE COFELY CENTRE-OUEST;2 RUE DE LA TOUCHE LAMBERT;35510;CESSON-SEVIGNE (35);299276565;eric.lecorre@engie.com;RT;FLEURY-LES-AUBRAIS;45147;45;45400;1;4150;700;ENR&R >= 70%;Oui;Non;Non;Non;Oui;Non;Non;Biomasse Gaz;0.082;Non;;20690;404;Non;4252;+ 2 Gwh / an;65;3;2;3
179;1;DRY (45) | EHPAD (Villecante);fiches_individuelles/fiche_rc_179.pdf;1.7271634;47.8048735;604727;6745710;EHPAD - MAISON DE RETRAITE DEPARTEMENTALE DE VILLECANTE;1277 RUE ROGER OLLIVIER;45370;DRY (45);238457085;;;;;;;;RT;DRY;45130;45;45370;1;2336;400;ENR&R < 70%;Oui;Non;Non;Non;Non;Oui;Non;Biomasse Fioul;NC;Non;;1191;184;Non;1500;0,5 à 2 Gwh / an;80;2;3;1
182;1;FLEURY-LES-AUBRAIS (45) | Réseau communal;fiches_individuelles/fiche_rc_182.pdf;1.9189577;47.9284616;619270;6759227;COMMUNE DE FLEURY-LES-AUBRAIS (45);7 PLACE DE LA REPUBLIQUE BP 12200;45400;FLEURY-LES-AUBRAIS (45);238719393;secretariat.mairie@ville-fleurylesaubrais.fr;SOFLEC (SOCIETE DE CHAUFFAGE FLEURY);76 BOULEVARD DE LAMBALLE;45400;FLEURY-LES-AUBRAIS (45);238619611;;SPDC;FLEURY-LES-AUBRAIS;45147;45;45400;1;26000;4500;ENR&R >= 70%;Oui;Non;Non;Non;Oui;Non;Non;Biomasse Gaz;0.07;Oui;2 041 équivalents logements (source : Via Sèva);20690;7443;Oui;26194;+ 2 Gwh / an;70;3;3;3
181;1;FLEURY-LES-AUBRAIS (45) | EPSM Georges Daumezon;fiches_individuelles/fiche_rc_181.pdf;1.9426505;47.9451117;621064;6761053;EPSM GEORGES DAUMEZON;;;;;;;;;;;;RT;FLEURY-LES-AUBRAIS;45147;45;45400;1;3500;Non;Absence d'ENR&R;Non;Non;Non;Non;Oui;Oui;Non;Gaz Fioul;0.234;NC;;20690;2048;Non;10200;+ 2 Gwh / an;0;3;1;3
