Id,DATE_DERNIERE_MAJ,TYPE,CATEGORIE,SPECIALITES,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,CHAINES,LOGIS_CLASSEMENT,NBRE_MAX_COUVERTS,OUVERTURE,TARIFS,EQUIPEMENTS,SERVICES
RESAQU024V504VB8,03/01/2020,Hôtel restaurant,Restaurant gastronomique,Cuisine gastronomique,L'Un des Sens,24 rue Michel Montaigne,,,,24610,VILLEFRANCHE-DE-LONCHAT,24584,+33 5 53 82 35 86,,lundessens@yahoo.com,http://www.lundessens-restaurant.com,0.05793500,44.9476575,Oui,,,,,40,01/01/2020|31/12/2020|||||,"Menu adulte||16,00|Formule du midi # Menu adulte|33,00|47,00| # Menu enfant||15,00|",Bar # Parking privé,
RESAQU064FS0008Q,03/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,Lusitano 2,,,50 rue Principale,,64230,POEY-DE-LESCAR,64448,+33 5 59 68 48 77,,,, -0.4694044,43.3529307,,,,,,65,01/01/2020|31/12/2020|12:00|14:30|||,"Menu adulte|13,00|18,90| # Menu enfant|8,50|8,50|",Bar # Climatisation # Matériel enfant # Parking privé # Terrasse,Plats à emporter # Wifi
RESAQU064V507L43,30/01/2020,Restaurant,Restaurant traditionnel,Cuisine européenne # Régionale française,L'XO,,,2 rue des Fougères,ZI Berlanne,64160,MORLAAS,64405,+33 5 59 12 28 98,+33 6 58 09 39 13,contact@l-xo.fr,http://www.l-xo.fr, -0.2997175,43.3238688,Oui,,,,,,,,,
RESAQU047V507JWJ,03/01/2020,Restaurant,Bistrot / bar à vin # Brasserie,Cuisine traditionnelle # Tapas,M & Moi,,,25 place Jean-Baptiste Durand,,47000,AGEN,47001,+33 5 53 96 42 06,,,,0.6176260,44.2039461,,,,,,,01/01/2020|31/12/2020|08:00|15:00|20:00|02:00|Dimanche,"A la carte|13,00|18,00| # Menu enfant|8,00|8,00| # Menu adulte|9,00|9,00|Plat du jour",Bar # Climatisation # Terrasse,
RESAQU024V50DJGN,31/01/2020,Restaurant,Restauration rapide,Cuisine traditionnelle # Nouvelle cuisine française,M. & Mme Dièse,,,5 Rue André Saigne,,24000,PERIGUEUX,24322,+33 5 53 54 46 99,+33 6 10 80 49 32,,,0.71967,45.183712,Oui,,,,,,,,,
RESAQU033FS000KM,03/01/2020,Traiteur (sans restaurant),Restaurant traditionnel,Régionale française,M. Stephane Courregelongue,,,33 rue Jouglas,,33380,BIGANOS,33051,,+33 6 08 92 75 44,,, -0.9997454,44.6641458,,,,,,,,,,
RESAQU040FS000NQ,27/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle # Poisson / fruits de mer,Ma Cabane sur le port,,,"3, rue des pêcheurs",,40130,CAPBRETON,40065,+33 5 58 72 13 42,,macabanesurleport@orange.fr,, -1.4401531,43.6531903,Oui,,,,,30,01/01/2020|31/12/2020|||||,A la carte|||les entrées 12€  et les plats 22€ Desserts 9€ # Menu adulte|||Entrée Plat Dessert,Terrasse,
RESAQU064V5ADU32,03/01/2020,Restaurant,Restauration rapide,Burger # Cuisine nord-américaine,Mac Donalds,,,ZI Layatz,RD 810,64500,SAINT-JEAN-DE-LUZ,64483,+33 5 59 26 26 26,,,, -1.6610410,43.3858024,Non,,,,,,,,,
RESAQU040V50LVYJ,03/01/2020,Restauration ambulante / Vente à emporter ,Traiteur,Cuisine européenne # Salades # Tapas,Made With Love,Place des Halles,,,,40150,SOORTS-HOSSEGOR,40304,,+33 6 11 46 26 07,,http://www.madewithlove-cupcakes.fr  , -1.428007,43.657604,Oui,,,,,,,,,Traiteur
RESAQU047V50E16H,03/01/2020,Restaurant,Restaurant à thème # Salon de thé,Cuisine diététique # Cuisine européenne # Cuisine végétarienne # Salades # Sandwichs,Maggie's Coffee Shop,,,1 Place de la Libération,,47210,VILLEREAL,47324,+33 5 53 01 21 27,,maggiesvillereal@gmail.com,,0.74385,44.637339,Oui,,,,,30,01/10/2020|30/04/2021|||||Dimanche - Jeudi - Lundi # 01/05/2020|30/09/2020|||||Dimanche - Lundi,"A la carte|4,00|12,50|",Jeux pour enfants # Matériel enfant # Terrasse,Wifi
RESAQU047FS000L9,03/01/2020,Restaurant,Pizzeria # Restauration rapide,Cuisine européenne # Cuisine méditerranéenne # Salades,Magic Pizza,,,10 boulevard Georges Leygues,,47300,VILLENEUVE-SUR-LOT,47323,+33 5 53 40 31 04 # +33 5 53 40 31 04,,,http://www.magicpizza47.com ,0.7068380,44.4087335,,,,,,10,01/01/2020|31/12/2020|11:00|13:30|18:00|22:00|Dimanche après midi - Lundi,"A la carte|8,00||Pizzas",Climatisation,Plats à emporter # Wifi
RESAQU033FS000LH,03/01/2020,Restaurant,Restauration rapide,Cuisine traditionnelle # Sandwichs,Magic Pyla,,,Parking de la Dune,,33115,LA TESTE-DE-BUCH,33529,+33 5 56 22 65 74,+33 6 85 66 45 95,,, -1.2002563,44.5979237,Oui,,,,,40,01/04/2020|01/11/2020|||||,,Terrasse,
RESAQU040V50CBEL,02/01/2018,Restaurant,Restaurant à thème # Restauration rapide # Salon de thé,Cuisine bio # Cuisine diététique # Salades,Magnolia Café,,,173 av. des Couteliers,Parc d'Activité Pédebert - Soorts,40150,SOORTS-HOSSEGOR,40304,+33 9 50 39 33 13,,,, -1.3851779,43.6719102,Oui,,,,,60,,,Climatisation # Terrasse,Plats à emporter # Wifi
RESAQU064FS0015L,03/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,Mahaina,,,5 rue de la Madeleine,,64210,BIDART,64125,+33 5 59 26 89 55,,,, -1.5907100,43.4394820,Non,,,,,,,,,
RESAQU033V50FTQT,03/01/2020,Restaurant,Restaurant à thème,Tartes,Maison & Tartine,,,6 place Lucien de Gracia,,33120,ARCACHON,33009,,+33 6 83 41 37 67,,https://www.maison-et-tartine.com, -1.1707843,44.6608686,Oui,,,,,,01/01/2020|31/12/2020|||||,,Terrasse,Plats à emporter
RESAQU064FS001DL,01/02/2020,Restaurant,Brasserie # Crêperie # Restauration rapide # Salon de thé,Cuisine traditionnelle # Salades # Tartes,Maison Casaux,,,Esplanade du Valentin,,64440,EAUX-BONNES,64204,+33 5 59 05 11 60,+33 6 73 92 21 03,janetxe64@gmail.com,, -0.3320896,42.9577887,Oui,,,,,40,,,Bar # Terrasse,Wifi
RESAQU033FS000JQ,03/01/2020,Hôtel restaurant,Restaurant gastronomique,Cuisine gastronomique,Maison Claude Darroze,,,95 cours du Général Leclerc,,33210,LANGON,33227,+33 5 56 63 00 48,,contact@darroze.com,http://www.darroze.com, -0.2466122,44.5529366,Oui,,Tables & Auberges de France # Vignobles et découvertes,Tables et Auberges de France,,70,01/01/2020|31/05/2020|12:00|14:30|19:00|21:30|Dimanche soir - Lundi # 01/06/2020|30/09/2020|12:00|14:30|19:00|21:30| # 01/10/2020|31/12/2020|12:00|14:30|19:00|21:30|Dimanche soir - Lundi,"Menu adulte|32,00||Menu bistronomique le midi du lundi au samedi # Menu adulte|58,00|95,00| # Menu enfant|15,00|20,00|",Cave à vin # Climatisation # Garage privé # Parking privé # Terrasse,Banquet # Gourmet Bag # Séminaire # Traiteur
RESAQU064V54W2IB,03/01/2020,Restaurant,Restaurant gastronomique,Cuisine traditionnelle,Maison des Lacs,,,Chemin de la Passerelle,,64110,LAROIN,64315,+33 5 47 92 92 81,,lamaisondeslacslaroin@gmail.com,http://www.maison-lacs-laroin.fr/, -0.4314458,43.3075405,Oui,,Maître Restaurateur # Vignobles et découvertes,,,60,01/01/2020|31/12/2020|12:00|14:00|||,"Menu adulte|15,00|30,00| # Menu enfant|12,00|12,00|",Bar # Parking privé # Terrasse,Banquet # Séminaire
RESAQU033V50LZUW,03/01/2020,Traiteur (sans restaurant),Restaurant à thème,Cuisine européenne,Maison des Vins de Cadillac,,,104 Rue Cazeaux Cazalet,,33410,CADILLAC,33081,+33 5 57 98 19 20,,contact@maisondesvinsdecadillac.com,http://www.maisondesvinsdecadillac.com, -0.3227195,44.6386615,Oui,,,,,,02/01/2020|31/12/2020|||||,"Menu adulte|35,00||",,
RESAQU024V503GKX,03/01/2020,Restaurant,Restaurant traditionnel,Cuisine gastronomique # Cuisine traditionnelle,Maison Dupéliac,,,Chemin du Haut Vialard,,24200,SARLAT-LA-CANEDA,24520,+33 5 53 30 82 60,,restaurant@dupeliac.com,http://www.maisondupeliac.com,1.25320150,44.8652284,Oui,,,,,,01/01/2020|31/12/2020|||||,,,Wifi
RESAQU064V57RK9B,03/01/2020,Restaurant,Salon de thé,Tartes,Maison Françis Miot,,,46-48 rue Joffre,,64000,PAU,64445,+33 5 59 27 69 51,,,https://www.francis-miot.com/, -0.3735229,43.2953748,Oui,,,,,30,02/01/2020|31/12/2020|12:00|15:00|||Dimanche,"Menu adulte|12,00|15,00| # Menu enfant|8,00|8,00|",Terrasse,
RESAQU064FS000CP,03/01/2020,Restaurant,Restaurant traditionnel,Cuisine gastronomique # Cuisine traditionnelle # Salades # Viandes,Maison Gouaillardeu,,,47 rue Marcel Loubens,,64570,ARETTE,64040,+33 5 59 34 64 65,,bar.gouaillardeu@gmail.com,http://www.restaurantgouaillardeu.fr, -0.7168890,43.0950700,Non,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,,,,,01/06/2020|30/08/2020||||| # 01/01/2020|31/05/2020|||||Lundi soir # 01/09/2020|31/12/2020|||||Lundi soir,Menu adulte|||Menu du jour en semaine,Bar # Terrasse,Wifi
RESAQU040V50KF7J,27/01/2020,Restaurant,Restaurant traditionnel # Traiteur,Poisson / fruits de mer,Maison Goustut,,,Quai de la Pêcherie,,40130,CAPBRETON,40065,+33 5 58 42 18 38,,maison.goustut@orange.fr,, -1.4334973,43.6520562,Oui,,,,,,01/01/2020|31/12/2020|||||,,,
RESAQU040FS0001H,13/01/2020,Restauration ambulante / Vente à emporter ,Restauration rapide,Glaces,Maison Rody,,,Place Dufau,,40600,BISCARROSSE,40046,+33 5 58 78 34 48,,,, -1.2512612,44.4451477,Oui,,,,,,07/03/2020|13/09/2020|||||,,,
RESAQU064FS001T1,03/01/2020,Restaurant,Brasserie,Cuisine traditionnelle,Maïténa (le),,,7 rue d'Alsace,,64200,BIARRITZ,64122,+33 5 59 24 50 58,,lemaitena@orange.fr,, -1.5504686,43.4865824,,,,,,,01/01/2020|31/12/2020|||||,"A la carte|7,00|13,00|",Climatisation # Terrasse,Wifi
RESAQU04001M8B9N,03/01/2020,Restaurant,Pizzeria,Cuisine méditerranéenne,Maître Pizza (Pizzas à emporter),,,180 Place Richard Feuillet ,,40440,ONDRES,40209,+33 5 59 45 35 23,,maitrepizza@gmail.com,http://www.pizzaondres.com, -1.4469465,43.5623064,Oui,,,,,,01/01/2019|31/12/2020|||||,,,Plats à emporter
RESAQU064FS000RQ,03/01/2020,Restaurant,Crêperie # Pizzeria,Cuisine européenne # Cuisine traditionnelle # Pizzas,Majestic Chez Fernanda (le),,,5 avenue Reine Victoria,,64200,BIARRITZ,64122,+33 5 59 22 01 83,,bernard.fournier716@orange.fr,, -1.5550192,43.4852114,,,,,,,01/01/2020|31/12/2020|||||,"A la carte|8,00|20,00|",,
RESAQU064V5A3VN7,03/01/2020,Restaurant,Restaurant traditionnel,Cuisine bio # Cuisine traditionnelle # Tapas # Tartes,Malh Massibe,,,7 place de la Mairie,,64260,BIELLE,64127,+33 9 88 08 05 25,,mailhmassibe@gmail.com,, -0.4316925,43.0549029,Non,,,,,10,02/01/2020|31/12/2020|||||,"Menu adulte|12,80||menu du jour # Autre tarif|||formule tapas",Bar # Terrasse,
RESAQU064V505UBB,08/01/2020,Restaurant,Crêperie,Régionale française,Mam Korydwen,,,67 rue Castetnau,,64000,PAU,64445,+33 5 24 98 86 11,+33 6 81 84 62 90,mamkorydwen@gmail.com,http://www.mamkorydwen.fr, -0.3653635,43.3002568,Oui,,,,,14,02/01/2020|31/12/2020|11:00|14:30|||,"Menu adulte|11,80|11,80|Menu du midi # A la carte|4,50|11,50|",Bar # Terrasse,Wifi
RESAQU040V50LCH0,13/01/2020,Restaurant,Restaurant traditionnel,Régionale française,Mama Freda,,,Plage Sud,,40600,BISCARROSSE,40046,+33 5 24 27 81 95,,,, -1.2457439,44.4411733,Non,,,,,,01/04/2020|30/09/2020|||||,,Terrasse,
RESAQU040FS0009U,24/01/2020,Restaurant,Restaurant à thème,Cuisine africaine # Cuisine traditionnelle # Tapas,Mamasè,,,5 avenue Côte d'Argent ,Au Bourg,40660,MESSANGES,40181,+33 5 58 48 92 05,+33 6 29 79 32 41,denat.thierry@wanadoo.fr,http://www.restaurant-mamase.fr, -1.3783770,43.8157330,Non,,,,,56,13/01/2020|18/12/2020|||||,"A la carte|9,50|32,00|Poulet Yassa 19,00 # Menu adulte|12,50|14,90|entrée, plat dessert :14,50 # Menu enfant|8,50|9,90|cordon bleu ou steak haché ou jambon blanc frites/pates boule glace ou glace  # Autre tarif|19,00|21,00|tajine d'agneau aux pruneaux , tajine de veau aux figues , tajine végétarien ",Bar # Parking privé # Terrasse,Plats à emporter # Séminaire # Wifi
RESAQU033V50CY4E,03/01/2020,Restaurant,Crêperie # Restauration rapide,Glaces # Salades # Sandwichs,Mamba Café,,,155 route du Cap Ferret,Le Canon,33970,LEGE-CAP-FERRET,33236,+33 5 56 03 25 50,+33 6 85 90 90 40,mamba-cafe@orange.fr,http://www.mamba-café.fr, -1.2292738,44.7001012,,,,,,20,01/04/2020|31/10/2020|||||,,,Wifi
RESAQU040V50K1TL,24/01/2020,Restaurant,,Cuisine traditionnelle,Mambo Delizie Italiane,,,81 Avenue Maréchal de Lattre de Tassigny,,40130,CAPBRETON,40065,+33 9 73 23 34 13,+33 7 85 72 34 55,,, -1.4436253,43.6492925,Oui,,,,,,13/03/2020|13/12/2020|||||,,,
RESAQU040V50KZY9,03/01/2020,Restaurant,Brasserie,Cuisine européenne # Cuisine traditionnelle,Maméta Bistro,,,40 Boulevard de la République,,40000,MONT-DE-MARSAN,40192,+33 5 58 79 00 31,,contact@mameta-bistro.com,http://www.mameta-bistro.com, -0.5008775,43.8871415,Oui,,,,,100,,"Menu adulte|9,50|9,50|Plat du jour # A la carte|15,00|15,00|Ticket moyen à la carte",Bar # Climatisation # Matériel enfant # Terrasse,Banquet # Séminaire # Traiteur # Wifi
RESAQU064FS000RM,21/01/2020,Restaurant,Restaurant à thème,Cuisine africaine,Mamounia (la),,,4 rue Jean Bart,,64200,BIARRITZ,64122,+33 5 59 24 76 08,,,https://www.la-mamounia.fr/, -1.5585989,43.4810644,Oui,,,,,,01/01/2020|31/12/2020|||||,"A la carte|17,00|22,00|",,Wifi
RESAQU064V50FK20,03/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle # Cuisine végétarienne,Mange disque,,,5 rue des Prébendés,,64100,BAYONNE,64102,+33 5 59 29 61 02,,mangedisque@outlook.fr,, -1.4780863,43.4901697,Oui,,,,,21,01/01/2020|31/12/2020|09:00|||19:00|Dimanche,"A la carte|6,50|13,00| # Menu adulte|15,00|| # Menu enfant|5,00|8,00|",Terrasse,Wifi
RESAQU024FS000IO,31/01/2020,Restaurant,Restaurant traditionnel,Cuisine asiatique,Manoir de Bellerive,Route de Siorac,,Bellerive,,24480,LE BUISSON-DE-CADOUIN,24068,+33 5 53 22 16 16,,contact@bellerivehotel.com,http://www.bellerivehotel.com,0.92233657,44.8451592,Oui,,,,,35,01/04/2020|27/12/2020|||||Lundi - Mardi,"Menu adulte|28,00|39,00| # Menu enfant|12,00|12,00|",Bar # Climatisation # Jardin # Jeux pour enfants # Parc # Parking privé # Salle(s) de réunion # Terrasse,Wifi
RESAQU064FS0004J,09/01/2020,Restaurant,Restaurant gastronomique,Cuisine gastronomique # Cuisine traditionnelle,Marc Destrade,,,30 rue Pasteur,,64000,PAU,64445,+33 5 59 27 62 60,,destrade.marc@orange.fr ,http://www.restaurant-marc-destrade.com/ , -0.3722206,43.3022007,,,,,,60,02/01/2020|31/12/2020|12:00|14:00|19:30|21:30|Lundi,"Menu adulte|17,00|17,00|Menu du midi # Menu adulte|36,00|44,00| # A la carte|45,00|55,00|",,
RESAQU064V5A4EIS,10/01/2020,Restaurant,Crêperie,Régionale française # Salades,Marche ou Crêpes,Lac de Bious-Artigues,,Gabas,,64440,LARUNS,64320,,+33 6 40 33 08 10,,, -0.4479118,42.8691052,Oui,,,,,,15/05/2020|15/10/2020|||||,A la carte|||Agneau grillé des Pyrénées # A la carte|||Galettes # A la carte|||Crêpes sucrées,Bar # Terrasse,
RESAQU024FS000KU,30/01/2020,Restaurant,Restaurant à thème # Restaurant gastronomique,Cuisine sud-américaine # Cuisine traditionnelle,Maria Bonita - Le Bistrot,,,,Le Bourg,24170,SAINT-LAURENT-LA-VALLEE,24438,+33 5 53 31 10 35,,mblebistrot@gmail.com,,1.109546,44.7488079,Oui,,,,,76,,,Bar # Jeux pour enfants # Parking privé # Terrasse,Wifi
RESAQU064V57YEQT,31/12/2018,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,Marie-Thérèze Duizidou,,,,Quartier Estampourre,64450,VIVEN,64560,+33 5 59 04 83 71,,,, -0.3632413,43.4658552,Oui,,,,,,,,,
RESAQU064FS000RV,03/01/2020,Restaurant,Bistrot / bar à vin # Brasserie,Cuisine traditionnelle,Marine (La),,,28 rue Mazagran,,64200,BIARRITZ,64122,+33 5 59 24 34 09,,,, -1.5645138,43.4818882,,,,,,16,01/01/2020|31/12/2020|||||,"A la carte|7,00|18,00|",Bar # Terrasse,Wifi
RESAQU047FS0001A,03/01/2020,Restaurant,Restaurant gastronomique,Cuisine gastronomique # Nouvelle cuisine française,Mariottat,,,25 rue Louis Vivent,,47000,AGEN,47001,+33 5 53 77 99 77,,contact@restaurant-mariottat.com,http://www.restaurant-mariottat.com,0.6132306,44.2018173,,,Maître Restaurateur # Sourire du Lot-et-Garonne,Association des maîtres cuisiniers de France,,30,01/01/2020|30/04/2020|12:00|13:15|20:00|21:15|Dimanche soir - Lundi - Mercredi midi - Samedi midi # 01/05/2020|31/08/2020|12:00|13:15|20:00|21:15|Dimanche soir - Lundi - Samedi midi # 01/09/2020|31/12/2020|12:00|13:15|20:00|21:15|Dimanche soir - Lundi - Mercredi midi - Samedi midi,"Menu adulte|90,00|90,00|Menu dégustation # Menu enfant|18,00|18,00| # Menu adulte|28,00|28,00|Déjeuner sauf dimanche et jours fériés # Menu adulte|55,00|55,00|déjeuner et dîner",Climatisation # Jardin # Parc # Parking privé # Terrasse,
RESAQU040V50FBJY,25/01/2018,Restauration ambulante / Vente à emporter ,Restauration rapide,Burger # Viandes,Marrakech Kebab,,,Place de l'Hôtel de Ville,,40140,SOUSTONS,40310,,,,, -1.3265300,43.7558512,Oui,,,,,,,,,
RESAQU064V59X1P9,08/01/2020,Restaurant,Restaurant à thème,Cuisine indienne,Massala House,,,13 Route Nationale 117,,64320,LEE,64329,,+33 6 02 31 40 51,ak02314051@gmail.com,, -0.288519,43.294135,Oui,,,,,82,02/01/2020|31/12/2020|11:30|14:00|19:00|22:00|,"Menu adulte|11,90|11,90|Menu du midi en semaine # A la carte|16,00|16,00|",Terrasse,
RESAQU024V50D43F,03/01/2020,Restauration ambulante / Vente à emporter ,Pizzeria,Cuisine bistronomique # Cuisine gastronomique,Mataguerre (pizza),,,7 Cours Fénelon,,24000,PERIGUEUX,24322,+33 5 53 35 49 43,,,https://mataguerre.com,0.719574,45.182459,Oui,,,,,,,,,
RESAQU024V50FC33,31/01/2020,Restaurant,Pizzeria # Restaurant gastronomique,Cuisine méditerranéenne # Pizzas,Mataguerre Gastronomie-Pizzeria-bocal,,,7 Cours Fénelon,,24000,PERIGUEUX,24322,+33 5 53 35 49 43,,,,0.719574,45.182459,Oui,,,,,,,,,
RESAQU033V50LXN0,03/01/2020,Restaurant,Restauration rapide,Sandwichs,Maxi Coffee - Coffee Shop & Store,,,1051 boulevard de l'Industrie,,33260,LA TESTE-DE-BUCH,33529,+33 5 57 16 24 82,,,http://www.maxicoffee.com/coffee-shop-s-f-386.html, -1.1297640,44.6086822,Oui,,,,,42,01/01/2020|31/12/2020|||||,,,Plats à emporter # Séminaire # Wifi
RESAQU064V5A05RQ,08/01/2020,Restaurant,Restaurant gastronomique,Cuisine gastronomique,Maynats,,,3 Rue du Hedas,,64000,PAU,64445,+33 5 59 27 68 65,,contact@maynats.fr,, -0.372554,43.296363,Oui,,,,,35,02/01/2020|31/12/2020|12:00|14:00|19:45|22:00|Dimanche - Lundi,"Menu adulte|20,00|20,00|Menu du jour complet # A la carte|24,00|24,00|Plat # Menu adulte|37,00|37,00|Menu 3 services # Menu adulte|48,00|48,00|Menu dégustation",Matériel enfant,
RESAQU040V5071W4,21/05/2019,Restaurant,Restauration rapide,Cuisine nord-américaine # Salades,Mc Donald,Route d'Orthez Centre commercial du Petit Rey,,,,40700,HAGETMAU,40119,,,,, -0.5910350,43.6571320,,,,,,,,,,
RESAQU04001SP735,01/02/2020,Restaurant,Restaurant traditionnel # Restauration rapide,Glaces # Salades # Sandwichs,Mc Donald's,,,1 avenue de la liberté,,40990,SAINT-PAUL-LES-DAX,40279,+33 5 58 91 96 96,,,https://www.restaurants.mcdonalds.fr/mcdonalds-saint-paul-les-dax, -1.0507205,43.7234700,,,,,,150,01/01/2020|31/12/2020|10:00|||23:00|,"Menu adulte|4,95|10,20| # Menu enfant|4,95||",Climatisation # Jeux pour enfants # Matériel enfant # Parking privé # Terrasse,Plats à emporter # Wifi
RESAQU033FS001BD,03/01/2020,Restaurant,Restauration rapide,Salades # Sandwichs,Mc Donald's,,,290 rue Nationale,,33240,SAINT-ANDRE-DE-CUBZAC,33366,+33 5 57 43 68 68,,0805@net.mcdonalds.fr,, -0.4366176,45.0055532,Oui,,,,,,01/01/2020|31/12/2020|||||,,Jeux pour enfants # Matériel enfant # Parking privé # Terrasse,Commande en ligne # Plats à emporter # Wifi
RESAQU033FS000LB,03/01/2020,Restaurant,Restauration rapide,Sandwichs,Mc Donald's,,,3 avenue de Binghamton,,33260,LA TESTE-DE-BUCH,33529,+33 5 56 54 12 12,,,, -1.1359691,44.6164695,Oui,,,,,,01/01/2020|31/12/2020|||||,,Jeux pour enfants # Terrasse,Wifi
RESAQU040FS00080,01/02/2020,Restaurant,Restaurant traditionnel # Restauration rapide,Glaces # Salades # Sandwichs,Mc Donald's,,,33 rue des jardins,,40100,DAX,40088,+33 5 58 56 29 97,,,http://www.mcdonalds.fr/, -1.0451559,43.7100335,Oui,,,,,,01/01/2020|31/12/2020|10:30|||23:00|,"Menu enfant|4,95|| # Menu adulte|4,95|10,20|",Climatisation # Jeux pour enfants # Matériel enfant # Parking privé # Terrasse,Plats à emporter # Wifi
RESAQU040FS000OH,06/03/2019,Restaurant,Restauration rapide,Cuisine nord-américaine,Mc Donald's,,,"817, av du Maréchal Juin",,40000,MONT-DE-MARSAN,40192,+33 5 58 75 04 77 # +33 5 58 05 91 91,,,, -0.4797944,43.9028819,Oui,,,,,,,,,
RESAQU064FS001LH,03/01/2020,Restauration ambulante / Vente à emporter ,Restauration rapide,Salades # Sandwichs,Mc Donald's,,,Avenue Alfred Nobel,,64000,PAU,64445,+33 5 59 84 35 60,,,, -0.3151691,43.3152559,,,,,,,01/01/2020|31/12/2020|10:30|23:00|||,"A la carte|2,00|15,00|",Climatisation # Jeux pour enfants # Matériel enfant # Terrasse,Wifi
RESAQU064FS001J7,03/01/2020,Restauration ambulante / Vente à emporter ,Restauration rapide,Sandwichs,Mc Donald's,,,Avenue Charles de Gaulle,,64110,MAZERES-LEZONS,64373,+33 5 59 06 88 68,,0859@net.macdonald.fr,, -0.3901218,43.2870875,,,,,,50,01/01/2020|31/12/2020|10:30|||23:30|,"A la carte|2,00|15,00|",Jeux pour enfants # Parking privé # Terrasse,Wifi
RESAQU064FS0007O,03/01/2020,Restaurant,Restauration rapide,Glaces # Salades # Sandwichs,Mc Donald's,,,Avenue Jean Mermoz,,64140,LONS,64348,+33 5 59 92 06 98,,,, -0.3800153,43.3241474,Oui,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,,,,200,01/01/2020|31/12/2020|10:30|||23:00|,"A la carte|2,00|15,00|",Jeux pour enfants # Matériel enfant # Parking privé # Terrasse,Wifi
RESAQU040FS0001B,13/01/2020,Restaurant,Restauration rapide,Cuisine nord-américaine # Salades # Sandwichs,Mc Donald's,,,Avenue Laouadie,Lieu dit du Moulin,40600,BISCARROSSE,40046,+33 5 58 82 02 79,,,https://www.restaurants.mcdonalds.fr/BISCARROSSE, -1.1655043,44.4105672,Oui,,,,,140,01/01/2020|31/12/2020|||||,,Jeux pour enfants # Terrasse,Wifi
RESAQU064FS000B0,03/01/2020,Restaurant,Restauration rapide,Salades # Sandwichs,Mc Donald's,,,Bd Charles de Gaulle,,64140,LONS,64348,+33 5 59 32 52 37,,,, -0.4236388,43.3180123,Oui,,,,,,01/01/2020|31/12/2020|10:30|||23:00|,"A la carte|2,00|15,00|",Climatisation # Jeux pour enfants # Matériel enfant # Parking privé # Terrasse,Plats à emporter # Wifi
RESAQU033FS0007T,17/01/2020,Restaurant,Restauration rapide,Sandwichs,Mc Donald's,,,Lieu-dit La Montagne,,33740,ARES,33011,+33 5 57 17 00 10,,,, -1.1128163,44.7711726,Oui,,,,,,02/01/2020|31/12/2020|||||,,Climatisation # Jeux pour enfants # Terrasse,Wifi
RESAQU024FS00074,03/01/2020,Restaurant,Restauration rapide,Cuisine nord-américaine,Mc Donald's,,,Route de Brive,,24200,SARLAT-LA-CANEDA,24520,+33 5 53 31 67 22,,,http://www.mcdonalds.fr,1.21132850,44.9025172,Oui,,,,,,01/01/2020|31/01/2020|||||,,Climatisation # Jeux pour enfants # Terrasse,Plats à emporter # Wifi
RESAQU064FS001HL,03/01/2020,Restauration ambulante / Vente à emporter ,Restauration rapide,Salades # Sandwichs,Mc Donald's ,,,rue André Mitton,,64000,PAU,64445,+33 5 59 27 44 43,,,, -0.3591822,43.3154134,,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,,,,,01/01/2020|31/12/2020|10:30|||23:30|,"A la carte|2,00|15,00|",Climatisation # Jeux pour enfants # Matériel enfant # Terrasse,Wifi
RESAQU024V5032AN,03/01/2020,Restaurant,Restauration rapide,Salades # Sandwichs,Mc Donald's,94 Avenue Georges Pompidou,,,,24700,MONTPON-MENESTEROL,24294,+33 5 53 80 08 30,,,,0.14550811,45.0074452,Oui,,,,,140,01/01/2020|31/12/2020|||||,"Menu adulte|4,95|| # Menu enfant||4,50|Happy meal",Climatisation # Jeux pour enfants # Terrasse,Wifi
RESAQU040FS000PH,03/01/2020,Restaurant,Restauration rapide,Sandwichs,Mc Donald's,ZAC de Cazalieu,Route André Dupuy,Sortie N°12,,40260,CASTETS,40075,+33 5 58 58 33 70,,diamase@orange.fr,http://www.mcdonalds.fr, -1.1382484,43.8703832,Oui,,,,,,01/01/2020|31/12/2020|||||,"A la carte|1,10|10,00| # Menu adulte|7,00|13,00| # Menu enfant|4,50||",Climatisation # Jeux pour enfants # Parking privé,Commande en ligne
RESAQU033FS000LC,03/01/2020,Restaurant,Restauration rapide,Sandwichs,Mc Donald's La Teste Océan,,,106 rue Lagrua,,33260,LA TESTE-DE-BUCH,33529,+33 5 56 22 26 22,,,, -1.1571693,44.6452692,Oui,,,,,,01/01/2020|31/12/2020|||||,,Jeux pour enfants # Terrasse,Wifi
