typologie;spécialité;FINESS;nom;"type handicap principal";adresse;CP;commune;"commune (COG)";département;région;"région (COG)";"longitude (X)";"latitude (Y)";marker-url;marker-size
Service;"service d'éducation spéciale et de soins à domicile";550004584;"SESSAD du Service de soins pour déficients auditifs de Verdun";"Handicap auditif";"26 rue du Général Lemaire";55100;Verdun;55545;Meuse;Grand-Est;44;5.3877501487732;49.160289764404;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";450014907;"SSEFIS de l'IRéSDA de St-Jean-de-la-Ruelle, antenne d'Amilly";"Handicap auditif";"55 rue de la Tuilerie";45200;Amilly;45004;Loiret;"Centre-Val de Loire";24;2.7146201133728;48.024188995361;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";310783113;"CAP Midi-Pyrénées, antenne de l'Ariège";"Handicap auditif";"chemin Cailloup";9100;Pamiers;09225;Ariège;Occitanie;76;1.60744;43.10885;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Etablissement;"Etablissement médicosocial";490000098;"Centre Charlotte Blouin";"Handicap auditif";"4 rue de l'Abbé Frémond";49100;Angers;49007;Maine-et-Loire;"Pays de la Loire";52;-0.55739897489548;47.4547996521;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";060789815;"Centre d'action médico-sociale précoce Berlioz";"Handicap auditif";"12 rue Berlioz";6000;Nice;06088;Alpes-Maritimes;"Provence-Alpes-Côte d'Azur";93;7.2722101211548;43.6989402771;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";680010360;"Centre d'action médico-sociale précoce d'Illzach";"Handicap moteur";"2 A rue des Alouettes";68110;Illzach;68154;Haut-Rhin;Grand-Est;44;7.3433969;47.7852462;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";290023829;"Centre d'action médico-sociale précoce de Cornouaille";"Handicap moteur";"14 avenue Yves Thépot";29107;Quimper;29232;Finistère;Bretagne;53;-4.09576;47.98769;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";860782671;"Centre d'action médico-sociale précoce de Migne-Auxances";"Handicap moteur";"10 allée du champ Dinard";86440;Migné-Auxances;86158;Vienne;Nouvelle-Aquitaine;75;0.308831;46.628608;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";330782376;"Centre d'action médico-sociale précoce du CHU de Bordeaux";"Handicap auditif";"place Amélie Raba-Léon";33076;Bordeaux;33063;Gironde;Nouvelle-Aquitaine;75;-0.6028347;44.8303247;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";560007858;"Centre d'action médico-sociale précoce Gabriel Deshayes";"Handicap auditif";Brec'h;56402;Auray;56007;Morbihan;Bretagne;53;-2.9844288825989;47.66695022583;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";910670017;"Centre d'action médico-sociale précoce Léopold Bellan";"Handicap auditif";"4 rue Victor Hugo";91290;"La Norville";91457;Essonne;Ile-de-France;11;2.2591400146484;48.58634185791;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";540005246;"Centre d'action médico-sociale précoce Malgrange";"Handicap auditif";"rue Joseph Piroux";54140;Jarville-la-Malgrange;54274;Meurthe-et-Moselle;Grand-Est;44;6.2024998664856;48.673221588135;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";970102661;"Centre d'action médico-sociale précoce René Haltebourg";"Handicap auditif";"Résidence la Distillerie - bâtiment E1";97142;"Les Abymes";97101;Guadeloupe;Guadeloupe;1;-61.535003;16.249236;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";220004261;"Centre d'action médico-sociale précoce Tournemine";"Handicap auditif";"20 rue du Vau Méno";22070;Saint-Brieuc;22278;Côtes-d'Armor;Bretagne;53;-2.7600290775299;48.509140014648;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";540018777;"Centre d'éducation motrice de Flavigny-sur-Moselle";"Handicap moteur";"46 rue du Doyen Parisot";54630;Flavigny-sur-Moselle;54196;Meurthe-et-Moselle;Grand-Est;44;6.1998300552368;48.564018249512;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";500012588;"Centre d'éducation motrice en milieu ordinaire de Saint-Hilaire-du-Harcouët";"Handicap moteur";"239 rue de Paris";50600;Saint-Hilaire-du-Harcouët;50484;Manche;Normandie;28;-1.0763738;48.5718744;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";540000684;"Centre d'éducation pour déficients visuels de Nancy";"Handicap visuel";"8 rue de Santifontaine";54000;Nancy;54395;Meurthe-et-Moselle;Grand-Est;44;6.1547999382019;48.702499389648;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";590788642;"Centre d'éducation sensorielle pour déficients visuels de l'IJA de Lille";"Handicap visuel";"131 rue Royale";59000;Lille;59350;Nord;Hauts-de-France;32;3.0537634;50.645648;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";970107199;"Centre d'éducation spécialisée pour déficients auditifs Ephphetha";"Handicap auditif";"Route de Neufchateau Bel Air";97130;Capesterre-Belle-Eau;97107;Guadeloupe;Guadeloupe;1;-61.569999694824;16.044700622559;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";330780941;"Centre d'inclusion et de préparation des sourds à l'enseignement supérieur de l'INJS de Bordeaux";"Handicap auditif";"25 cours du Général de Gaulle";33170;Gradignan;33192;Gironde;Nouvelle-Aquitaine;75;-0.60824449999996;44.7867688;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";450000344;"Centre de Formation Professionnelle et de rééducation motrice la Couronnerie";"Handicap moteur";"3630 rue du Général de Gaulle";45160;Olivet;45232;Loiret;"Centre-Val de Loire";24;1.8537248;47.8685773;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement de santé";720000744;"Centre de l'Arche";"Handicap moteur";"1 boulevard de Maule";72650;Saint-Saturnin;72320;Sarthe;"Pays de la Loire";52;0.15084999799728;48.056659698486;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";750690182;"Centre de phonétique appliquée Léopold Bellan";"Handicap auditif";"63-65 avenue Parmentier";75011;Paris;75100;Paris;Ile-de-France;11;2.3755238;48.8638984;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";760780429;"Centre de rééducation auditive Beethoven";"Handicap auditif";"94 rue Saint Julien";76100;Rouen;76540;Seine-Maritime;Normandie;28;1.0626000165939;49.413299560547;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement de santé";770701225;"Centre de rééducation et de réadaptation fonctionnelles le Brasset";"Handicap moteur";"14 rue Louis Braille";77100;Meaux;77284;Seine-et-Marne;Ile-de-France;11;2.8788199424744;48.959861755371;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";800010233;"Centre de rééducation pour enfants déficients auditifs";"Handicap auditif";"181 rue Jean Jaurès";80016;Amiens;80021;Somme;Hauts-de-France;32;2.2301112;49.9171858;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";750690281;"Centre expérimental orthophonique et pédagogique de Paris";"Handicap auditif";"24 rue des Favorites";75015;Paris;75100;Paris;Ile-de-France;11;2.2976999282837;48.844501495361;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";690781265;"Centre Henry Gormand";"Handicap moteur";"27 chemin du Trouillat";69130;Ecully;69081;Rhône;Auvergne-Rhône-Alpes;84;4.7669449;45.7752847;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";670781673;"Centre Louis Braille";"Handicap visuel";"80 avenue du Neuhof";67000;Strasbourg;67482;Bas-Rhin;Grand-Est;44;7.766900062561;48.558700561523;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement de santé";910150077;"Centre médical et pédagogique de Varennes-Jarcy";"Handicap moteur";"29 rue de la Libération";91480;Varennes-Jarcy;91631;Essonne;Ile-de-France;11;2.5599999427795;48.678421020508;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";750700049;"Centre médico-social Lecourbe";"Handicap moteur";"205 rue de Javel";75015;Paris;75100;Paris;Ile-de-France;11;2.2946876;48.8385274;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";750680407;"Centre pour enfants plurihandicapés";"Handicap auditif";"33 rue Daviel";75013;Paris;75100;Paris;Ile-de-France;11;2.3666000366211;48.82740020752;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";590788246;"Centre régional d'éducation spécialisée pour déficients auditifs de Pont-à-Marcq";"Handicap auditif";"64 rue nationale";59710;Pont-à-Marcq;59466;Nord;Hauts-de-France;32;3.1154201030731;50.519100189209;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";250000536;"Centre régional d'enseignement et d'éducation spécialisés pour déficients visuels de Besançon";"Handicap visuel";"7 chemin des Monts-de-Brégille Haut";25000;Besançon;25056;Doubs;Bourgogne-Franche-Comté;27;6.0232801437378;47.237049102783;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";310781059;"Centre spécialisé d'enseignement secondaire Jean Lagarde";"Handicap auditif";"1 avenue Tolosane";31522;Ramonville-Saint-Agne;31446;Haute-Garonne;Occitanie;76;1.4750699996948;43.546211242676;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement de santé";750150252;"Clinique médicale et pédagogique Edouard Rist";"Handicap moteur";"14 rue Boileau";75016;Paris;75100;Paris;Ile-de-France;11;2.2892999649048;48.871200561523;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";190002774;"Equipe d'éducation spécialisée et de soins à domicile de Brive-la-Gaillarde";"Handicap auditif";"13 rue Emile Duclaux";19100;Brive-la-Gaillarde;19031;Corrèze;Nouvelle-Aquitaine;75;1.49803;45.14953;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";190002782;"Equipe d'éducation spécialisée et de soins à domicile de Tulle-Ussel";"Handicap auditif";"rue de l'Abbé Lair";19000;Tulle;19272;Corrèze;Nouvelle-Aquitaine;75;1.764;45.26152;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Etablissement;"Etablissement médicosocial";760781435;"Etablissement médico-éducatif Colette Yver";"Handicap moteur";"240 rue Dupuis";76000;Rouen;76540;Seine-Maritime;Normandie;28;1.0626000165939;49.413299560547;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";840016745;"Etablissement public Saint-Antoine";"Handicap moteur";"923 route de la maison d'enfants";84803;L'Isle-sur-la-Sorgue;84054;Vaucluse;"Provence-Alpes-Côte d'Azur";93;5.0749362;43.9367777;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";280505850;"Institut André Beulé, antenne de Chartres";"Handicap auditif";"1 rue du Faubourg Saint-Jean";28000;Chartres;28085;Eure-et-Loir;"Centre-Val de Loire";24;1.457170009613;48.433818817139;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";650780604;"Institut d'éducation motrice Adolphe Pedebidou";"Handicap moteur";"40 rue Causserie";65190;Tournay;65447;Hautes-Pyrénées;Occitanie;76;0.24098999798298;43.18404006958;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";800000572;"Institut d'éducation motrice Antoine de Saint-Exupéry";"Handicap moteur";"89 rue Sagebien";80000;Amiens;80021;Somme;Hauts-de-France;32;2.3254001140595;49.874599456787;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";370104457;"Institut d'éducation motrice Charlemagne";"Handicap moteur";"chemin des tours de Charlemagne";37510;Ballan-Miré;37018;Indre-et-Loire;"Centre-Val de Loire";24;0.61291998624802;47.340599060059;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";330781147;"Institut d'éducation motrice d'Eysines";"Handicap moteur";"22 rue du Moulineau";33320;Eysines;33162;Gironde;Nouvelle-Aquitaine;75;-0.6645864;44.8772211;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";860780220;"Institut d'éducation motrice de Biard";"Handicap moteur";"rue des Augustins";86580;Biard;86027;Vienne;Nouvelle-Aquitaine;75;0.30551999807358;46.576160430908;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";870002458;"Institut d'éducation motrice de Grossereix";"Handicap moteur";"rue Guy Môquet";87280;Limoges;87085;Haute-Vienne;Nouvelle-Aquitaine;75;1.2332999706268;45.843601226807;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";570005074;"Institut d'éducation motrice de Moselle, antenne d'Uckange";"Handicap moteur";"4 rue Mozart";57270;Uckange;57683;Moselle;Grand-Est;44;6.15188;49.2987;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";260012059;"Institut d'éducation motrice de Saint-Marcel-les-Valence";"Handicap moteur";"Domaine du Plovier";26320;Saint-Marcel-les-Valence;26313;Drôme;Auvergne-Rhône-Alpes;84;4.9609899520874;44.969539642334;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";180000515;"Institut d'éducation motrice de Trouy";"Handicap moteur";"route de Châteauneuf";18570;Trouy;18267;Cher;"Centre-Val de Loire";24;2.3627200126648;47.010540008545;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";340798008;"Institut d'éducation motrice du Centre de soins de suite et de réadaptation Alexandre Jollien";"Handicap moteur";"8 place du Général de Gaulle";34240;Lamalou-les-Bains;34126;Hérault;Occitanie;76;3.0820600986481;43.595481872559;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";440000230;"Institut d'éducation motrice et de formation professionnelle la Grillonnais";"Handicap moteur";"2 rue de la croix des fosses";44126;Vertou;44215;Loire-Atlantique;"Pays de la Loire";52;-1.4665298;47.2143215;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";360000293;"Institut d'éducation motrice Hameau de Gâtines";"Handicap moteur";"25 avenue de la Résistance";36600;Valençay;36228;Indre;"Centre-Val de Loire";24;1.5615199804306;47.159740447998;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";620116376;"Institut d'éducation motrice l'Arpège";"Handicap moteur";"5 rue d'Ardres";62370;Audruicq;62057;Pas-de-Calais;Hauts-de-France;32;2.0853700637817;50.880180358887;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";610781239;"Institut d'éducation motrice La Forêt";"Handicap moteur";Huchepie;61458;Saint-André-de-Messei;61362;Orne;Normandie;28;-0.523033;48.666575;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";920690195;"Institut d'éducation motrice la Gentilhommière";"Handicap moteur";"20 rue Schlumberger";92430;Marnes-la-Coquette;92047;Hauts-de-Seine;Ile-de-France;11;2.1773200035095;48.830211639404;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";240016048;"Institut d'éducation motrice la souris verte";"Handicap moteur";"route Paul Abadie";24100;Bergerac;24037;Dordogne;Nouvelle-Aquitaine;75;0.48241;44.85639;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";620101253;"Institut d'éducation motrice le Vent de Bise";"Handicap moteur";"rue Auguste Blanqui";62800;Liévin;62510;Pas-de-Calais;Hauts-de-France;32;2.7749600410461;50.417358398438;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";620117036;"Institut d'éducation motrice les Cyclades";"Handicap moteur";"5 rue de Cayeux";62790;Leforest;62497;Pas-de-Calais;Hauts-de-France;32;3.0612800121307;50.436489105225;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Institut médico-éducatif";620112524;"Institut d'éducation motrice les Trois Moulins";"Handicap moteur";"520 rue de l'Impératrice";62600;Berck;62108;Pas-de-Calais;Hauts-de-France;32;1.6007162;50.4101834;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";310781638;"Institut d'éducation motrice Paul Dottin";"Handicap moteur";"26 avenue Tolosane";31520;Ramonville-Saint-Agne;31446;Haute-Garonne;Occitanie;76;1.4750699996948;43.546211242676;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";590782363;"Institut d'éducation motrice Plaine de Mons";"Handicap moteur";"2 rue du Champ-de-Manoeuvre";59300;Valenciennes;59606;Nord;Hauts-de-France;32;3.5231800079346;50.357398986816;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";620101808;"Institut d'éducation motrice Trajectoires";"Handicap moteur";"3128 route de Berck";62180;Rang-du-Fliers;62688;Pas-de-Calais;Hauts-de-France;32;1.6433199644089;50.417221069336;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";100000165;"Institut d'éducation sensorielle Chanteloup";"Handicap moteur";"11 rue de Chanteloup";10300;Sainte-Savine;10362;Aube;Grand-Est;44;4.04984998703;48.293418884277;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";290030006;"Institut d'éducation sensorielle de l'AFDA";"Handicap auditif";"12 rue de Cherbourg";29200;Brest;29019;Finistère;Bretagne;53;-4.4853901863098;48.391021728516;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";570003087;"Institut d'éducation sensorielle de Metz";"Handicap auditif";"8 rue de la Monnaie";57000;Metz;57463;Moselle;Grand-Est;44;6.1563000679016;49.139400482178;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";150782100;"Institut d'éducation sensorielle handicap auditif des Pep du Cantal";"Handicap auditif";"rue de Planèze";15000;Aurillac;15014;Cantal;Auvergne-Rhône-Alpes;84;2.4315800666809;44.918609619141;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";970463154;"Institut d'éducation sensorielle la Ressource";"Handicap visuel";"44 rue de l'Abbé Pierre";97438;Sainte-Marie;97418;"La Réunion";"La Réunion";4;55.54999923706;-20.88330078125;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";010780575;"Institut de jeunes sourds de Bourg-en-Bresse";"Handicap auditif";"5 rue du Lycée";1000;Bourg-en-Bresse;01053;Ain;Auvergne-Rhône-Alpes;84;5.2281498908997;46.205978393555;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";590780490;"Institut de réhabilitation de la parole et de l'audition de Ronchin";"Handicap auditif";"place de l'Abbé de l'Epée";59790;Ronchin;59507;Nord;Hauts-de-France;32;3.0775001049042;50.605579376221;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";440000107;"Institut la Persagotière";"Handicap auditif";"2 rue René Dunan";44262;Nantes;44109;Loire-Atlantique;"Pays de la Loire";52;-1.6097999811173;47.202098846435;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Institut médico-éducatif";050000363;"Institut médico-éducatif du centre Jean Cluzel";"Handicap visuel";"chemin de Picoune";5160;Savines-le-Lac;05164;Hautes-Alpes;"Provence-Alpes-Côte d'Azur";93;6.404982;44.525913;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";340780980;"Institut médico-éducatif la Cardabelle";"Handicap moteur";"21 avenue de Castelnau";34000;Montpellier;34172;Hérault;Occitanie;76;3.882386;43.6215771;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";780800702;"Institut médico-éducatif pour jeunes sourds-aveugles";"Handicap auditif";"37 rue de la Division Leclerc";78460;Chevreuse;78160;Yvelines;Ile-de-France;11;2.0441100597382;48.70756149292;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";510000300;"Institut Michel Fandre";"Handicap auditif";"51 rue Léon Mathieu";51573;Reims;51454;Marne;Grand-Est;44;4.0264401435852;49.256481170654;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";490525011;"Institut Montéclair";"Handicap visuel";"51 rue du Vallon";49000;Angers;49007;Maine-et-Loire;"Pays de la Loire";52;-0.55739897489548;47.4547996521;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";570002618;"Institut national de jeunes sourds de Metz";"Handicap auditif";"49 rue Claude Bernard";57074;Metz;57463;Moselle;Grand-Est;44;6.1563000679016;49.139400482178;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";970202685;"Institut pour déficients auditifs";"Handicap auditif";"route de Bois Neuf";97231;"Le Robert";97222;Martinique;Martinique;2;0.8703763;48.0334768;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";680000254;"Institut pour déficients sensoriels le Phare";"Handicap auditif";"16 rue de Kingersheim";68112;Illzach;68154;Haut-Rhin;Grand-Est;44;7.3469800949097;47.781440734863;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";440003747;"Institut public Les Hauts Thébaudières";"Handicap visuel";;44122;Vertou;44215;Loire-Atlantique;"Pays de la Loire";52;-1.4732700586319;47.167961120605;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";870008232;"Institut régional d'éducation sensorielle Aimé Labrégère";"Handicap visuel";"1 rue Henri Barbusse";87000;Limoges;87085;Haute-Vienne;Nouvelle-Aquitaine;75;1.2332566;45.8241732;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement de santé";340000025;"Institut Saint-Pierre";"Handicap auditif";"371 avenue de l'Evêché de Maguelone";34250;Palavas-les-Flots;34192;Hérault;Occitanie;76;3.9233300685883;43.527500152588;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";420780900;"Plein Vent surdité";"Handicap auditif";"40 rue Franklin";42000;Saint-Etienne;42218;Loire;Auvergne-Rhône-Alpes;84;4.3923997879028;45.453800201416;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";340792241;"SAAAIS de Montpellier, antenne de Béziers";"Handicap visuel";"7 rue Albert Marc";34500;Béziers;34032;Hérault;Occitanie;76;3.23831;43.34907;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Etablissement;"Etablissement médicosocial";600002349;"Section d'éducation motrice de Cauffry";"Handicap moteur";"route de Sailleville";60290;Cauffry;60134;Oise;Hauts-de-France;32;2.45021;49.31538;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";160014338;"Section d'éducation motrice Rêve d'enfant";"Handicap moteur";"27 rue du Stade";16400;"La Couronne";16113;Charente;Nouvelle-Aquitaine;75;0.0956063;45.6043026;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";380006148;"Service d'accompagnement familial et d'éducation précoce de Grenoble";"Handicap visuel";"4 rue Voltaire";38320;Eybens;38158;Isère;Auvergne-Rhône-Alpes;84;5.7426073;45.164702;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";730002169;"Service d'accompagnement familial et d'éducation précoce de l'INJS de Chambéry";"Handicap auditif";"33 rue de l'Epine";73160;Cognin;73087;Savoie;Auvergne-Rhône-Alpes;84;5.8820600509644;45.59252166748;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
