CD_DEPOT,LB_DEPOT,TYPE_DEPOT,LB_TYPE_DEPOT,COORD_TEL,COORD_FAX,COORD_MAIL,COORD_SITEWEB,ADR_L1,ADR_L2,ADR_L3,ADR_L4_NUM,ADR_L4_NUMEXT,ADR_L4_VOIE,ADR_L5,ADR_L6_CP,ADR_L6_COMM,INSEE_COMMUNE,CD_CANTON,RESPONSABLE,FL_DESSERVI,FL_INTERNET,NB_POSTEINT,NB_POSTEPUB,NB_MULT,ACCESS_HANDICAPES,H_DEB_MATIN_LUNDI,H_FIN_MATIN_LUNDI,H_DEB_APRM_LUNDI,H_FIN_APRM_LUNDI,H_DEB_MATIN_MARDI,H_FIN_MATIN_MARDI,H_DEB_APRM_MARDI,H_FIN_APRM_MARDI,H_DEB_MATIN_MERCREDI,H_FIN_MATIN_MERCREDI,H_DEB_APRM_MERCREDI,H_FIN_APRM_MERCREDI,H_DEB_MATIN_JEUDI,H_FIN_MATIN_JEUDI,H_DEB_APRM_JEUDI,H_FIN_APRM_JEUDI,H_DEB_MATIN_VENDREDI,H_FIN_MATIN_VENDREDI,H_DEB_APRM_VENDREDI,H_FIN_APRM_VENDREDI,H_DEB_MATIN_SAMEDI,H_FIN_MATIN_SAMEDI,H_DEB_APRM_SAMEDI,H_FIN_APRM_SAMEDI,H_DEB_MATIN_DIMANCHE,H_FIN_MATIN_DIMANCHE,H_DEB_APRM_DIMANCHE,H_FIN_APRM_DIMANCHE,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode
1768,Saint-Vivien-de-Monségur,25,,556616277,556616277,saint-vivien-de-monsegur@wanadoo.fr,,BDP Saint-Vivien-de-Monségur,,,,,RUE DU 8 MAI 1945,,33580,SAINT VIVIEN DE MONSÉGUR,33491,32,,Oui,0,0,,0,,,,,,,,,,,,,,,, 16h00, 16h30,,,,,,, 14h30, 16h00,,,,,44.61684,0.105119,Avenue du 8 Mai 33580 Saint-Vivien-de-Monségur,0.73,street,33491_0025_714928,,Avenue du 8 Mai,,33580,Saint-Vivien-de-Monségur,"33, Gironde, Aquitaine",33491
1608,Lugasson,25,,556239678,556239678,lugasson@bdp33.fr,,BDP Lugasson,,MAIRIE,,B,,,33760,LUGASSON,33258,48,COVER Martine,Non,0,0,,0,,08h00, 12h00,,,,, 14h00, 18h00,,,,,,, 14h00, 18h00,,,,,,,,,,,,,44.757054,-0.159404,Fauroux 33760 Lugasson,0.58,locality,33258_B010_7ff89a,,Fauroux,,33760,Lugasson,"33, Gironde, Aquitaine",33258
1567,Mesterrieux,25,,556714944,556714944,sylg.d@hotmail.fr,,BDP Mesterrieux,,MAIRIE,,B,,,33540,MESTERRIEUX,33283,32,DUBUC Sylvie,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 15h00, 18h00,,,,,,,,,,,,,,,,,,,,,44.647451,-0.011529,Bâillon 33540 Mesterrieux,0.62,locality,33283_B003_edc1d8,,Bâillon,,33540,Mesterrieux,"33, Gironde, Aquitaine",33283
1575,Arcins,19,,556589390,557885102,mairie.arcins@wanadoo.fr,,BDP Arcins,,,4,,ROUTE DE PAUILLAC,,33460,ARCINS,33010,20,,Oui,0,0,,0,,,,,,,, 16h00, 18h00,,,,,,,,,,, 16h00, 18h00,,,,,,,,,45.074649,-0.726324,4 Route de Pauillac 33460 Arcins,0.91,housenumber,ADRNIVX_0000000326765635,4,Route de Pauillac,,33460,Arcins,"33, Gironde, Aquitaine",33010
1522,Morizès,26,,556714080,556714080,morizes2@wanadoo.fr,,BDP Morizès,,MAIRIE,,B,,,33190,MORIZÈS,33294,38,CHOVIN Michèle,Oui,0,0,,0,,,, 16h00, 17h00,,,,,,,,,,,,,,,,,,, 14h00, 16h00,,,,,44.615884,-0.090848,Catoy 33190 Morizès,0.62,locality,33294_B013_6b0e07,,Catoy,,33190,Morizès,"33, Gironde, Aquitaine",33294
1692,Maransin,21,,557494115,557690533,bibliotheque.commune-2-maransin@orange.fr,,BDP Maransin,,,38,,LE BOURG,,33230,MARANSIN,33264,26,,Oui,0,0,,1,Accès aux personnes à mobilité réduite,,,,,,,,,,, 14h00, 17h00,,,,,,,,,09h00, 12h00,,,,,,,45.071221,-0.268339,38 Le Bourg 33230 Maransin,0.91,housenumber,ADRNIVX_0000000275988767,38,Le Bourg,,33230,Maransin,"33, Gironde, Aquitaine",33264
1184,Saint-Maixant,27,,556620308,556620436,,,BDP Saint-Maixant,,,,,PLACE DE LA MAIRIE,,33490,SAINT MAIXANT,,43,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.579207,-0.238622,DOMAINE DE MALAGAR 33490 Saint-Maixant,0.52,street,33438_XXXX_e93593,,DOMAINE DE MALAGAR,,33490,Saint-Maixant,"33, Gironde, Aquitaine",33438
1790,Saint-Paul,20,,557420801,557428455,bibliotheque.saintpaul@orange.fr,,BDP Saint-Paul,,,,,LE BOURG,,33390,SAINT PAUL,33458,7,,Oui,1,1,,0,,,, 15h30, 17h30,,,,,,,,,,, 15h30, 17h30,,,,,11h00, 12h00,,,,,,,45.148178,-0.604526,Le Bourg 33390 Saint-Paul,0.91,street,33458_XXXX_3bd98b,,Le Bourg,,33390,Saint-Paul,"33, Gironde, Aquitaine",33458
1233,Pujols-sur-Ciron,26,,556766514,556766099,marion.roche@cc-podensac.fr,,BDP Pujols-sur-Ciron,,CDC PODENSAC-PRIMEVER ,12,,RUE DU MARÉCHAL LECLERC DE HAUTECLOCQUE,,33720,PODENSAC,33343,36,ROCHE Marion,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Le Barp,5,,556886390,556882590,mediatheque@ville-le-barp.fr,http://www.ville-le-barp.fr/contenu-des-pages/10.html,BDP Le Barp,,,,,LE CHALET,,33114,LE BARP,33029,5,,Oui,1,5,,5,Accès aux personnes à mobilité réduite,,,,,,,,,09h30, 12h30, 14h00, 18h00,,, 16h00, 19h00,,, 16h00, 19h00,10h00, 12h00, 12h00, 16h00,,,,,44.599534,-0.760275,Allée Charles Péguy 33114 Le Barp,0.54,street,33029_0035_858ff1,,Allée Charles Péguy,,33114,Le Barp,"33, Gironde, Aquitaine",33029
2013,Haux,20,,556236448,,bibliomedia.haux33@orange.fr,,BDP Haux,,,1,,LOTISSEMENT BERGUEIL,,33550,HAUX,33201,23,,Oui,1,3,,0,accès aux personnes à mobilité réduite,,,,,,, 15h00, 18h00,,, 15h00, 18h00,,,,,,, 16h00, 19h00,,,,,,,,,44.735929,-0.357611,Lotissement Bergueil 33550 Haux,0.85,street,33201_XXXX_bcd9d7,,Lotissement Bergueil,,33550,Haux,"33, Gironde, Aquitaine",33201
1781,Cartelègue,20,,557429597,557645382,bibliotheque@cartelegue.fr,,BDP Cartelègue,,,2,,RUE DE L'ÉCOLE,,33390,CARTELÈGUE,33101,7,,Oui,0,0,,0,,,,,,,,,,,,,,,, 15h30, 17h00,,,,,11h00, 12h00,,,,,,,45.184928,-0.581193,2 Rue de l'École 33390 Cartelègue,0.91,housenumber,ADRNIVX_0000000275941024,2,Rue de l'École,,33390,Cartelègue,"33, Gironde, Aquitaine",33101
1577,Margaux,21,,557888618,557887626,bibliothequemargaux@orange.fr,,BDP Margaux,,,,,RUE DE LA TREMOILLE,,33460,MARGAUX,33268,20,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,, 14h30, 16h30,,,,,,,,,09h30, 11h30,,,,,,,45.04266,-0.677442,Rue de la Tremoille 33460 Margaux,0.91,street,33268_0122_6a6a58,,Rue de la Tremoille,,33460,Margaux,"33, Gironde, Aquitaine",33268
2078,Bégadan,2,,,,,,BDP Bégadan,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Galgon,16,,557550410,557550419,mairie-de-galgon.bibliotheque@wanadoo.fr,,BDP Galgon,,,,,ESPLANADE FRANÇOIS MITTERRAND,,33133,GALGON,33179,24,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 16h30, 18h30,,,,,10h30, 12h00, 16h30, 18h30,,,,,,, 16h30, 18h30,10h00, 12h00,,,,,,,44.991125,-0.278067,Avenue François Mitterrand 33133 Galgon,0.66,street,33179_XXXX_55f6ff,,Avenue François Mitterrand,,33133,Galgon,"33, Gironde, Aquitaine",33179
1709,Bassens,6,,557808178,557808158,mediatheque@ville-bassens.fr,http://www.ville-bassens.fr/,BDP Bassens,,,,,RUE DU 8 MAI 1945,,33530,BASSENS,33032,60,,Oui,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.899532,-0.516323,Rue du 8 Mai 1945 33530 Bassens,0.91,street,33032_XXXX_681077,,Rue du 8 Mai 1945,,33530,Bassens,"33, Gironde, Aquitaine",33032
1755,Cantenac,21,,557887479,557887479,pierre.noele.buhot@orange.fr,,BDP Cantenac,,,,,LE BOURG,,33460,CANTENAC,33091,20,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.029282,-0.654596,Le Bourg-Nord 33460 Cantenac,0.74,locality,33091_B021_6a0f1d,,Le Bourg-Nord,,33460,Cantenac,"33, Gironde, Aquitaine",33091
1550,Gabarnac,25,,556629774,556629774,mairie-de-gabarnac@wanadoo.fr,,BDP Gabarnac,,MAIRIE,,B,,,33410,GABARNAC,33176,17,DUBERGEY,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 14h00, 15h00,,,,,,,,,,,,,,,,,,,,,,,,,44.6164,-0.27824,Bern 33410 Gabarnac,0.67,locality,33176_B008_c87001,,Bern,,33410,Gabarnac,"33, Gironde, Aquitaine",33176
1531,Puisseguin,14,,557552220,557745731,mairie.puisseguin@wanadoo.fr,,BDP Puisseguin,,,22,,AVENUE BEAUSÉJOUR,,33570,PUISSEGUIN,33342,31,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.924796,-0.074294,22 Avenue Beauséjour 33570 Puisseguin,0.91,housenumber,ADRNIVX_0000000311876665,22,Avenue Beauséjour,,33570,Puisseguin,"33, Gironde, Aquitaine",33342
2075,Brazil,0,,,,,,BDP Brazil,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,Cenon,32,,557773177,557773175,mediatheque@ville-cenon.fr,http://www.ville-cenon.fr/,BDP Cenon,,,1,,AVENUE DU PRÉSIDENT VINCENT AURIOL,,33153,CENON,33119,55,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Grignols,9,,556255105,,bibliothequedegrignols@orange.fr,,BDP Grignols,,,4,,PLACE DE L'ÉGLISE,,33690,GRIGNOLS,33195,25,,Oui,1,0,,0,Accès aux personnes à mobiblité réduite,,,,,,, 16h30, 18h00,09h00, 12h00, 13h30, 17h30,,,,,,, 16h30, 18h30,09h00, 12h00,,,,,,,44.38805,-0.043324,4 Place de l'Église 33690 Grignols,0.92,housenumber,ADRNIVX_0000000276617173,4,Place de l'Église,,33690,Grignols,"33, Gironde, Aquitaine",33195
1758,Cussac-Fort-Médoc,15,,556589130,556589130,bibliotheque.cussac-fort-medoc@orange.fr,www.cussac-fort-medoc.fr,BDP Cussac-Fort-Médoc,,,16,,AVENUE DU HAUT MÉDOC,,33460,CUSSAC FORT MÉDOC,33146,20,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,, 16h00, 18h00,,,,,,, 17h00, 19h00,,,,,,,,,45.116399,-0.730658,Avenue du Haut Médoc 33460 Cussac-Fort-Médoc,0.85,street,33146_0280_6dc2ae,,Avenue du Haut Médoc,,33460,Cussac-Fort-Médoc,"33, Gironde, Aquitaine",33146
1706,Fargues-Saint-Hilaire,10,,556685376,556683362,bibli-fargues-st-hilaire@wanadoo.fr,,BDP Fargues-Saint-Hilaire,,,61,,AVENUE DE L'ENTRE DEUX MERS,,33370,FARGUES SAINT HILAIRE,33165,23,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,,,,,, 16h00, 18h00,10h00, 12h00, 14h00, 17h00,,, 16h00, 18h00,,, 16h00, 17h00,10h00, 12h00,,,,,,,44.825758,-0.452777,2 Avenue de l'Entre-Deux Mers 33370 Fargues-Saint-Hilaire,0.87,housenumber,ADRNIVX_0000000276303999,2,Avenue de l'Entre-Deux Mers,,33370,Fargues-Saint-Hilaire,"33, Gironde, Aquitaine",33165
1728,Audenge,11,,556269856,555603815,mediatheque@mairie-audenge.fr,,BDP Audenge,,,15,,AVENUE GAMBETTA,,33980,AUDENGE,33019,2,,Oui,1,0,,0,Accès aux personnes à mobilité réduite,,,,,09h30, 12h30, 16h00, 18h00,09h30, 12h30, 14h30, 18h00,,,,,,, 16h00, 18h00,09h30, 12h30,,,,,,,44.684152,-1.014262,15 Boulevard Gambetta 33980 Audenge,0.55,housenumber,ADRNIVX_0000000311823833,15,Boulevard Gambetta,,33980,Audenge,"33, Gironde, Aquitaine",33019
1667,Captieux,21,,556656050,556656566,contact@captieux.fr,,BDP Captieux,,,,,PLACE DU CHÂTEAU D'EAU,,33840,CAPTIEUX,33095,18,,Oui,1,0,,0,Accès aux personnes à mobilité réduite,10h00, 12h00,,,,,,,,, 15h00, 17h30,,,,,,,,,10h00, 11h30,,,,,,,44.203415,-0.263478,La Gare du Poteau 33840 Captieux,0.48,locality,33095_XXXX_13369e,,La Gare du Poteau,,33840,Captieux,"33, Gironde, Aquitaine",33095
2018,La Teste de Buch,32,,556546563,556546563,bibliotheque.lateste@orange.fr,,BDP La Teste de Buch,,,,,PLACE JEAN HAMEAU,,33260,LA TESTE,33529,49,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.632614,-1.145227,Place Jean Hameau 33260 La Teste-de-Buch,0.74,street,33529_1620_ca40ff,,Place Jean Hameau,,33260,La Teste-de-Buch,"33, Gironde, Aquitaine",33529
1584,Peujard,9,,557940225,557940229,bibpeujard@orange.fr,,BDP Peujard,,,7,,PLACE JEAN JAURÈS,,33240,PEUJARD,33321,39,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 16h00, 18h00,10h00, 12h00, 15h00, 18h30,,,,,,, 16h00, 18h00,10h00, 12h30,,,,,,,45.043092,-0.423204,7 Place Jean Jaurès 33240 Peujard,0.91,housenumber,ADRNIVX_0000000276002709,7,Place Jean Jaurès,,33240,Peujard,"33, Gironde, Aquitaine",33321
1795,Saint-Seurin-de-Bourg,19,,557684474,557684474,mairie.stseurindebourg@wanadoo.fr,,BDP Saint-Seurin-de-Bourg,,,3,,MARCHAIS,,33710,SAINT SEURIN DE BOURG,33475,15,,Oui,0,0,,0,,,,,,,,,,,, 17h15, 18h30,,,,,,,,,,,,,,,,,45.04865,-0.583104,Marchais 33710 Saint-Seurin-de-Bourg,0.86,locality,33475_XXXX_e14cf9,,Marchais,,33710,Saint-Seurin-de-Bourg,"33, Gironde, Aquitaine",33475
2006,Mérignac,32,,557000239,557000221,mediatheque@merignac.com,,BDP Mérignac,,,19,,PLACE CHARLES DE GAULLE,,33700,MÉRIGNAC,33281,98,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.842188,-0.64717,19 Place Charles de Gaulle 33700 Mérignac,0.93,housenumber,ADRNIVX_0000000354010959,19,Place Charles de Gaulle,,33700,Mérignac,"33, Gironde, Aquitaine",33281
2012,Lormont,32,,556062630,556745270,bibliotheque@ville-lormont.fr,http://mediatheque.lormont.fr,BDP Lormont,,,1,,RUE LOUIS BEYDTS,,33310,LORMONT,33249,60,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.882104,-0.52431,1 Rue Louis Beydts 33310 Lormont,0.92,housenumber,ADRNIVX_0000000276158742,1,Rue Louis Beydts,,33310,Lormont,"33, Gironde, Aquitaine",33249
2028,Cestas,32,,557835311,556788401,contact@mediatheque-cestas.fr,http://www.mediatheque-cestas.fr/,BDP Cestas,,,,,PLACE DU SOUVENIR,,33610,CESTAS,,59,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.742014,-0.685423,Place du Souvenir 33610 Cestas,0.92,street,33122_2095_146d1d,,Place du Souvenir,,33610,Cestas,"33, Gironde, Aquitaine",33122
1841,Prignac-et-Marcamps,15,,557684444,557683840,prignac-marcamps@orange.fr,,BDP Prignac-et-Marcamps,,,112,B,AVENUE DES CÔTES DE BOURG,,33710,PRIGNAC ET MARCAMPS,33339,15,,Oui,0,0,,0,,,,,,,, 17h00, 19h00,,, 16h00, 18h00,,,,,,, 16h30, 18h30,,,,,,,,,45.034001,-0.495872,Avenue des Cotes de Bourg 33710 Prignac-et-Marcamps,0.81,street,33339_0190_69e695,,Avenue des Cotes de Bourg,,33710,Prignac-et-Marcamps,"33, Gironde, Aquitaine",33339
2000,Saint Aubin de Médoc,32,,556702483,,mediatheque.saint-aubin@wanadoo.fr,,BDP Saint Aubin de Médoc,,,10,B,ROUTE DE GERMIGNAN,,33160,SAINT AUBIN DE MÉDOC,33376,63,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.911505,-0.719133,Route de Germignan 33160 Saint-Aubin-de-Médoc,0.82,street,33376_0347_386465,,Route de Germignan,,33160,Saint-Aubin-de-Médoc,"33, Gironde, Aquitaine",33376
1794,Saint-Vincent-de-Paul,27,,556775660,556388556,mairie.svp33@wanadoo.fr,,BDP Saint-Vincent-de-Paul,,,,,AVENUE GUSTAVE EIFFEL,,33440,SAINT VINCENT DE PAUL,33487,19,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,, 15h00, 17h00,,,,,,,,,44.947799,-0.468764,Avenue Gustave Eiffel 33440 Saint-Vincent-de-Paul,0.91,street,33487_0035_217c9d,,Avenue Gustave Eiffel,,33440,Saint-Vincent-de-Paul,"33, Gironde, Aquitaine",33487
1099,Teuillac,26,,557643455,557642225,accueil@mairie-teuillac.com,,BDP Teuillac,,,,,PLACE DE LA MAIRIE,,33710,TEUILLAC,33530,15,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 15h30, 16h30,,,,,,,,,,,,,,,,,09h00, 12h00,,,,,,,45.10246,-0.540918,La Grande Pièce 33710 Teuillac,0.48,locality,33530_B036_34743d,,La Grande Pièce,,33710,Teuillac,"33, Gironde, Aquitaine",33530
1502,Saint-Antoine-sur-l'Isle,20,,557496219,557496219,mairiedestantoinesurlisle@wanadoo.fr,,BDP Saint-Antoine-sur-l'Isle,,,648,,RUE DE VERDUN,,33660,SAINT ANTOINE SUR L ISLE,33373,22,,Oui,1,2,,0,Accès aux personnes à mobilité réduite,,,,,,,,,09h00, 12h00,,,,,,,,,,,09h00, 12h00,,,,,,,45.026822,0.03892,648 Rue de Verdun 33660 Saint-Antoine-sur-l'Isle,0.91,housenumber,ADRNIVX_0000000311881010,648,Rue de Verdun,,33660,Saint-Antoine-sur-l'Isle,"33, Gironde, Aquitaine",33373
1394,Lacanau Océan,10,,556031726,,biblio.ocean@mairie-lacanau.fr,,BDP Lacanau Océan,,,8,,AVENUE DE LA LIBÉRATION,,33680,LACANAU,33214,20,,Oui,1,0,,0,,,, 16h00, 18h30,,,,,10h00, 12h30,,,,, 16h00, 18h30,,,,,10h00, 12h30,,,,,,,44.978173,-1.07823,8 Avenue de la Libération 33680 Lacanau,0.91,housenumber,ADRNIVX_0000000354007749,8,Avenue de la Libération,,33680,Lacanau,"33, Gironde, Aquitaine",33214
1763,Isle-Saint-Georges,20,,556726504,556727507,bibliotheque.isg@orange.fr,http://www.islesaintgeorges.com,BDP Isle-Saint-Georges,,,14,,PLACE DE L'ÉGLISE,,33640,ISLE SAINT GEORGES,33206,27,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 17h00, 18h30,,,,,,, 17h00, 19h00,,,,,,,,,,,,,,,,,44.724939,-0.472363,14 Place de l'Église 33640 Isle-Saint-Georges,0.91,housenumber,ADRNIVX_0000000276461717,14,Place de l'Église,,33640,Isle-Saint-Georges,"33, Gironde, Aquitaine",33206
1160,Bieujac,19,,05-56-62-82-5,556627655,bibliotheque-bieujac@cc-paysdelangon.fr,http://www.bibliotheques-paysdelangon.net,BDP Bieujac,,,5,,VIGNEAU,,33210,BIEUJAC,33050,28,,Oui,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,, 14h00, 16h00,,,,,44.538782,-0.155293,5 Vigneau 33210 Bieujac,0.91,housenumber,ADRNIVX_0000000276593805,5,Vigneau,,33210,Bieujac,"33, Gironde, Aquitaine",33050
1997,Bordeaux,32,,556103000,556103090,,http://bibliotheque.bordeaux.fr/,BDP Bordeaux,,,85,,COURS DU MARÉCHAL JUIN,,33075,BORDEAUX,33063,99,,Non,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Le Porge,22,,556036331,556265921,leporgebiblio33@gmail.com,,BDP Le Porge,,,1,,PLACE SAINT SEURIN,,33680,LE PORGE,33333,20,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.872837,-1.093014,1 Place Saint-Seurin 33680 Le Porge,0.91,housenumber,ADRNIVX_0000000276145600,1,Place Saint-Seurin,,33680,Le Porge,"33, Gironde, Aquitaine",33333
1085,Langon,12,,556623339,556622855,bibliotheque-langon@cc-paysdelangon.fr,http://www.bibliotheques-paysdelangon.net/,BDP Langon,,,,,-22 COURS DU MARÉCHAL DE LATTRE DE TASSIGNY,,33210,LANGON,33227,28,,Oui,1,3,,0,,,,,,09h00, 12h00, 12h00, 16h30,09h00, 12h00, 12h00, 18h00,09h00, 12h00, 12h00, 16h30,09h00, 12h00, 12h00, 16h30,09h30, 12h30,,,,,,,44.551996,-0.24532,22 Cours du Maréchal de Lattre de Tassigny 33210 Langon,0.92,housenumber,ADRNIVX_0000000276586155,22,Cours du Maréchal de Lattre de Tassigny,,33210,Langon,"33, Gironde, Aquitaine",33227
1719,Saint-Sulpice-et-Cameyrac,17,,556302304,,bibliotheque-municipale16@wanadoo.fr,,BDP Saint-Sulpice-et-Cameyrac,,,15,,AVENUE MAUCAILLOU,,33450,SAINT SULPICE ET CAMEYRAC,33483,19,,Oui,1,1,,0,,,,,,,,,,,, 15h00, 18h00,,, 17h00, 19h00,,,,,10h00, 12h00,,,,,,,44.911453,-0.393215,15 Avenue de Maucaillou 33450 Saint-Sulpice-et-Cameyrac,0.86,housenumber,ADRNIVX_0000000276118215,15,Avenue de Maucaillou,,33450,Saint-Sulpice-et-Cameyrac,"33, Gironde, Aquitaine",33483
1715,Saint-Caprais-de-Bordeaux,10,,557979417,557979401,mediatheque.stcapraisdebx@gmail.com,,BDP Saint-Caprais-de-Bordeaux,,,4,,AVENUE DE MERCADE,,33880,SAINT CAPRAIS DE BORDEAUX,33381,23,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 16h30, 18h30,,, 16h30, 18h30,09h30, 12h00,,,,, 16h30, 18h30,,, 16h30, 18h30,,,,,,,,,44.750552,-0.436618,4 Avenue de Mercade 33880 Saint-Caprais-de-Bordeaux,0.91,housenumber,ADRNIVX_0000000276442104,4,Avenue de Mercade,,33880,Saint-Caprais-de-Bordeaux,"33, Gironde, Aquitaine",33381
1762,Le Teich,17,,556226122,556223361,ville.du.teich@leteich.com,,BDP Le Teich,,,64,B,AVENUE CÔTE D'ARGENT,,33470,LE TEICH,33527,49,,Oui,1,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 14h00, 19h00,,, 15h00, 18h00,,,,,10h00, 12h00,,,10h00, 12h00,,,,,,,44.63564,-1.02253,64 BIS Avenue de la Côte d'Argent 33470 Le Teich,0.73,housenumber,ADRNIVX_0000000276521291,64 BIS,Avenue de la Côte d'Argent,,33470,Le Teich,"33, Gironde, Aquitaine",33527
1637,Saint-Sulpice-de-Faleyrens,21,,681100682,557246374,bib@juridiction-saint-emilion.org,,BDP Saint-Sulpice-de-Faleyrens,,,10,,AVENUE DU GÉNÉRAL DE GAULLE,,33330,SAINT SULPICE DE FALEYRENS,33480,30,,Oui,0,0,,0,,,,,,,,,,,, 15h30, 18h30,,,,,,,,,,,,,,,,,44.876254,-0.190427,10 Avenue du Général de Gaulle 33330 Saint-Sulpice-de-Faleyrens,0.91,housenumber,ADRNIVX_0000000276187537,10,Avenue du Général de Gaulle,,33330,Saint-Sulpice-de-Faleyrens,"33, Gironde, Aquitaine",33480
1660,Targon,9,,556236937,,bibliotheque.targon@wanadoo.fr,,BDP Targon,,,10,,PLACE DE L'ÉGLISE,,33760,TARGON,33523,48,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,10h00, 12h00, 15h00, 16h30,,, 14h30, 16h30,,, 14h30, 18h00,,,,,,, 14h30, 16h30,09h30, 12h30,,,,,,,44.734503,-0.263018,10 Place de l'Église 33760 Targon,0.92,housenumber,ADRNIVX_0000000354324147,10,Place de l'Église,,33760,Targon,"33, Gironde, Aquitaine",33523
1705,Le Taillan-Médoc,12,,556356096,556355061,bibliotheque@taillan-medoc.fr,http://bibtm.canalblog.com/,BDP Le Taillan-Médoc,,,56,,AVENUE DE SOULAC,,33320,LE TAILLAN MÉDOC,33519,63,,Oui,1,2,,0,Accès aux personnes à mobilité réduite,,,,,,, 15h00, 18h00,10h00, 12h00, 12h00, 18h00,,,,,,, 15h00, 19h00,10h00, 12h00, 12h00, 16h00,,,,,44.906207,-0.668918,56 Avenue de Soulac 33320 Le Taillan-Médoc,0.92,housenumber,ADRNIVX_0000000332777010,56,Avenue de Soulac,,33320,Le Taillan-Médoc,"33, Gironde, Aquitaine",33519
1944,Saint-Morillon,15,,556784989,556784855,bibliotheque.saint-morillon@sfr.fr,,BDP Saint-Morillon,,,1,,ROUTE DE SAINT MICHEL DE RIEUFRET,,33650,SAINT MORILLON,33454,27,,Oui,1,1,,0,,,,,,,, 16h00, 18h00,,,,,,,,,,,,,,, 16h00, 18h00,,,,,44.64925,-0.502963,1 Route de Saint-Michel de Rieufret 33650 Saint-Morillon,0.91,housenumber,ADRNIVX_0000000324884872,1,Route de Saint-Michel de Rieufret,,33650,Saint-Morillon,"33, Gironde, Aquitaine",33454
1307,Beychac-et-Cailleau,9,,556724712,556728989,mediatheque@beychac-cailleau.fr,,BDP Beychac-et-Cailleau,,,,,BOURG DE CAILLEAU,,33750,BEYCHAC ET CAILLEAU,33049,55,,Oui,1,3,,3,accès aux personnes à mobilité réduite,,,,,,, 16h30, 18h30,,, 14h00, 18h30,,, 17h00, 18h00,,,,,10h00, 12h30,,,,,,,,,,,,,,,,,,,
1659,Rions,15,,951379382,,bibliorions@free.fr,http://biblirions.canalblog.com/,BDP Rions,,,1,,CHEMIN DES SOEURS,,33410,RIONS,33355,17,,Oui,1,0,,0,,,,,,,,,,,, 15h00, 18h30,,,,,,, 16h00, 18h00,,, 15h30, 18h00,,,,,44.666961,-0.354461,Chemin des Trois Soeurs 33410 Rions,0.71,street,33355_0062_b6895f,,Chemin des Trois Soeurs,,33410,Rions,"33, Gironde, Aquitaine",33355
