objectid,entite,thematique,categorie,typologie,statut,nom,adresse,cp,commune,telephone,email,web,type_erp,nature_exploitation_erp,categorie_erp,effectif_admissible_erp,capacite_accueil_erp,unite_capacite_accueil_erp,nom_responsable,fonction_responsable,id_accessibilite,x,y,id_commune,id_thematique,id_sig,quartier,shape
737,Centre de Protection Infantile (CPI),Santé,Établissement de santé,Planification Familiale,Public,Centre de Protection Infantile,76 Rue Champ Lagarde,78000,Versailles,01 39 24 12 50 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,637731.6857,6856126.3284,VER,SAN,VER_SAN_2042,Montreuil,
738,Centre de Protection Infantile (CPI),Santé,Établissement de santé,Planification Familiale,Public,Centre de Protection Infantile Saint-Louis,50 Rue Royale,78000,Versailles,01 39 49 00 12 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,635795.9192,6855532.1371,VER,SAN,VER_SAN_2043,Saint-Louis,
739,Centre de Protection Infantile (CPI),Santé,Établissement de santé,Planification Familiale,Public,Centre de Protection Infantile,3 Impasse des Gendarmes,78000,Versailles,01 39 50 30 49 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,636203.2295,6856014.7184,VER,SAN,VER_SAN_2044,Chantiers,
740,Centre de Protection Infantile (CPI),Santé,Établissement de santé,Planification Familiale,Public,Centre de Protection Infantile,4 Rue Clément Ader,78140,Vélizy-Villacoublay,01 39 46 17 72 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,639914.4509,6854311.4295,VEL,SAN,VEL_SAN_2045,Non renseigné,
741,Centre de Protection Infantile (CPI),Santé,Établissement de santé,Planification Familiale,Public,Centre de Protection Infantile,9 Rue Roger Henry,78210,Saint-Cyr-l'Ecole,01 34 60 02 03 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,630662.43,6856277.0527,CYR,SAN,CYR_SAN_2046,Non renseigné,
742,Centre de Protection Infantile (CPI),Santé,Établissement de santé,Planification Familiale,Public,Centre de Protection Infantile,2 Rue Cimarosa,78150,Le Chesnay,01 39 43 88 60 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,635713.55,6858349.2141,CHE,SAN,CHE_SAN_2047,Non renseigné,
743,Centre de Protection Infantile (CPI),Santé,Établissement de santé,Planification Familiale,Public,Centre de Protection Infantile,12 Avenue Charles de Gaulle,78170,La Celle-Saint-Cloud,01 39 69 88 89 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,636592.5398,6861156.6692,CEL,SAN,CEL_SAN_2048,Non renseigné,
744,Centre de Protection Infantile (CPI),Santé,Établissement de santé,Planification Familiale,Public,Centre de Protection Infantile,Avenue Jean Lurçat,78330,Fontenay-le-Fleury,01 34 60 34 36 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,630037.1477,6857194.6529,FON,SAN,FON_SAN_2049,Non renseigné,
745,Centre de Protection Infantile (CPI),Santé,Établissement de santé,Planification Familiale,Public,Centre de Protection Infantile,17 Rue Blaise Pascal,78390,Bois-d'Arcy,01 34 60 41 41 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,627931.2088,6855928.4213,BOI,SAN,BOI_SAN_2050,Non renseigné,
746,Centre Planification ou Education Familiale,Santé,Établissement de santé,Planification Familiale,Public,Centre de Planification ,3 Impasse des Gendarmes,78000,Versailles,01 39 50 30 49 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,636201.304,6856010.2073,VER,SAN,VER_SAN_2051,Chantiers,
747,Centre Planification ou Education Familiale,Santé,Établissement de santé,Planification Familiale,Public,Centre de Planification ,34 Rue Gabriel Péri,78210,Saint-Cyr-l'Ecole,01 30 14 82 41 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,631072.7907,6856179.8634,CYR,SAN,CYR_SAN_2052,Non renseigné,
748,Centre Planification ou Education Familiale,Santé,Établissement de santé,Planification Familiale,Public,Centre de Planification ,2 Rue Cimarosa,78150,Le Chesnay,01 39 43 88 60 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,635712.4534,6858352.2219,CHE,SAN,CHE_SAN_2053,Non renseigné,
749,Centre Planification ou Education Familiale,Santé,Établissement de santé,Planification Familiale,Public,Centre de Planification ,12 Avenue Charles de Gaulle,78170,La Celle-Saint-Cloud,01 39 69 88 89 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,636592.5398,6861156.6692,CEL,SAN,CEL_SAN_2054,Non renseigné,
750,Centre Planification ou Education Familiale,Santé,Établissement de santé,Planification Familiale,Public,Centre de Planification ,Avenue Jean Lurçat,78330,Fontenay-le-Fleury,01 34 60 34 36 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,630037.1477,6857194.6529,FON,SAN,FON_SAN_2055,Non renseigné,
751,Centre Planification ou Education Familiale,Santé,Établissement de santé,Planification Familiale,Public,Centre de Planification ,17 Rue Blaise Pascal,78390,Bois-d'Arcy,01 34 60 41 41 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,Département,nr,,627931.2088,6855928.4213,BOI,SAN,BOI_SAN_2056,Non renseigné,
752,Résidences Sociales Hors Maisons Relais-Pensions de Famille,Social,Établissement social,Accueil et Hébergement social,Privé,Résidence Sociale Bois-Robert,3 Rue Francisco Ferrer,78000,Versailles,01 30 45 01 67 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,631828.2758,6855337.73,VER,SOC,VER_SOC_2057,Saint-Louis,
753,Résidences Sociales Hors Maisons Relais-Pensions de Famille,Social,Établissement social,Accueil et Hébergement social,Association,RSJAM - ARPEJ,12 Rue des Frères Caudron,78140,Vélizy-Villacoublay,nr,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,642227.4265,6853729.5377,VEL,SOC,VEL_SOC_2058,Non renseigné,
754,Résidences Sociales Hors Maisons Relais-Pensions de Famille,Social,Établissement social,Accueil et Hébergement social,Association,RSJAM - ARPEJ,9 Place de l'Europe,78140,Vélizy-Villacoublay,nr,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,641666.0668,6853621.9908,VEL,SOC,VEL_SOC_2059,Non renseigné,
755,Résidences Sociales Hors Maisons Relais-Pensions de Famille,Social,Établissement social,Accueil et Hébergement social,Association,FJT - Résidence Sociale Croix Bonnet,11 Rue Jacques Tati,78390,Bois-d'Arcy,01 30 97 01 65 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,627351.2986,6856184.5287,BOI,SOC,BOI_SOC_2060,Non renseigné,
756,Maisons Relais - Pensions de Famille,Social,Établissement social,Accueil et Hébergement social,Association,Maison Relais,35 Rue d'Angiviller,78000,Versailles,01 39 50 52 87 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,636203.7723,6857037.1771,VER,SOC,VER_SOC_2061,Notre-Dame,
757,Foyer Travailleurs Migrants (FTM),Social,Établissement social,Accueil et Hébergement social,Privé,FTM Bois-Robert,3 Rue Francisco Ferrer,78000,Versailles,01 30 45 01 67 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,631827.4568,6855334.7042,VER,SOC,VER_SOC_2062,Saint-Louis,
758,Foyer Jeunes Travailleurs (FJT),Social,Établissement social,Accueil et Hébergement social,Association,FJT Marcel Callo,24 Rue Maréchal Joffre,78000,Versailles,01 39 02 34 30 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,635432.1244,6855325.9282,VER,SOC,VER_SOC_2063,Saint-Louis,
759,Foyer Jeunes Travailleurs (FJT),Social,Établissement social,Accueil et Hébergement social,Association,FJT La Clairière,7 Impasse René Mouchotte,78150,Le Chesnay,01 39 23 17 78 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,635555.5705,6858085.5376,CHE,SOC,CHE_SOC_2064,Non renseigné,
760,Etablissement Expérimental Autres Adultes,Social,Établissement social,Accueil et Hébergement social,Association,Centre d'accueil de Jour,8 Rue Monseigneur Gibier,78000,Versailles,01 30 21 34 50 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,635506.7102,6855220.8188,VER,SOC,VER_SOC_2065,Saint-Louis,
761,Centre Hébergement & Réinsertion Sociale (CHRS),Social,Établissement social,Accueil et Hébergement social,Association,CHRS Hotel Social Saint Yves,24 Rue Maréchal Joffre,78000,Versailles,01 39 02 18 37 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,635433.2998,6855328.5018,VER,SOC,VER_SOC_2066,Saint-Louis,
762,Centre Hébergement & Réinsertion Sociale (CHRS),Social,Établissement social,Accueil et Hébergement social,Association,CHRS Stuart Mill,43 Rue des Chantiers,78000,Versailles,01 30 84 98 50 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,636876.8424,6855319.4307,VER,SOC,VER_SOC_2067,Chantiers,
763,Centre Hébergement & Réinsertion Sociale (CHRS),Social,Établissement social,Accueil et Hébergement social,Association,CHRS La Marcotte,1 Rue de Limoges,78000,Versailles,01 39 51 01 00 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,636266.4474,6855908.4173,VER,SOC,VER_SOC_2068,Chantiers,
764,Centre Hébergement & Réinsertion Sociale (CHRS),Social,Établissement social,Accueil et Hébergement social,Association,CHRS La Maison Zoe,23 Rue de l'Ermitage,78000,Versailles,01 39 23 19 80 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,635625.2902,6857499.7814,VER,SOC,VER_SOC_2069,Notre-Dame,
765,Centre Hébergement & Réinsertion Sociale (CHRS),Social,Établissement social,Accueil et Hébergement social,Association,CHRS Les Mortemets,1 Allée des Matelots,78000,Versailles,01 39 50 60 88 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,634261.4733,6856098.1736,VER,SOC,VER_SOC_2070,Saint-Louis,
766,Centre d'hébergement d'urgence (CHU),Social,Établissement social,Accueil et Hébergement social,Association,CHU Maison Familiale,4 Rue d'Alsace-Lorraine,78220,Viroflay,01 39 02 18 37 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,638619.9768,6856165.2897,VIR,SOC,VIR_SOC_2071,Non renseigné,
767,Centre d'hébergement d'urgence (CHU),Social,Établissement social,Accueil et Hébergement social,Association,CHU FJT Marcel Callo,24 Rue Maréchal Joffre,78000,Versailles,01 39 02 34 30 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,635432.7319,6855327.2584,VER,SOC,VER_SOC_2072,Saint-Louis,
768,Autre Centre d'Accueil,Social,Établissement social,Accueil et Hébergement social,Association,SOS Accueil,18-20 rue de Noailles,78000,Versailles,nr,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,SOS Accueil,nr,VERACCERP11,636401.6995,6855667.4823,VER,SOC,VER_SOC_2073,Chantiers,
769,Résidences Sociales Hors Maisons Relais-Pensions de Famille,Social,Établissement social,Accueil et Hébergement social,Association,RSJAM - AGEFO Viroflay,191 Avenue du Général Leclerc,78220,Viroflay,nr,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,638343.4434,6855843.31,VIR,SOC,VIR_SOC_2074,Non renseigné,
770,Résidences Sociales Hors Maisons Relais-Pensions de Famille,Social,Établissement social,Accueil et Hébergement social,Association,RSJAM - AGEFO Versailles,11 Rue Mansart,78000,Versailles,01 39 66 92 41 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,636700.7875,6857554.6626,VER,SOC,VER_SOC_2075,Clagny-Glatigny,
771,Résidences Sociales Hors Maisons Relais-Pensions de Famille,Social,Établissement social,Accueil et Hébergement social,Association,FJT - Résidence Sociale ALJT,12 Rue Édouard Lefèbvre,78000,Versailles,01 30 97 01 65 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,636250.6169,6855676.6595,VER,SOC,VER_SOC_2076,Chantiers,
772,Service de Travailleuses Familiales,Social,Établissement social,Aide à la Famillle,Public,Maison de la Famille,14 rue du Parc de Clagny,78000,Versailles,nr,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,VERACCERP108,636896.1385,6857232.7771,VER,SOC,VER_SOC_2077,Clagny-Glatigny,
773,Service de Travailleuses Familiales,Social,Établissement social,Aide à la Famillle,Association,Aide Familiale à Domicile d'IF,4 Allée des Horticulteurs,78000,Versailles,01 39 53 62 98 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,637855.2386,6856620.1403,VER,SOC,VER_SOC_2078,Jussieu,
774,Service de Travailleuses Familiales,Social,Établissement social,Aide à la Famillle,Association,SCE de Travailleuses Familiales,40 Boulevard Saint-Antoine,78150,Le Chesnay,01 39 63 23 23 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,,,,,,,nr,nr,,635763.4517,6857767.3733,CHE,SOC,CHE_SOC_2079,Non renseigné,
775,Dispensaire Antivénérien,Santé,Établissement de santé,Etablissement Soins et Prévention,Public,Consultation Spécialisée,177 Rue de Versailles,78150,Le Chesnay,01 39 63 80 90 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,Département,nr,,636010.7854,6859328.5088,CHE,SAN,CHE_SAN_2100,Non renseigné,
776,Dispensaire Antivénérien,Santé,Établissement de santé,Etablissement Soins et Prévention,Public,Consultation Spécialisée,5 Rue Alexandre Turpault,78390,Bois-d'Arcy,01 30 23 30 36 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,Département,nr,,628871.2251,6856586.465,BOI,SAN,BOI_SAN_2101,Non renseigné,
777,Centre de Santé (CDS),Santé,Établissement de santé,Etablissement Soins et Prévention,Public,CDS CPAM des Yvelines,58 Rue de Montreuil,78000,Versailles,01 30 84 34 40 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,637473.2243,6856397.2652,VER,SAN,VER_SAN_2102,Montreuil,
778,Centre de Santé (CDS),Santé,Établissement de santé,Etablissement Soins et Prévention,Association,Centre de Soins Infirmiers,6 Rue Bernard de Jussieu,78000,Versailles,01 39 51 33 43 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,638083.0669,6856926.0888,VER,SAN,VER_SAN_2103,Jussieu,
779,Centre de Santé (CDS),Santé,Établissement de santé,Etablissement Soins et Prévention,Association,CDS Dentaire de Versailles,78 Boulevard de la Reine,78000,Versailles,nr,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636382.9067,6856865.3516,VER,SAN,VER_SAN_2104,Notre-Dame,
780,Centre de Santé (CDS),Santé,Établissement de santé,Etablissement Soins et Prévention,Association,CDS Dentifree,2 Esplanade du Grand Siècle,78000,Versailles,01 39 55 43 54 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,638162.985,6856402.8766,VER,SAN,VER_SAN_2105,Montreuil,
781,Centre de Santé (CDS),Santé,Établissement de santé,Etablissement Soins et Prévention,Association,CDS Etudes de Biologie Prenatale,2 Rue Jean-Louis Forain,78150,Le Chesnay,01 39 63 80 14 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,635605.2953,6859385.9071,CHE,SAN,CHE_SAN_2106,Non renseigné,
782,Service de Soins Infirmiers à Domicile (SSIAD),Santé,Établissement de santé,Etablissement Soins et Prévention,Public,SSIAD de Viroflay,3 Rue Henri Welschinger,78220,Viroflay,01 30 24 69 94 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,639235.1933,6855826.1304,VIR,SAN,VIR_SAN_2107,Non renseigné,
783,Service de Soins Infirmiers à Domicile (SSIAD),Santé,Établissement de santé,Etablissement Soins et Prévention,Public,SSIAD CCAS de Versailles,6 Impasse des Gendarmes,78000,Versailles,01 30 97 83 83 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636172.0975,6855962.9967,VER,SAN,VER_SAN_2108,Chantiers,
784,Service de Soins Infirmiers à Domicile (SSIAD),Santé,Établissement de santé,Etablissement Soins et Prévention,Privé,SSIAD DOMUSVI Versailles,18 Rue du Refuge,78000,Versailles,01 72 50 85 50 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,637097.9823,6856355.5447,VER,SAN,VER_SAN_2109,Montreuil,
785,Service de Soins Infirmiers à Domicile (SSIAD),Santé,Établissement de santé,Etablissement Soins et Prévention,Association,SSIAD Vélizy-Villacoublay,5 Avenue de Provence,78140,Vélizy-Villacoublay,01 39 46 25 84 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,639095.1404,6853950.9691,VEL,SAN,VEL_SAN_2110,Non renseigné,
786,Service de Soins Infirmiers à Domicile (SSIAD),Santé,Établissement de santé,Etablissement Soins et Prévention,Public,SSIAD du Chesnay,9 Rue Pottier,78150,Le Chesnay,01 39 55 96 97 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,635823.6547,6858822.1639,CHE,SAN,CHE_SAN_2111,Non renseigné,
787,Service de Soins Infirmiers à Domicile (SSIAD),Santé,Établissement de santé,Etablissement Soins et Prévention,Public,SSIAD de la Celle-Saint-Cloud,8 Avenue Charles de Gaulle,78170,La Celle-Saint-Cloud,01 30 78 10 00 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636626.2042,6861208.6112,CEL,SAN,CEL_SAN_2112,Non renseigné,
788,Centres Locaux Information Coordination PA (CLIC),Santé,Établissement de santé,Etablissement Soins et Prévention,Association,CLIC Porte Verte,6 Avenue Maréchal Franchet d'Esperey,78000,Versailles,01 39 63 74 15 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636816.1258,6858050.6913,VER,SAN,VER_SAN_2113,Clagny-Glatigny,
789,Centre de soins d'accompagnement et de prévention en addictologie (CSAPA),Santé,Établissement de santé,Etablissement Soins et Prévention,Public,CSAPA CEDAT,79 Boulevard de la Reine,78000,Versailles,01 30 83 21 00 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636328.1943,6856912.2044,VER,SAN,VER_SAN_2114,Notre-Dame,
790,Centre de soins d'accompagnement et de prévention en addictologie (CSAPA),Santé,Établissement de santé,Etablissement Soins et Prévention,Public,CSAPA Bois-d'Arcy,5 Rue Alexandre Turpault,78390,Bois-d'Arcy,01 30 23 80 00 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,628871.2251,6856556.3938,BOI,SAN,BOI_SAN_2115,Non renseigné,
791,Structure d'Alternative à la dialyse en centre,Santé,Établissement de santé,Etablissement Hospitalier,Association,Unité d'Autodialyse Addy,78 Avenue du Général Leclerc,78220,Viroflay,01 30 24 54 47 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,639424.1744,6856322.9338,VIR,SAN,VIR_SAN_2116,Non renseigné,
792,Structure d'Alternative à la dialyse en centre,Santé,Établissement de santé,Etablissement Hospitalier,Association,Unité d'Autodialyse Beauregard,2 Avenue de Rocquencourt,78170,La Celle-Saint-Cloud,01 39 69 08 94 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,635812.4113,6859823.514,CEL,SAN,CEL_SAN_2117,Non renseigné,
793,Structure d'Alternative à la dialyse en centre,Santé,Établissement de santé,Etablissement Hospitalier,Privé,Unité d'Autodialyse de Bièvres,Route de Gizy,91570,Bièvres,01 49 84 77 90 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,642276.3009,6851820.5067,BIE,SAN,BIE_SAN_2118,Non renseigné,
794,Service Médico-Psychologique Régional (SMPR),Santé,Établissement de santé,Etablissement Hospitalier,Public,Service Médico-Psychologique Régional,5 Rue Alexandre Turpault,78390,Bois-d'Arcy,01 30 23 80 00 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,628871.2251,6856616.5362,BOI,SAN,BOI_SAN_2119,Non renseigné,
795,Hôpital de Jour (HDJ),Santé,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Association,HDJ - Les Metz,12 Chemin de la Butte au Beurre,78350,Jouy-en-Josas,01 39 45 20 72 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,638365.9455,6853126.184,JOU,SAN,JOU_SAN_2120,Non renseigné,
796,Groupement de coopération sanitaire (GCS),Santé,Établissement de santé,Etablissement Hospitalier,Privé,GCS - REPY Siège,13 Rue Pasteur,78000,Versailles,01 30 13 06 33 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,637410.1725,6855959.5887,VER,SAN,VER_SAN_2121,Montreuil,
797,Etablissement de Soins Pluridisciplinaire,Santé,Établissement de santé,Etablissement Hospitalier,Privé,Hôpital Privé de Versailles - La Maye,49 Rue du Parc de Clagny,78000,Versailles,01 39 23 33 33 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636954.9503,6857787.5265,VER,SAN,VER_SAN_2122,Clagny-Glatigny,
798,Etablissement de Soins Pluridisciplinaire,Santé,Établissement de santé,Etablissement Hospitalier,Privé,Hôpital Privé de Versailles - Franciscaines,7 Rue de la Porte de Buc,78000,Versailles,08 26 30 33 33 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636697.6163,6855312.9573,VER,SAN,VER_SAN_2123,Chantiers,
799,Etablissement de Soins Pluridisciplinaire,Santé,Établissement de santé,Etablissement Hospitalier,Association,Hôpital de la Porte Verte,6 Avenue Maréchal Franchet d'Esperey,78000,Versailles,01 39 63 74 00 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636808.9549,6858043.2617,VER,SAN,VER_SAN_2124,Clagny-Glatigny,
800,Etablissement de Soins Pluridisciplinaire,Santé,Établissement de santé,Etablissement Hospitalier,Privé,Hôpital Privé de Parly II,21 Rue Moxouris,78150,Le Chesnay,01 39 63 70 04 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,635399.8724,6859284.7888,CHE,SAN,CHE_SAN_2125,Non renseigné,
801,Etablissement de Soins Longue Durée,Santé,Établissement de santé,Etablissement Hospitalier,Privé,Maison de Santé Claire Demeure LS,12 Rue de la Porte de Buc,78000,Versailles,01 39 07 30 00 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636622.687,6855201.8157,VER,SAN,VER_SAN_2126,Chantiers,
802,Etablissement de santé privé autorisé en SSR,Santé,Établissement de santé,Etablissement Hospitalier,Privé,Maison de Santé Claire Demeure,12 Rue de la Porte de Buc,78000,Versailles,01 39 07 30 00 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636626.0959,6855208.6833,VER,SAN,VER_SAN_2127,Chantiers,
803,Etablissement de santé privé autorisé en SSR,Santé,Établissement de santé,Etablissement Hospitalier,Association,Centre Pédiatrique des Côtes,Lieu-dit Les Côtes,78350,Les Loges-en-Josas,01 39 24 18 00 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636963.5065,6851358.2069,LOG,SAN,LOG_SAN_2128,Non renseigné,
