"Provenance";"Code Insee de la commune";"Commune";"Annee";"Activite";"Profession";"Discipline";"Comptage"
"OPENDATA41 - www.pilote41.fr";"41243";"Selommes";"2008";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41243";"Selommes";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41243";"Selommes";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41243";"Selommes";"2009";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41243";"Selommes";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41243";"Selommes";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41243";"Selommes";"2010";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41243";"Selommes";"2011";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41243";"Selommes";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41246";"Seur";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2005";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2005";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2006";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2006";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2007";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2007";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2008";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2008";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2009";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2009";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2010";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2010";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2011";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41247";"Soings-en-Sologne";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2005";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2006";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2007";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2008";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2009";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2009";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2010";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41249";"Souesmes";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41250";"Sougé";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41250";"Sougé";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41250";"Sougé";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41252";"Suèvres";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41252";"Suèvres";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41252";"Suèvres";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41252";"Suèvres";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41252";"Suèvres";"2006";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41252";"Suèvres";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41252";"Suèvres";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41252";"Suèvres";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41252";"Suèvres";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41252";"Suèvres";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41252";"Suèvres";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41252";"Suèvres";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41252";"Suèvres";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41252";"Suèvres";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41255";"Ternay";"2008";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41255";"Ternay";"2010";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41255";"Ternay";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41256";"Theillay";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41256";"Theillay";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41256";"Theillay";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41256";"Theillay";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41256";"Theillay";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41256";"Theillay";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41256";"Theillay";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41256";"Theillay";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41256";"Theillay";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41256";"Theillay";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41256";"Theillay";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41256";"Theillay";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41256";"Theillay";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41256";"Theillay";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41257";"Thenay";"2005";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41257";"Thenay";"2006";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41257";"Thenay";"2007";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41257";"Thenay";"2008";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41257";"Thenay";"2009";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41257";"Thenay";"2010";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41257";"Thenay";"2011";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2005";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2005";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2006";"Libérale";"Pharmacien";"Pharmacien";3,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2006";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2006";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2007";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2007";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2007";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2008";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2008";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2008";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2009";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2009";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2009";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2010";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2010";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2010";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2011";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2011";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41258";"Thésée";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41259";"Thoré-la-Rochette";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41259";"Thoré-la-Rochette";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41259";"Thoré-la-Rochette";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41259";"Thoré-la-Rochette";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41259";"Thoré-la-Rochette";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41259";"Thoré-la-Rochette";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41259";"Thoré-la-Rochette";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41259";"Thoré-la-Rochette";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41260";"Thoury";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41260";"Thoury";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41263";"Tréhet";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41264";"Tripleville";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41265";"Trôo";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41265";"Trôo";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41265";"Trôo";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41265";"Trôo";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41265";"Trôo";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41265";"Trôo";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41265";"Trôo";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41267";"Vallières-les-Grandes";"2005";"Libérale";"Médecin Spécialiste";"Ophtalmologie";1,00
"OPENDATA41 - www.pilote41.fr";"41267";"Vallières-les-Grandes";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41267";"Vallières-les-Grandes";"2006";"Libérale";"Médecin Spécialiste";"Ophtalmologie";1,00
"OPENDATA41 - www.pilote41.fr";"41267";"Vallières-les-Grandes";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41267";"Vallières-les-Grandes";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41267";"Vallières-les-Grandes";"2007";"Libérale";"Médecin Spécialiste";"Ophtalmologie";1,00
"OPENDATA41 - www.pilote41.fr";"41267";"Vallières-les-Grandes";"2008";"Libérale";"Médecin Spécialiste";"Ophtalmologie";1,00
"OPENDATA41 - www.pilote41.fr";"41267";"Vallières-les-Grandes";"2009";"Libérale";"Médecin Spécialiste";"Ophtalmologie";1,00
"OPENDATA41 - www.pilote41.fr";"41267";"Vallières-les-Grandes";"2010";"Libérale";"Médecin Spécialiste";"Ophtalmologie";1,00
"OPENDATA41 - www.pilote41.fr";"41267";"Vallières-les-Grandes";"2011";"Libérale";"Médecin Spécialiste";"Ophtalmologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Neurologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Oto-rhino laryngologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Pneumologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Pédiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Gastro-Entérologie Hépatologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Anesthésiologie Réanimation";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Radiodiagnostic et imagerie médicale";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Dermatologie et vénéréologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";29,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Rhumatologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Endocrinologie et métabolismes";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Biologie médicale";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Gynécologie obstétrique";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";15,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Pharmacien";"Pharmacien";20,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Chirurgie générale";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Orthoptiste";"Orthoptiste";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";14,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Sage-Femme";"Sage-Femme";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Audio-Prothésiste";"Audio-Prothésiste";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Cardiologie";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Chirurgie orthopédique et traumatologique";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Infirmier";"Infirmier";12,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Ophtalmologie";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Médecin Spécialiste";"Psychiatrie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Orthophoniste";"Orthophoniste";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2005";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Radiodiagnostic et imagerie médicale";6,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Anesthésiologie Réanimation";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Pneumologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Rhumatologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Biologie médicale";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";15,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Pharmacien";"Pharmacien";21,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Cardiologie";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Chirurgie générale";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";29,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Orthoptiste";"Orthoptiste";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Chirurgie orthopédique et traumatologique";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Audio-Prothésiste";"Audio-Prothésiste";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Ophtalmologie";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Orthophoniste";"Orthophoniste";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Oto-rhino laryngologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";14,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Sage-Femme";"Sage-Femme";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Neurologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Gynécologie obstétrique";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Pédiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Psychiatrie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Gastro-Entérologie Hépatologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Endocrinologie et métabolismes";1,00
